"Notes"	"Census Division"	"Census Division Code"	"Year"	"Year Code"	"Mother's Education"	"Mother's Education Code"	Births
	"Division 3: East North Central"	"CENS-D3"	"2014"	"2014"	"Associate degree (AA, AS)"	"5"	49480
	"Division 3: East North Central"	"CENS-D3"	"2014"	"2014"	"Bachelor's degree (BA, AB, BS)"	"6"	111478
	"Division 3: East North Central"	"CENS-D3"	"2014"	"2014"	"Master's degree (MA, MS, MEng, MEd, MSW, MBA)"	"7"	51051
	"Division 3: East North Central"	"CENS-D3"	"2014"	"2014"	"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)"	"8"	13516
	"Division 3: East North Central"	"CENS-D3"	"2014"	"2014"	"Unknown or Not Stated"	"Unk"	3909
	"Division 3: East North Central"	"CENS-D3"	"2014"	"2014"	"Excluded"	"Exc"	0
	"Division 3: East North Central"	"CENS-D3"	"2014"	"2014"	"Not Reported"	"NR"	0
"Total"	"Division 3: East North Central"	"CENS-D3"	"2014"	"2014"			563639
	"Division 3: East North Central"	"CENS-D3"	"2015"	"2015"	"8th grade or less"	"1"	17598
	"Division 3: East North Central"	"CENS-D3"	"2015"	"2015"	"9th through 12th grade with no diploma"	"2"	54856
	"Division 3: East North Central"	"CENS-D3"	"2015"	"2015"	"High school graduate or GED completed"	"3"	136204
	"Division 3: East North Central"	"CENS-D3"	"2015"	"2015"	"Some college credit, but not a degree"	"4"	121650
	"Division 3: East North Central"	"CENS-D3"	"2015"	"2015"	"Associate degree (AA, AS)"	"5"	50032
	"Division 3: East North Central"	"CENS-D3"	"2015"	"2015"	"Bachelor's degree (BA, AB, BS)"	"6"	112671
	"Division 3: East North Central"	"CENS-D3"	"2015"	"2015"	"Master's degree (MA, MS, MEng, MEd, MSW, MBA)"	"7"	50503
	"Division 3: East North Central"	"CENS-D3"	"2015"	"2015"	"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)"	"8"	13440
	"Division 3: East North Central"	"CENS-D3"	"2015"	"2015"	"Unknown or Not Stated"	"Unk"	4819
	"Division 3: East North Central"	"CENS-D3"	"2015"	"2015"	"Excluded"	"Exc"	0
	"Division 3: East North Central"	"CENS-D3"	"2015"	"2015"	"Not Reported"	"NR"	0
"Total"	"Division 3: East North Central"	"CENS-D3"	"2015"	"2015"			561773
	"Division 3: East North Central"	"CENS-D3"	"2016"	"2016"	"8th grade or less"	"1"	17023
	"Division 3: East North Central"	"CENS-D3"	"2016"	"2016"	"9th through 12th grade with no diploma"	"2"	52038
	"Division 3: East North Central"	"CENS-D3"	"2016"	"2016"	"High school graduate or GED completed"	"3"	136234
	"Division 3: East North Central"	"CENS-D3"	"2016"	"2016"	"Some college credit, but not a degree"	"4"	115577
	"Division 3: East North Central"	"CENS-D3"	"2016"	"2016"	"Associate degree (AA, AS)"	"5"	49449
	"Division 3: East North Central"	"CENS-D3"	"2016"	"2016"	"Bachelor's degree (BA, AB, BS)"	"6"	114613
	"Division 3: East North Central"	"CENS-D3"	"2016"	"2016"	"Master's degree (MA, MS, MEng, MEd, MSW, MBA)"	"7"	51426
	"Division 3: East North Central"	"CENS-D3"	"2016"	"2016"	"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)"	"8"	13993
	"Division 3: East North Central"	"CENS-D3"	"2016"	"2016"	"Unknown or Not Stated"	"Unk"	5198
	"Division 3: East North Central"	"CENS-D3"	"2016"	"2016"	"Excluded"	"Exc"	0
	"Division 3: East North Central"	"CENS-D3"	"2016"	"2016"	"Not Reported"	"NR"	0
"Total"	"Division 3: East North Central"	"CENS-D3"	"2016"	"2016"			555551
	"Division 3: East North Central"	"CENS-D3"	"2017"	"2017"	"8th grade or less"	"1"	16735
	"Division 3: East North Central"	"CENS-D3"	"2017"	"2017"	"9th through 12th grade with no diploma"	"2"	49594
	"Division 3: East North Central"	"CENS-D3"	"2017"	"2017"	"High school graduate or GED completed"	"3"	137160
	"Division 3: East North Central"	"CENS-D3"	"2017"	"2017"	"Some college credit, but not a degree"	"4"	110514
	"Division 3: East North Central"	"CENS-D3"	"2017"	"2017"	"Associate degree (AA, AS)"	"5"	48123
	"Division 3: East North Central"	"CENS-D3"	"2017"	"2017"	"Bachelor's degree (BA, AB, BS)"	"6"	113563
	"Division 3: East North Central"	"CENS-D3"	"2017"	"2017"	"Master's degree (MA, MS, MEng, MEd, MSW, MBA)"	"7"	50059
	"Division 3: East North Central"	"CENS-D3"	"2017"	"2017"	"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)"	"8"	13784
	"Division 3: East North Central"	"CENS-D3"	"2017"	"2017"	"Unknown or Not Stated"	"Unk"	5261
	"Division 3: East North Central"	"CENS-D3"	"2017"	"2017"	"Excluded"	"Exc"	0
	"Division 3: East North Central"	"CENS-D3"	"2017"	"2017"	"Not Reported"	"NR"	0
"Total"	"Division 3: East North Central"	"CENS-D3"	"2017"	"2017"			544793
	"Division 3: East North Central"	"CENS-D3"	"2018"	"2018"	"8th grade or less"	"1"	16220
	"Division 3: East North Central"	"CENS-D3"	"2018"	"2018"	"9th through 12th grade with no diploma"	"2"	46724
	"Division 3: East North Central"	"CENS-D3"	"2018"	"2018"	"High school graduate or GED completed"	"3"	138152
	"Division 3: East North Central"	"CENS-D3"	"2018"	"2018"	"Some college credit, but not a degree"	"4"	105761
	"Division 3: East North Central"	"CENS-D3"	"2018"	"2018"	"Associate degree (AA, AS)"	"5"	46965
	"Division 3: East North Central"	"CENS-D3"	"2018"	"2018"	"Bachelor's degree (BA, AB, BS)"	"6"	113394
	"Division 3: East North Central"	"CENS-D3"	"2018"	"2018"	"Master's degree (MA, MS, MEng, MEd, MSW, MBA)"	"7"	50070
	"Division 3: East North Central"	"CENS-D3"	"2018"	"2018"	"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)"	"8"	14266
	"Division 3: East North Central"	"CENS-D3"	"2018"	"2018"	"Unknown or Not Stated"	"Unk"	4173
	"Division 3: East North Central"	"CENS-D3"	"2018"	"2018"	"Excluded"	"Exc"	0
	"Division 3: East North Central"	"CENS-D3"	"2018"	"2018"	"Not Reported"	"NR"	0
"Total"	"Division 3: East North Central"	"CENS-D3"	"2018"	"2018"			535725
	"Division 3: East North Central"	"CENS-D3"	"2019"	"2019"	"8th grade or less"	"1"	15856
	"Division 3: East North Central"	"CENS-D3"	"2019"	"2019"	"9th through 12th grade with no diploma"	"2"	44247
	"Division 3: East North Central"	"CENS-D3"	"2019"	"2019"	"High school graduate or GED completed"	"3"	138706
	"Division 3: East North Central"	"CENS-D3"	"2019"	"2019"	"Some college credit, but not a degree"	"4"	101528
	"Division 3: East North Central"	"CENS-D3"	"2019"	"2019"	"Associate degree (AA, AS)"	"5"	45548
	"Division 3: East North Central"	"CENS-D3"	"2019"	"2019"	"Bachelor's degree (BA, AB, BS)"	"6"	112684
	"Division 3: East North Central"	"CENS-D3"	"2019"	"2019"	"Master's degree (MA, MS, MEng, MEd, MSW, MBA)"	"7"	50106
	"Division 3: East North Central"	"CENS-D3"	"2019"	"2019"	"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)"	"8"	14075
	"Division 3: East North Central"	"CENS-D3"	"2019"	"2019"	"Unknown or Not Stated"	"Unk"	3854
	"Division 3: East North Central"	"CENS-D3"	"2019"	"2019"	"Excluded"	"Exc"	0
	"Division 3: East North Central"	"CENS-D3"	"2019"	"2019"	"Not Reported"	"NR"	0
"Total"	"Division 3: East North Central"	"CENS-D3"	"2019"	"2019"			526604
	"Division 3: East North Central"	"CENS-D3"	"2020"	"2020"	"8th grade or less"	"1"	15880
	"Division 3: East North Central"	"CENS-D3"	"2020"	"2020"	"9th through 12th grade with no diploma"	"2"	41006
	"Division 3: East North Central"	"CENS-D3"	"2020"	"2020"	"High school graduate or GED completed"	"3"	134582
	"Division 3: East North Central"	"CENS-D3"	"2020"	"2020"	"Some college credit, but not a degree"	"4"	95194
	"Division 3: East North Central"	"CENS-D3"	"2020"	"2020"	"Associate degree (AA, AS)"	"5"	43856
	"Division 3: East North Central"	"CENS-D3"	"2020"	"2020"	"Bachelor's degree (BA, AB, BS)"	"6"	109473
	"Division 3: East North Central"	"CENS-D3"	"2020"	"2020"	"Master's degree (MA, MS, MEng, MEd, MSW, MBA)"	"7"	48263
	"Division 3: East North Central"	"CENS-D3"	"2020"	"2020"	"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)"	"8"	13993
	"Division 3: East North Central"	"CENS-D3"	"2020"	"2020"	"Unknown or Not Stated"	"Unk"	3526
	"Division 3: East North Central"	"CENS-D3"	"2020"	"2020"	"Excluded"	"Exc"	0
	"Division 3: East North Central"	"CENS-D3"	"2020"	"2020"	"Not Reported"	"NR"	0
"Total"	"Division 3: East North Central"	"CENS-D3"	"2020"	"2020"			505773
	"Division 3: East North Central"	"CENS-D3"	"2021"	"2021"	"8th grade or less"	"1"	15661
	"Division 3: East North Central"	"CENS-D3"	"2021"	"2021"	"9th through 12th grade with no diploma"	"2"	37945
	"Division 3: East North Central"	"CENS-D3"	"2021"	"2021"	"High school graduate or GED completed"	"3"	133338
	"Division 3: East North Central"	"CENS-D3"	"2021"	"2021"	"Some college credit, but not a degree"	"4"	92792
	"Division 3: East North Central"	"CENS-D3"	"2021"	"2021"	"Associate degree (AA, AS)"	"5"	44986
	"Division 3: East North Central"	"CENS-D3"	"2021"	"2021"	"Bachelor's degree (BA, AB, BS)"	"6"	114896
	"Division 3: East North Central"	"CENS-D3"	"2021"	"2021"	"Master's degree (MA, MS, MEng, MEd, MSW, MBA)"	"7"	50571
	"Division 3: East North Central"	"CENS-D3"	"2021"	"2021"	"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)"	"8"	15039
	"Division 3: East North Central"	"CENS-D3"	"2021"	"2021"	"Unknown or Not Stated"	"Unk"	3459
	"Division 3: East North Central"	"CENS-D3"	"2021"	"2021"	"Excluded"	"Exc"	0
	"Division 3: East North Central"	"CENS-D3"	"2021"	"2021"	"Not Reported"	"NR"	0
"Total"	"Division 3: East North Central"	"CENS-D3"	"2021"	"2021"			508687
	"Division 3: East North Central"	"CENS-D3"	"2022"	"2022"	"8th grade or less"	"1"	16984
	"Division 3: East North Central"	"CENS-D3"	"2022"	"2022"	"9th through 12th grade with no diploma"	"2"	36501
	"Division 3: East North Central"	"CENS-D3"	"2022"	"2022"	"High school graduate or GED completed"	"3"	133168
	"Division 3: East North Central"	"CENS-D3"	"2022"	"2022"	"Some college credit, but not a degree"	"4"	87377
	"Division 3: East North Central"	"CENS-D3"	"2022"	"2022"	"Associate degree (AA, AS)"	"5"	43629
	"Division 3: East North Central"	"CENS-D3"	"2022"	"2022"	"Bachelor's degree (BA, AB, BS)"	"6"	113200
	"Division 3: East North Central"	"CENS-D3"	"2022"	"2022"	"Master's degree (MA, MS, MEng, MEd, MSW, MBA)"	"7"	49653
	"Division 3: East North Central"	"CENS-D3"	"2022"	"2022"	"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)"	"8"	14672
	"Division 3: East North Central"	"CENS-D3"	"2022"	"2022"	"Unknown or Not Stated"	"Unk"	3416
	"Division 3: East North Central"	"CENS-D3"	"2022"	"2022"	"Excluded"	"Exc"	0
	"Division 3: East North Central"	"CENS-D3"	"2022"	"2022"	"Not Reported"	"NR"	0
"Total"	"Division 3: East North Central"	"CENS-D3"	"2022"	"2022"			498600
	"Division 3: East North Central"	"CENS-D3"	"2023"	"2023"	"8th grade or less"	"1"	17793
	"Division 3: East North Central"	"CENS-D3"	"2023"	"2023"	"9th through 12th grade with no diploma"	"2"	35970
	"Division 3: East North Central"	"CENS-D3"	"2023"	"2023"	"High school graduate or GED completed"	"3"	132249
	"Division 3: East North Central"	"CENS-D3"	"2023"	"2023"	"Some college credit, but not a degree"	"4"	82375
	"Division 3: East North Central"	"CENS-D3"	"2023"	"2023"	"Associate degree (AA, AS)"	"5"	41940
	"Division 3: East North Central"	"CENS-D3"	"2023"	"2023"	"Bachelor's degree (BA, AB, BS)"	"6"	111993
	"Division 3: East North Central"	"CENS-D3"	"2023"	"2023"	"Master's degree (MA, MS, MEng, MEd, MSW, MBA)"	"7"	48534
	"Division 3: East North Central"	"CENS-D3"	"2023"	"2023"	"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)"	"8"	14888
	"Division 3: East North Central"	"CENS-D3"	"2023"	"2023"	"Unknown or Not Stated"	"Unk"	3852
	"Division 3: East North Central"	"CENS-D3"	"2023"	"2023"	"Excluded"	"Exc"	0
	"Division 3: East North Central"	"CENS-D3"	"2023"	"2023"	"Not Reported"	"NR"	0
"Total"	"Division 3: East North Central"	"CENS-D3"	"2023"	"2023"			489594
"Total"	"Division 3: East North Central"	"CENS-D3"					9365321
	"Division 4: West North Central"	"CENS-D4"	"2007"	"2007"	"8th grade or less"	"1"	4794
	"Division 4: West North Central"	"CENS-D4"	"2007"	"2007"	"9th through 12th grade with no diploma"	"2"	15934
	"Division 4: West North Central"	"CENS-D4"	"2007"	"2007"	"High school graduate or GED completed"	"3"	28945
	"Division 4: West North Central"	"CENS-D4"	"2007"	"2007"	"Some college credit, but not a degree"	"4"	29516
	"Division 4: West North Central"	"CENS-D4"	"2007"	"2007"	"Associate degree (AA, AS)"	"5"	13006
	"Division 4: West North Central"	"CENS-D4"	"2007"	"2007"	"Bachelor's degree (BA, AB, BS)"	"6"	27189
	"Division 4: West North Central"	"CENS-D4"	"2007"	"2007"	"Master's degree (MA, MS, MEng, MEd, MSW, MBA)"	"7"	6911
	"Division 4: West North Central"	"CENS-D4"	"2007"	"2007"	"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)"	"8"	2105
	"Division 4: West North Central"	"CENS-D4"	"2007"	"2007"	"Unknown or Not Stated"	"Unk"	2525
	"Division 4: West North Central"	"CENS-D4"	"2007"	"2007"	"Excluded"	"Exc"	155665
	"Division 4: West North Central"	"CENS-D4"	"2007"	"2007"	"Not Reported"	"NR"	0
"Total"	"Division 4: West North Central"	"CENS-D4"	"2007"	"2007"			286590
	"Division 4: West North Central"	"CENS-D4"	"2008"	"2008"	"8th grade or less"	"1"	4815
	"Division 4: West North Central"	"CENS-D4"	"2008"	"2008"	"9th through 12th grade with no diploma"	"2"	15900
	"Division 4: West North Central"	"CENS-D4"	"2008"	"2008"	"High school graduate or GED completed"	"3"	28517
	"Division 4: West North Central"	"CENS-D4"	"2008"	"2008"	"Some college credit, but not a degree"	"4"	29020
	"Division 4: West North Central"	"CENS-D4"	"2008"	"2008"	"Associate degree (AA, AS)"	"5"	13088
	"Division 4: West North Central"	"CENS-D4"	"2008"	"2008"	"Bachelor's degree (BA, AB, BS)"	"6"	26657
	"Division 4: West North Central"	"CENS-D4"	"2008"	"2008"	"Master's degree (MA, MS, MEng, MEd, MSW, MBA)"	"7"	7342
	"Division 4: West North Central"	"CENS-D4"	"2008"	"2008"	"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)"	"8"	2233
	"Division 4: West North Central"	"CENS-D4"	"2008"	"2008"	"Unknown or Not Stated"	"Unk"	2483
	"Division 4: West North Central"	"CENS-D4"	"2008"	"2008"	"Excluded"	"Exc"	153384
	"Division 4: West North Central"	"CENS-D4"	"2008"	"2008"	"Not Reported"	"NR"	0
"Total"	"Division 4: West North Central"	"CENS-D4"	"2008"	"2008"			283439
	"Division 4: West North Central"	"CENS-D4"	"2009"	"2009"	"8th grade or less"	"1"	4675
	"Division 4: West North Central"	"CENS-D4"	"2009"	"2009"	"9th through 12th grade with no diploma"	"2"	15505
	"Division 4: West North Central"	"CENS-D4"	"2009"	"2009"	"High school graduate or GED completed"	"3"	27800
	"Division 4: West North Central"	"CENS-D4"	"2009"	"2009"	"Some college credit, but not a degree"	"4"	28570
	"Division 4: West North Central"	"CENS-D4"	"2009"	"2009"	"Associate degree (AA, AS)"	"5"	12989
	"Division 4: West North Central"	"CENS-D4"	"2009"	"2009"	"Bachelor's degree (BA, AB, BS)"	"6"	27198
	"Division 4: West North Central"	"CENS-D4"	"2009"	"2009"	"Master's degree (MA, MS, MEng, MEd, MSW, MBA)"	"7"	7698
	"Division 4: West North Central"	"CENS-D4"	"2009"	"2009"	"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)"	"8"	2312
	"Division 4: West North Central"	"CENS-D4"	"2009"	"2009"	"Unknown or Not Stated"	"Unk"	2221
	"Division 4: West North Central"	"CENS-D4"	"2009"	"2009"	"Excluded"	"Exc"	149551
	"Division 4: West North Central"	"CENS-D4"	"2009"	"2009"	"Not Reported"	"NR"	0
"Total"	"Division 4: West North Central"	"CENS-D4"	"2009"	"2009"			278519
	"Division 4: West North Central"	"CENS-D4"	"2010"	"2010"	"8th grade or less"	"1"	6621
	"Division 4: West North Central"	"CENS-D4"	"2010"	"2010"	"9th through 12th grade with no diploma"	"2"	25056
	"Division 4: West North Central"	"CENS-D4"	"2010"	"2010"	"High school graduate or GED completed"	"3"	45059
	"Division 4: West North Central"	"CENS-D4"	"2010"	"2010"	"Some college credit, but not a degree"	"4"	45834
	"Division 4: West North Central"	"CENS-D4"	"2010"	"2010"	"Associate degree (AA, AS)"	"5"	19166
	"Division 4: West North Central"	"CENS-D4"	"2010"	"2010"	"Bachelor's degree (BA, AB, BS)"	"6"	41819
	"Division 4: West North Central"	"CENS-D4"	"2010"	"2010"	"Master's degree (MA, MS, MEng, MEd, MSW, MBA)"	"7"	13973
	"Division 4: West North Central"	"CENS-D4"	"2010"	"2010"	"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)"	"8"	4031
	"Division 4: West North Central"	"CENS-D4"	"2010"	"2010"	"Unknown or Not Stated"	"Unk"	1401
	"Division 4: West North Central"	"CENS-D4"	"2010"	"2010"	"Excluded"	"Exc"	68610
	"Division 4: West North Central"	"CENS-D4"	"2010"	"2010"	"Not Reported"	"NR"	0
"Total"	"Division 4: West North Central"	"CENS-D4"	"2010"	"2010"			271570
	"Division 4: West North Central"	"CENS-D4"	"2011"	"2011"	"8th grade or less"	"1"	6328
	"Division 4: West North Central"	"CENS-D4"	"2011"	"2011"	"9th through 12th grade with no diploma"	"2"	23093
	"Division 4: West North Central"	"CENS-D4"	"2011"	"2011"	"High school graduate or GED completed"	"3"	44392
	"Division 4: West North Central"	"CENS-D4"	"2011"	"2011"	"Some college credit, but not a degree"	"4"	45733
	"Division 4: West North Central"	"CENS-D4"	"2011"	"2011"	"Associate degree (AA, AS)"	"5"	19476
	"Division 4: West North Central"	"CENS-D4"	"2011"	"2011"	"Bachelor's degree (BA, AB, BS)"	"6"	42115
	"Division 4: West North Central"	"CENS-D4"	"2011"	"2011"	"Master's degree (MA, MS, MEng, MEd, MSW, MBA)"	"7"	14803
	"Division 4: West North Central"	"CENS-D4"	"2011"	"2011"	"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)"	"8"	4219
	"Division 4: West North Central"	"CENS-D4"	"2011"	"2011"	"Unknown or Not Stated"	"Unk"	907
	"Division 4: West North Central"	"CENS-D4"	"2011"	"2011"	"Excluded"	"Exc"	68409
	"Division 4: West North Central"	"CENS-D4"	"2011"	"2011"	"Not Reported"	"NR"	0
"Total"	"Division 4: West North Central"	"CENS-D4"	"2011"	"2011"			269475
	"Division 4: West North Central"	"CENS-D4"	"2012"	"2012"	"8th grade or less"	"1"	8282
	"Division 4: West North Central"	"CENS-D4"	"2012"	"2012"	"9th through 12th grade with no diploma"	"2"	27563
	"Division 4: West North Central"	"CENS-D4"	"2012"	"2012"	"High school graduate or GED completed"	"3"	55904
	"Division 4: West North Central"	"CENS-D4"	"2012"	"2012"	"Some college credit, but not a degree"	"4"	60026
	"Division 4: West North Central"	"CENS-D4"	"2012"	"2012"	"Associate degree (AA, AS)"	"5"	29348
	"Division 4: West North Central"	"CENS-D4"	"2012"	"2012"	"Bachelor's degree (BA, AB, BS)"	"6"	60664
	"Division 4: West North Central"	"CENS-D4"	"2012"	"2012"	"Master's degree (MA, MS, MEng, MEd, MSW, MBA)"	"7"	21847
	"Division 4: West North Central"	"CENS-D4"	"2012"	"2012"	"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)"	"8"	6336
	"Division 4: West North Central"	"CENS-D4"	"2012"	"2012"	"Unknown or Not Stated"	"Unk"	1443
	"Division 4: West North Central"	"CENS-D4"	"2012"	"2012"	"Excluded"	"Exc"	0
	"Division 4: West North Central"	"CENS-D4"	"2012"	"2012"	"Not Reported"	"NR"	0
"Total"	"Division 4: West North Central"	"CENS-D4"	"2012"	"2012"			271413
	"Division 4: West North Central"	"CENS-D4"	"2013"	"2013"	"8th grade or less"	"1"	8061
	"Division 4: West North Central"	"CENS-D4"	"2013"	"2013"	"9th through 12th grade with no diploma"	"2"	26210
	"Division 4: West North Central"	"CENS-D4"	"2013"	"2013"	"High school graduate or GED completed"	"3"	55565
	"Division 4: West North Central"	"CENS-D4"	"2013"	"2013"	"Some college credit, but not a degree"	"4"	59522
	"Division 4: West North Central"	"CENS-D4"	"2013"	"2013"	"Associate degree (AA, AS)"	"5"	30277
	"Division 4: West North Central"	"CENS-D4"	"2013"	"2013"	"Bachelor's degree (BA, AB, BS)"	"6"	61293
	"Division 4: West North Central"	"CENS-D4"	"2013"	"2013"	"Master's degree (MA, MS, MEng, MEd, MSW, MBA)"	"7"	22426
	"Division 4: West North Central"	"CENS-D4"	"2013"	"2013"	"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)"	"8"	6665
	"Division 4: West North Central"	"CENS-D4"	"2013"	"2013"	"Unknown or Not Stated"	"Unk"	1311
	"Division 4: West North Central"	"CENS-D4"	"2013"	"2013"	"Excluded"	"Exc"	0
	"Division 4: West North Central"	"CENS-D4"	"2013"	"2013"	"Not Reported"	"NR"	0
"Total"	"Division 4: West North Central"	"CENS-D4"	"2013"	"2013"			271330
	"Division 4: West North Central"	"CENS-D4"	"2014"	"2014"	"8th grade or less"	"1"	8293
	"Division 4: West North Central"	"CENS-D4"	"2014"	"2014"	"9th through 12th grade with no diploma"	"2"	25130
	"Division 4: West North Central"	"CENS-D4"	"2014"	"2014"	"High school graduate or GED completed"	"3"	56901
	"Division 4: West North Central"	"CENS-D4"	"2014"	"2014"	"Some college credit, but not a degree"	"4"	59052
	"Division 4: West North Central"	"CENS-D4"	"2014"	"2014"	"Associate degree (AA, AS)"	"5"	30846
	"Division 4: West North Central"	"CENS-D4"	"2014"	"2014"	"Bachelor's degree (BA, AB, BS)"	"6"	62781
	"Division 4: West North Central"	"CENS-D4"	"2014"	"2014"	"Master's degree (MA, MS, MEng, MEd, MSW, MBA)"	"7"	23318
	"Division 4: West North Central"	"CENS-D4"	"2014"	"2014"	"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)"	"8"	7093
	"Division 4: West North Central"	"CENS-D4"	"2014"	"2014"	"Unknown or Not Stated"	"Unk"	1196
	"Division 4: West North Central"	"CENS-D4"	"2014"	"2014"	"Excluded"	"Exc"	0
	"Division 4: West North Central"	"CENS-D4"	"2014"	"2014"	"Not Reported"	"NR"	0
"Total"	"Division 4: West North Central"	"CENS-D4"	"2014"	"2014"			274610
	"Division 4: West North Central"	"CENS-D4"	"2015"	"2015"	"8th grade or less"	"1"	8408
	"Division 4: West North Central"	"CENS-D4"	"2015"	"2015"	"9th through 12th grade with no diploma"	"2"	23971
	"Division 4: West North Central"	"CENS-D4"	"2015"	"2015"	"High school graduate or GED completed"	"3"	57406
	"Division 4: West North Central"	"CENS-D4"	"2015"	"2015"	"Some college credit, but not a degree"	"4"	57557
	"Division 4: West North Central"	"CENS-D4"	"2015"	"2015"	"Associate degree (AA, AS)"	"5"	30578
	"Division 4: West North Central"	"CENS-D4"	"2015"	"2015"	"Bachelor's degree (BA, AB, BS)"	"6"	63443
	"Division 4: West North Central"	"CENS-D4"	"2015"	"2015"	"Master's degree (MA, MS, MEng, MEd, MSW, MBA)"	"7"	23895
	"Division 4: West North Central"	"CENS-D4"	"2015"	"2015"	"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)"	"8"	7220
	"Division 4: West North Central"	"CENS-D4"	"2015"	"2015"	"Unknown or Not Stated"	"Unk"	1382
	"Division 4: West North Central"	"CENS-D4"	"2015"	"2015"	"Excluded"	"Exc"	0
	"Division 4: West North Central"	"CENS-D4"	"2015"	"2015"	"Not Reported"	"NR"	0
"Total"	"Division 4: West North Central"	"CENS-D4"	"2015"	"2015"			273860
	"Division 4: West North Central"	"CENS-D4"	"2016"	"2016"	"8th grade or less"	"1"	8599
	"Division 4: West North Central"	"CENS-D4"	"2016"	"2016"	"9th through 12th grade with no diploma"	"2"	23140
	"Division 4: West North Central"	"CENS-D4"	"2016"	"2016"	"High school graduate or GED completed"	"3"	57796
	"Division 4: West North Central"	"CENS-D4"	"2016"	"2016"	"Some college credit, but not a degree"	"4"	55693
	"Division 4: West North Central"	"CENS-D4"	"2016"	"2016"	"Associate degree (AA, AS)"	"5"	29995
	"Division 4: West North Central"	"CENS-D4"	"2016"	"2016"	"Bachelor's degree (BA, AB, BS)"	"6"	63473
	"Division 4: West North Central"	"CENS-D4"	"2016"	"2016"	"Master's degree (MA, MS, MEng, MEd, MSW, MBA)"	"7"	24509
	"Division 4: West North Central"	"CENS-D4"	"2016"	"2016"	"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)"	"8"	7336
	"Division 4: West North Central"	"CENS-D4"	"2016"	"2016"	"Unknown or Not Stated"	"Unk"	1616
	"Division 4: West North Central"	"CENS-D4"	"2016"	"2016"	"Excluded"	"Exc"	0
	"Division 4: West North Central"	"CENS-D4"	"2016"	"2016"	"Not Reported"	"NR"	0
"Total"	"Division 4: West North Central"	"CENS-D4"	"2016"	"2016"			272157
	"Division 4: West North Central"	"CENS-D4"	"2017"	"2017"	"8th grade or less"	"1"	8389
	"Division 4: West North Central"	"CENS-D4"	"2017"	"2017"	"9th through 12th grade with no diploma"	"2"	22253
	"Division 4: West North Central"	"CENS-D4"	"2017"	"2017"	"High school graduate or GED completed"	"3"	57735
	"Division 4: West North Central"	"CENS-D4"	"2017"	"2017"	"Some college credit, but not a degree"	"4"	53205
	"Division 4: West North Central"	"CENS-D4"	"2017"	"2017"	"Associate degree (AA, AS)"	"5"	29084
	"Division 4: West North Central"	"CENS-D4"	"2017"	"2017"	"Bachelor's degree (BA, AB, BS)"	"6"	61708
	"Division 4: West North Central"	"CENS-D4"	"2017"	"2017"	"Master's degree (MA, MS, MEng, MEd, MSW, MBA)"	"7"	24184
	"Division 4: West North Central"	"CENS-D4"	"2017"	"2017"	"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)"	"8"	7311
	"Division 4: West North Central"	"CENS-D4"	"2017"	"2017"	"Unknown or Not Stated"	"Unk"	1401
	"Division 4: West North Central"	"CENS-D4"	"2017"	"2017"	"Excluded"	"Exc"	0
	"Division 4: West North Central"	"CENS-D4"	"2017"	"2017"	"Not Reported"	"NR"	0
"Total"	"Division 4: West North Central"	"CENS-D4"	"2017"	"2017"			265270
	"Division 4: West North Central"	"CENS-D4"	"2018"	"2018"	"8th grade or less"	"1"	8167
	"Division 4: West North Central"	"CENS-D4"	"2018"	"2018"	"9th through 12th grade with no diploma"	"2"	21426
	"Division 4: West North Central"	"CENS-D4"	"2018"	"2018"	"High school graduate or GED completed"	"3"	57773
	"Division 4: West North Central"	"CENS-D4"	"2018"	"2018"	"Some college credit, but not a degree"	"4"	51965
