"Notes"	"State"	"State Code"	"Year"	"Year Code"	"Birthplace"	"Birthplace Code"	Births
	"New York"	"36"	"2018"	"2018"	"Other"	"5"	567
	"New York"	"36"	"2019"	"2019"	"In Hospital"	"1"	218297
	"New York"	"36"	"2019"	"2019"	"Freestanding Birth Center"	"2"	264
	"New York"	"36"	"2019"	"2019"	"Clinic/Doctor's Office"	"3"	34
	"New York"	"36"	"2019"	"2019"	"Residence"	"4"	2458
	"New York"	"36"	"2019"	"2019"	"Other"	"5"	484
	"New York"	"36"	"2020"	"2020"	"In Hospital"	"1"	205358
	"New York"	"36"	"2020"	"2020"	"Freestanding Birth Center"	"2"	349
	"New York"	"36"	"2020"	"2020"	"Clinic/Doctor's Office"	"3"	37
	"New York"	"36"	"2020"	"2020"	"Residence"	"4"	3030
	"New York"	"36"	"2020"	"2020"	"Other"	"5"	562
	"New York"	"36"	"2021"	"2021"	"In Hospital"	"1"	206768
	"New York"	"36"	"2021"	"2021"	"Freestanding Birth Center"	"2"	316
	"New York"	"36"	"2021"	"2021"	"Clinic/Doctor's Office"	"3"	29
	"New York"	"36"	"2021"	"2021"	"Residence"	"4"	2913
	"New York"	"36"	"2021"	"2021"	"Other"	"5"	716
	"New York"	"36"	"2021"	"2021"	"Unknown or Not Stated"	"9"	0
	"New York"	"36"	"2022"	"2022"	"In Hospital"	"1"	203789
	"New York"	"36"	"2022"	"2022"	"Freestanding Birth Center"	"2"	213
	"New York"	"36"	"2022"	"2022"	"Clinic/Doctor's Office"	"3"	47
	"New York"	"36"	"2022"	"2022"	"Residence"	"4"	3019
	"New York"	"36"	"2022"	"2022"	"Other"	"5"	700
	"New York"	"36"	"2023"	"2023"	"In Hospital"	"1"	199631
	"New York"	"36"	"2023"	"2023"	"Freestanding Birth Center"	"2"	188
	"New York"	"36"	"2023"	"2023"	"Clinic/Doctor's Office"	"3"	17
	"New York"	"36"	"2023"	"2023"	"Residence"	"4"	3045
	"New York"	"36"	"2023"	"2023"	"Other"	"5"	727
	"North Carolina"	"37"	"2010"	"2010"	"In Hospital"	"1"	121277
	"North Carolina"	"37"	"2010"	"2010"	"Freestanding Birth Center"	"2"	354
	"North Carolina"	"37"	"2010"	"2010"	"Residence"	"4"	639
	"North Carolina"	"37"	"2010"	"2010"	"Other"	"5"	75
	"North Carolina"	"37"	"2010"	"2010"	"Unknown or Not Stated"	"9"	0
	"North Carolina"	"37"	"2011"	"2011"	"In Hospital"	"1"	119239
	"North Carolina"	"37"	"2011"	"2011"	"Freestanding Birth Center"	"2"	461
	"North Carolina"	"37"	"2011"	"2011"	"Residence"	"4"	672
	"North Carolina"	"37"	"2011"	"2011"	"Other"	"5"	13
	"North Carolina"	"37"	"2011"	"2011"	"Unknown or Not Stated"	"9"	0
	"North Carolina"	"37"	"2012"	"2012"	"In Hospital"	"1"	118670
	"North Carolina"	"37"	"2012"	"2012"	"Freestanding Birth Center"	"2"	540
	"North Carolina"	"37"	"2012"	"2012"	"Residence"	"4"	605
	"North Carolina"	"37"	"2012"	"2012"	"Other"	"5"	12
	"North Carolina"	"37"	"2012"	"2012"	"Unknown or Not Stated"	"9"	0
	"North Carolina"	"37"	"2013"	"2013"	"In Hospital"	"1"	117797
	"North Carolina"	"37"	"2013"	"2013"	"Freestanding Birth Center"	"2"	535
	"North Carolina"	"37"	"2013"	"2013"	"Residence"	"4"	648
	"North Carolina"	"37"	"2013"	"2013"	"Other"	"5"	16
	"North Carolina"	"37"	"2014"	"2014"	"In Hospital"	"1"	119756
	"North Carolina"	"37"	"2014"	"2014"	"Freestanding Birth Center"	"2"	574
	"North Carolina"	"37"	"2014"	"2014"	"Residence"	"4"	624
	"North Carolina"	"37"	"2014"	"2014"	"Other"	"5"	20
	"North Carolina"	"37"	"2014"	"2014"	"Unknown or Not Stated"	"9"	0
	"North Carolina"	"37"	"2015"	"2015"	"In Hospital"	"1"	119505
	"North Carolina"	"37"	"2015"	"2015"	"Freestanding Birth Center"	"2"	655
	"North Carolina"	"37"	"2015"	"2015"	"Residence"	"4"	659
	"North Carolina"	"37"	"2015"	"2015"	"Other"	"5"	21
	"North Carolina"	"37"	"2015"	"2015"	"Unknown or Not Stated"	"9"	0
	"North Carolina"	"37"	"2016"	"2016"	"In Hospital"	"1"	119281
	"North Carolina"	"37"	"2016"	"2016"	"Freestanding Birth Center"	"2"	865
	"North Carolina"	"37"	"2016"	"2016"	"Residence"	"4"	604
	"North Carolina"	"37"	"2016"	"2016"	"Other"	"5"	23
	"North Carolina"	"37"	"2017"	"2017"	"In Hospital"	"1"	118286
	"North Carolina"	"37"	"2017"	"2017"	"Freestanding Birth Center"	"2"	1173
	"North Carolina"	"37"	"2017"	"2017"	"Residence"	"4"	642
	"North Carolina"	"37"	"2017"	"2017"	"Other"	"5"	19
	"North Carolina"	"37"	"2018"	"2018"	"In Hospital"	"1"	117201
	"North Carolina"	"37"	"2018"	"2018"	"Freestanding Birth Center"	"2"	1097
	"North Carolina"	"37"	"2018"	"2018"	"Residence"	"4"	624
	"North Carolina"	"37"	"2018"	"2018"	"Other"	"5"	25
	"North Carolina"	"37"	"2019"	"2019"	"In Hospital"	"1"	117112
	"North Carolina"	"37"	"2019"	"2019"	"Freestanding Birth Center"	"2"	876
	"North Carolina"	"37"	"2019"	"2019"	"Residence"	"4"	716
	"North Carolina"	"37"	"2019"	"2019"	"Other"	"5"	15
	"North Carolina"	"37"	"2020"	"2020"	"In Hospital"	"1"	115021
	"North Carolina"	"37"	"2020"	"2020"	"Freestanding Birth Center"	"2"	825
	"North Carolina"	"37"	"2020"	"2020"	"Residence"	"4"	852
	"North Carolina"	"37"	"2020"	"2020"	"Other"	"5"	22
	"North Carolina"	"37"	"2021"	"2021"	"In Hospital"	"1"	118653
	"North Carolina"	"37"	"2021"	"2021"	"Freestanding Birth Center"	"2"	709
	"North Carolina"	"37"	"2021"	"2021"	"Clinic/Doctor's Office"	"3"	67
	"North Carolina"	"37"	"2021"	"2021"	"Residence"	"4"	1017
	"North Carolina"	"37"	"2021"	"2021"	"Other"	"5"	17
	"North Carolina"	"37"	"2022"	"2022"	"In Hospital"	"1"	119876
	"North Carolina"	"37"	"2022"	"2022"	"Freestanding Birth Center"	"2"	598
	"North Carolina"	"37"	"2022"	"2022"	"Clinic/Doctor's Office"	"3"	0
	"North Carolina"	"37"	"2022"	"2022"	"Residence"	"4"	1067
	"North Carolina"	"37"	"2022"	"2022"	"Other"	"5"	21
	"North Carolina"	"37"	"2022"	"2022"	"Unknown or Not Stated"	"9"	0
	"North Carolina"	"37"	"2023"	"2023"	"In Hospital"	"1"	118364
	"North Carolina"	"37"	"2023"	"2023"	"Freestanding Birth Center"	"2"	528
	"North Carolina"	"37"	"2023"	"2023"	"Residence"	"4"	1155
	"North Carolina"	"37"	"2023"	"2023"	"Other"	"5"	25
	"Ohio"	"39"	"2010"	"2010"	"In Hospital"	"1"	137123
	"Ohio"	"39"	"2010"	"2010"	"Freestanding Birth Center"	"2"	643
	"Ohio"	"39"	"2010"	"2010"	"Clinic/Doctor's Office"	"3"	37
	"Ohio"	"39"	"2010"	"2010"	"Residence"	"4"	1268
	"Ohio"	"39"	"2010"	"2010"	"Other"	"5"	56
	"Ohio"	"39"	"2011"	"2011"	"In Hospital"	"1"	135858
	"Ohio"	"39"	"2011"	"2011"	"Freestanding Birth Center"	"2"	661
	"Ohio"	"39"	"2011"	"2011"	"Clinic/Doctor's Office"	"3"	40
	"Ohio"	"39"	"2011"	"2011"	"Residence"	"4"	1287
	"Ohio"	"39"	"2011"	"2011"	"Other"	"5"	71
	"Ohio"	"39"	"2012"	"2012"	"In Hospital"	"1"	136349
	"Ohio"	"39"	"2012"	"2012"	"Freestanding Birth Center"	"2"	582
	"Ohio"	"39"	"2012"	"2012"	"Clinic/Doctor's Office"	"3"	53
	"Ohio"	"39"	"2012"	"2012"	"Residence"	"4"	1428
	"Ohio"	"39"	"2012"	"2012"	"Other"	"5"	70
	"Ohio"	"39"	"2013"	"2013"	"In Hospital"	"1"	136733
	"Ohio"	"39"	"2013"	"2013"	"Freestanding Birth Center"	"2"	609
	"Ohio"	"39"	"2013"	"2013"	"Clinic/Doctor's Office"	"3"	31
	"Ohio"	"39"	"2013"	"2013"	"Residence"	"4"	1500
	"Ohio"	"39"	"2013"	"2013"	"Other"	"5"	63
	"Ohio"	"39"	"2013"	"2013"	"Unknown or Not Stated"	"9"	0
	"Ohio"	"39"	"2014"	"2014"	"In Hospital"	"1"	137261
	"Ohio"	"39"	"2014"	"2014"	"Freestanding Birth Center"	"2"	613
	"Ohio"	"39"	"2014"	"2014"	"Clinic/Doctor's Office"	"3"	41
	"Ohio"	"39"	"2014"	"2014"	"Residence"	"4"	1487
	"Ohio"	"39"	"2014"	"2014"	"Other"	"5"	65
	"Ohio"	"39"	"2014"	"2014"	"Unknown or Not Stated"	"9"	0
	"Ohio"	"39"	"2015"	"2015"	"In Hospital"	"1"	136993
	"Ohio"	"39"	"2015"	"2015"	"Freestanding Birth Center"	"2"	707
	"Ohio"	"39"	"2015"	"2015"	"Clinic/Doctor's Office"	"3"	31
	"Ohio"	"39"	"2015"	"2015"	"Residence"	"4"	1471
	"Ohio"	"39"	"2015"	"2015"	"Other"	"5"	62
	"Ohio"	"39"	"2015"	"2015"	"Unknown or Not Stated"	"9"	0
	"Ohio"	"39"	"2016"	"2016"	"In Hospital"	"1"	135808
	"Ohio"	"39"	"2016"	"2016"	"Freestanding Birth Center"	"2"	695
	"Ohio"	"39"	"2016"	"2016"	"Clinic/Doctor's Office"	"3"	26
	"Ohio"	"39"	"2016"	"2016"	"Residence"	"4"	1498
	"Ohio"	"39"	"2016"	"2016"	"Other"	"5"	58
	"Ohio"	"39"	"2016"	"2016"	"Unknown or Not Stated"	"9"	0
	"Ohio"	"39"	"2017"	"2017"	"In Hospital"	"1"	134541
	"Ohio"	"39"	"2017"	"2017"	"Freestanding Birth Center"	"2"	716
	"Ohio"	"39"	"2017"	"2017"	"Clinic/Doctor's Office"	"3"	22
	"Ohio"	"39"	"2017"	"2017"	"Residence"	"4"	1482
	"Ohio"	"39"	"2017"	"2017"	"Other"	"5"	71
	"Ohio"	"39"	"2017"	"2017"	"Unknown or Not Stated"	"9"	0
	"Ohio"	"39"	"2018"	"2018"	"In Hospital"	"1"	132739
	"Ohio"	"39"	"2018"	"2018"	"Freestanding Birth Center"	"2"	756
	"Ohio"	"39"	"2018"	"2018"	"Clinic/Doctor's Office"	"3"	34
	"Ohio"	"39"	"2018"	"2018"	"Residence"	"4"	1529
	"Ohio"	"39"	"2018"	"2018"	"Other"	"5"	76
	"Ohio"	"39"	"2018"	"2018"	"Unknown or Not Stated"	"9"	0
	"Ohio"	"39"	"2019"	"2019"	"In Hospital"	"1"	132050
	"Ohio"	"39"	"2019"	"2019"	"Freestanding Birth Center"	"2"	694
	"Ohio"	"39"	"2019"	"2019"	"Clinic/Doctor's Office"	"3"	29
	"Ohio"	"39"	"2019"	"2019"	"Residence"	"4"	1599
	"Ohio"	"39"	"2019"	"2019"	"Other"	"5"	89
	"Ohio"	"39"	"2019"	"2019"	"Unknown or Not Stated"	"9"	0
	"Ohio"	"39"	"2020"	"2020"	"In Hospital"	"1"	126455
	"Ohio"	"39"	"2020"	"2020"	"Freestanding Birth Center"	"2"	782
	"Ohio"	"39"	"2020"	"2020"	"Clinic/Doctor's Office"	"3"	24
	"Ohio"	"39"	"2020"	"2020"	"Residence"	"4"	1854
	"Ohio"	"39"	"2020"	"2020"	"Other"	"5"	76
	"Ohio"	"39"	"2020"	"2020"	"Unknown or Not Stated"	"9"	0
	"Ohio"	"39"	"2021"	"2021"	"In Hospital"	"1"	126602
	"Ohio"	"39"	"2021"	"2021"	"Freestanding Birth Center"	"2"	967
	"Ohio"	"39"	"2021"	"2021"	"Clinic/Doctor's Office"	"3"	23
	"Ohio"	"39"	"2021"	"2021"	"Residence"	"4"	2099
	"Ohio"	"39"	"2021"	"2021"	"Other"	"5"	100
	"Ohio"	"39"	"2021"	"2021"	"Unknown or Not Stated"	"9"	0
	"Ohio"	"39"	"2022"	"2022"	"In Hospital"	"1"	124960
	"Ohio"	"39"	"2022"	"2022"	"Freestanding Birth Center"	"2"	896
	"Ohio"	"39"	"2022"	"2022"	"Clinic/Doctor's Office"	"3"	26
	"Ohio"	"39"	"2022"	"2022"	"Residence"	"4"	2244
	"Ohio"	"39"	"2022"	"2022"	"Other"	"5"	105
	"Ohio"	"39"	"2022"	"2022"	"Unknown or Not Stated"	"9"	0
	"Ohio"	"39"	"2023"	"2023"	"In Hospital"	"1"	123604
	"Ohio"	"39"	"2023"	"2023"	"Freestanding Birth Center"	"2"	891
	"Ohio"	"39"	"2023"	"2023"	"Residence"	"4"	2289
	"Ohio"	"39"	"2023"	"2023"	"Other"	"5"	108
	"Ohio"	"39"	"2023"	"2023"	"Unknown or Not Stated"	"9"	0
	"Oklahoma"	"40"	"2010"	"2010"	"In Hospital"	"1"	52872
	"Oklahoma"	"40"	"2010"	"2010"	"Freestanding Birth Center"	"2"	16
	"Oklahoma"	"40"	"2010"	"2010"	"Clinic/Doctor's Office"	"3"	0
	"Oklahoma"	"40"	"2010"	"2010"	"Residence"	"4"	310
	"Oklahoma"	"40"	"2010"	"2010"	"Other"	"5"	40
	"Oklahoma"	"40"	"2010"	"2010"	"Unknown or Not Stated"	"9"	0
	"Oklahoma"	"40"	"2011"	"2011"	"In Hospital"	"1"	51856
	"Oklahoma"	"40"	"2011"	"2011"	"Freestanding Birth Center"	"2"	16
	"Oklahoma"	"40"	"2011"	"2011"	"Clinic/Doctor's Office"	"3"	0
	"Oklahoma"	"40"	"2011"	"2011"	"Residence"	"4"	361
	"Oklahoma"	"40"	"2011"	"2011"	"Other"	"5"	39
	"Oklahoma"	"40"	"2011"	"2011"	"Unknown or Not Stated"	"9"	0
	"Oklahoma"	"40"	"2012"	"2012"	"In Hospital"	"1"	52301
	"Oklahoma"	"40"	"2012"	"2012"	"Freestanding Birth Center"	"2"	29
	"Oklahoma"	"40"	"2012"	"2012"	"Clinic/Doctor's Office"	"3"	0
	"Oklahoma"	"40"	"2012"	"2012"	"Residence"	"4"	383
	"Oklahoma"	"40"	"2012"	"2012"	"Other"	"5"	38
	"Oklahoma"	"40"	"2012"	"2012"	"Unknown or Not Stated"	"9"	0
	"Oklahoma"	"40"	"2013"	"2013"	"In Hospital"	"1"	52878
	"Oklahoma"	"40"	"2013"	"2013"	"Freestanding Birth Center"	"2"	63
	"Oklahoma"	"40"	"2013"	"2013"	"Residence"	"4"	383
	"Oklahoma"	"40"	"2013"	"2013"	"Other"	"5"	44
	"Oklahoma"	"40"	"2013"	"2013"	"Unknown or Not Stated"	"9"	0
	"Oklahoma"	"40"	"2014"	"2014"	"In Hospital"	"1"	52687
	"Oklahoma"	"40"	"2014"	"2014"	"Freestanding Birth Center"	"2"	78
	"Oklahoma"	"40"	"2014"	"2014"	"Clinic/Doctor's Office"	"3"	0
	"Oklahoma"	"40"	"2014"	"2014"	"Residence"	"4"	532
	"Oklahoma"	"40"	"2014"	"2014"	"Other"	"5"	42
	"Oklahoma"	"40"	"2014"	"2014"	"Unknown or Not Stated"	"9"	0
	"Oklahoma"	"40"	"2015"	"2015"	"In Hospital"	"1"	52446
	"Oklahoma"	"40"	"2015"	"2015"	"Freestanding Birth Center"	"2"	73
	"Oklahoma"	"40"	"2015"	"2015"	"Clinic/Doctor's Office"	"3"	0
	"Oklahoma"	"40"	"2015"	"2015"	"Residence"	"4"	555
	"Oklahoma"	"40"	"2015"	"2015"	"Other"	"5"	48
	"Oklahoma"	"40"	"2015"	"2015"	"Unknown or Not Stated"	"9"	0
	"Oklahoma"	"40"	"2016"	"2016"	"In Hospital"	"1"	51874
	"Oklahoma"	"40"	"2016"	"2016"	"Freestanding Birth Center"	"2"	98
	"Oklahoma"	"40"	"2016"	"2016"	"Residence"	"4"	571
	"Oklahoma"	"40"	"2016"	"2016"	"Other"	"5"	48
	"Oklahoma"	"40"	"2016"	"2016"	"Unknown or Not Stated"	"9"	0
	"Oklahoma"	"40"	"2017"	"2017"	"In Hospital"	"1"	49507
	"Oklahoma"	"40"	"2017"	"2017"	"Freestanding Birth Center"	"2"	112
	"Oklahoma"	"40"	"2017"	"2017"	"Clinic/Doctor's Office"	"3"	0
	"Oklahoma"	"40"	"2017"	"2017"	"Residence"	"4"	543
	"Oklahoma"	"40"	"2017"	"2017"	"Other"	"5"	52
	"Oklahoma"	"40"	"2017"	"2017"	"Unknown or Not Stated"	"9"	0
	"Oklahoma"	"40"	"2018"	"2018"	"In Hospital"	"1"	49042
	"Oklahoma"	"40"	"2018"	"2018"	"Freestanding Birth Center"	"2"	185
	"Oklahoma"	"40"	"2018"	"2018"	"Residence"	"4"	516
	"Oklahoma"	"40"	"2018"	"2018"	"Other"	"5"	55
	"Oklahoma"	"40"	"2018"	"2018"	"Unknown or Not Stated"	"9"	0
	"Oklahoma"	"40"	"2019"	"2019"	"In Hospital"	"1"	48408
	"Oklahoma"	"40"	"2019"	"2019"	"Freestanding Birth Center"	"2"	178
	"Oklahoma"	"40"	"2019"	"2019"	"Residence"	"4"	505
	"Oklahoma"	"40"	"2019"	"2019"	"Other"	"5"	51
	"Oklahoma"	"40"	"2019"	"2019"	"Unknown or Not Stated"	"9"	0
	"Oklahoma"	"40"	"2020"	"2020"	"In Hospital"	"1"	46804
	"Oklahoma"	"40"	"2020"	"2020"	"Freestanding Birth Center"	"2"	226
	"Oklahoma"	"40"	"2020"	"2020"	"Residence"	"4"	540
	"Oklahoma"	"40"	"2020"	"2020"	"Other"	"5"	52
	"Oklahoma"	"40"	"2020"	"2020"	"Unknown or Not Stated"	"9"	0
	"Oklahoma"	"40"	"2021"	"2021"	"In Hospital"	"1"	47473
	"Oklahoma"	"40"	"2021"	"2021"	"Freestanding Birth Center"	"2"	268
	"Oklahoma"	"40"	"2021"	"2021"	"Residence"	"4"	614
	"Oklahoma"	"40"	"2021"	"2021"	"Other"	"5"	53
	"Oklahoma"	"40"	"2021"	"2021"	"Unknown or Not Stated"	"9"	0
	"Oklahoma"	"40"	"2022"	"2022"	"In Hospital"	"1"	47276
	"Oklahoma"	"40"	"2022"	"2022"	"Freestanding Birth Center"	"2"	333
	"Oklahoma"	"40"	"2022"	"2022"	"Residence"	"4"	670
	"Oklahoma"	"40"	"2022"	"2022"	"Other"	"5"	51
	"Oklahoma"	"40"	"2022"	"2022"	"Unknown or Not Stated"	"9"	0
	"Oklahoma"	"40"	"2023"	"2023"	"In Hospital"	"1"	46791
	"Oklahoma"	"40"	"2023"	"2023"	"Freestanding Birth Center"	"2"	390
	"Oklahoma"	"40"	"2023"	"2023"	"Residence"	"4"	624
	"Oklahoma"	"40"	"2023"	"2023"	"Other"	"5"	103
	"Oklahoma"	"40"	"2023"	"2023"	"Unknown or Not Stated"	"9"	0
	"Pennsylvania"	"42"	"2010"	"2010"	"In Hospital"	"1"	139138
	"Pennsylvania"	"42"	"2010"	"2010"	"Freestanding Birth Center"	"2"	1679
	"Pennsylvania"	"42"	"2010"	"2010"	"Clinic/Doctor's Office"	"3"	23
	"Pennsylvania"	"42"	"2010"	"2010"	"Residence"	"4"	2452
	"Pennsylvania"	"42"	"2010"	"2010"	"Other"	"5"	29
	"Pennsylvania"	"42"	"2010"	"2010"	"Unknown or Not Stated"	"9"	0
	"Pennsylvania"	"42"	"2011"	"2011"	"In Hospital"	"1"	138924
	"Pennsylvania"	"42"	"2011"	"2011"	"Freestanding Birth Center"	"2"	1454
	"Pennsylvania"	"42"	"2011"	"2011"	"Clinic/Doctor's Office"	"3"	32
	"Pennsylvania"	"42"	"2011"	"2011"	"Residence"	"4"	2708
	"Pennsylvania"	"42"	"2011"	"2011"	"Other"	"5"	58
	"Pennsylvania"	"42"	"2012"	"2012"	"In Hospital"	"1"	138057
	"Pennsylvania"	"42"	"2012"	"2012"	"Freestanding Birth Center"	"2"	1670
	"Pennsylvania"	"42"	"2012"	"2012"	"Clinic/Doctor's Office"	"3"	12
	"Pennsylvania"	"42"	"2012"	"2012"	"Residence"	"4"	2569
	"Pennsylvania"	"42"	"2012"	"2012"	"Other"	"5"	206
	"Pennsylvania"	"42"	"2012"	"2012"	"Unknown or Not Stated"	"9"	0
	"Pennsylvania"	"42"	"2013"	"2013"	"In Hospital"	"1"	136372
	"Pennsylvania"	"42"	"2013"	"2013"	"Freestanding Birth Center"	"2"	1672
	"Pennsylvania"	"42"	"2013"	"2013"	"Clinic/Doctor's Office"	"3"	14
	"Pennsylvania"	"42"	"2013"	"2013"	"Residence"	"4"	2537
	"Pennsylvania"	"42"	"2013"	"2013"	"Other"	"5"	326
	"Pennsylvania"	"42"	"2013"	"2013"	"Unknown or Not Stated"	"9"	0
	"Pennsylvania"	"42"	"2014"	"2014"	"In Hospital"	"1"	137671
	"Pennsylvania"	"42"	"2014"	"2014"	"Freestanding Birth Center"	"2"	1759
	"Pennsylvania"	"42"	"2014"	"2014"	"Clinic/Doctor's Office"	"3"	14
	"Pennsylvania"	"42"	"2014"	"2014"	"Residence"	"4"	2472
	"Pennsylvania"	"42"	"2014"	"2014"	"Other"	"5"	351
	"Pennsylvania"	"42"	"2015"	"2015"	"In Hospital"	"1"	136283
	"Pennsylvania"	"42"	"2015"	"2015"	"Freestanding Birth Center"	"2"	1666
	"Pennsylvania"	"42"	"2015"	"2015"	"Clinic/Doctor's Office"	"3"	20
	"Pennsylvania"	"42"	"2015"	"2015"	"Residence"	"4"	2542
	"Pennsylvania"	"42"	"2015"	"2015"	"Other"	"5"	536
	"Pennsylvania"	"42"	"2015"	"2015"	"Unknown or Not Stated"	"9"	0
	"Pennsylvania"	"42"	"2016"	"2016"	"In Hospital"	"1"	134607
	"Pennsylvania"	"42"	"2016"	"2016"	"Freestanding Birth Center"	"2"	1661
	"Pennsylvania"	"42"	"2016"	"2016"	"Clinic/Doctor's Office"	"3"	11
	"Pennsylvania"	"42"	"2016"	"2016"	"Residence"	"4"	2641
	"Pennsylvania"	"42"	"2016"	"2016"	"Other"	"5"	489
	"Pennsylvania"	"42"	"2016"	"2016"	"Unknown or Not Stated"	"9"	0
	"Pennsylvania"	"42"	"2017"	"2017"	"In Hospital"	"1"	132880
	"Pennsylvania"	"42"	"2017"	"2017"	"Freestanding Birth Center"	"2"	1711
	"Pennsylvania"	"42"	"2017"	"2017"	"Clinic/Doctor's Office"	"3"	11
	"Pennsylvania"	"42"	"2017"	"2017"	"Residence"	"4"	2611
	"Pennsylvania"	"42"	"2017"	"2017"	"Other"	"5"	531
	"Pennsylvania"	"42"	"2018"	"2018"	"In Hospital"	"1"	130727
	"Pennsylvania"	"42"	"2018"	"2018"	"Freestanding Birth Center"	"2"	1722
	"Pennsylvania"	"42"	"2018"	"2018"	"Clinic/Doctor's Office"	"3"	10
	"Pennsylvania"	"42"	"2018"	"2018"	"Residence"	"4"	2638
	"Pennsylvania"	"42"	"2018"	"2018"	"Other"	"5"	573
	"Pennsylvania"	"42"	"2019"	"2019"	"In Hospital"	"1"	129314
	"Pennsylvania"	"42"	"2019"	"2019"	"Freestanding Birth Center"	"2"	1701
	"Pennsylvania"	"42"	"2019"	"2019"	"Residence"	"4"	2606
	"Pennsylvania"	"42"	"2019"	"2019"	"Other"	"5"	601
	"Pennsylvania"	"42"	"2020"	"2020"	"In Hospital"	"1"	125412
	"Pennsylvania"	"42"	"2020"	"2020"	"Freestanding Birth Center"	"2"	1662
	"Pennsylvania"	"42"	"2020"	"2020"	"Residence"	"4"	2873
	"Pennsylvania"	"42"	"2020"	"2020"	"Other"	"5"	736
	"Pennsylvania"	"42"	"2021"	"2021"	"In Hospital"	"1"	126869
	"Pennsylvania"	"42"	"2021"	"2021"	"Freestanding Birth Center"	"2"	1552
	"Pennsylvania"	"42"	"2021"	"2021"	"Clinic/Doctor's Office"	"3"	10
	"Pennsylvania"	"42"	"2021"	"2021"	"Residence"	"4"	3250
	"Pennsylvania"	"42"	"2021"	"2021"	"Other"	"5"	941
	"Pennsylvania"	"42"	"2021"	"2021"	"Unknown or Not Stated"	"9"	0
	"Pennsylvania"	"42"	"2022"	"2022"	"In Hospital"	"1"	124348
	"Pennsylvania"	"42"	"2022"	"2022"	"Freestanding Birth Center"	"2"	1227
	"Pennsylvania"	"42"	"2022"	"2022"	"Residence"	"4"	3840
	"Pennsylvania"	"42"	"2022"	"2022"	"Other"	"5"	830
	"Pennsylvania"	"42"	"2022"	"2022"	"Unknown or Not Stated"	"9"	0
	"Pennsylvania"	"42"	"2023"	"2023"	"In Hospital"	"1"	120934
	"Pennsylvania"	"42"	"2023"	"2023"	"Freestanding Birth Center"	"2"	1207
	"Pennsylvania"	"42"	"2023"	"2023"	"Residence"	"4"	4181
	"Pennsylvania"	"42"	"2023"	"2023"	"Other"	"5"	621
	"Pennsylvania"	"42"	"2023"	"2023"	"Unknown or Not Stated"	"9"	0
	"South Carolina"	"45"	"2010"	"2010"	"In Hospital"	"1"	57717
	"South Carolina"	"45"	"2010"	"2010"	"Freestanding Birth Center"	"2"	347
	"South Carolina"	"45"	"2010"	"2010"	"Clinic/Doctor's Office"	"3"	0
	"South Carolina"	"45"	"2010"	"2010"	"Residence"	"4"	260
	"South Carolina"	"45"	"2010"	"2010"	"Other"	"5"	15
	"South Carolina"	"45"	"2011"	"2011"	"In Hospital"	"1"	56696
	"South Carolina"	"45"	"2011"	"2011"	"Freestanding Birth Center"	"2"	430
	"South Carolina"	"45"	"2011"	"2011"	"Residence"	"4"	255
	"South Carolina"	"45"	"2011"	"2011"	"Other"	"5"	10
	"South Carolina"	"45"	"2011"	"2011"	"Unknown or Not Stated"	"9"	0
	"South Carolina"	"45"	"2012"	"2012"	"In Hospital"	"1"	56343
	"South Carolina"	"45"	"2012"	"2012"	"Freestanding Birth Center"	"2"	511
	"South Carolina"	"45"	"2012"	"2012"	"Residence"	"4"	282
	"South Carolina"	"45"	"2012"	"2012"	"Other"	"5"	17
	"South Carolina"	"45"	"2012"	"2012"	"Unknown or Not Stated"	"9"	0
	"South Carolina"	"45"	"2013"	"2013"	"In Hospital"	"1"	56001
	"South Carolina"	"45"	"2013"	"2013"	"Freestanding Birth Center"	"2"	476
	"South Carolina"	"45"	"2013"	"2013"	"Residence"	"4"	307
	"South Carolina"	"45"	"2013"	"2013"	"Other"	"5"	10
	"South Carolina"	"45"	"2013"	"2013"	"Unknown or Not Stated"	"9"	0
	"South Carolina"	"45"	"2014"	"2014"	"In Hospital"	"1"	56831
	"South Carolina"	"45"	"2014"	"2014"	"Freestanding Birth Center"	"2"	443
	"South Carolina"	"45"	"2014"	"2014"	"Residence"	"4"	340
	"South Carolina"	"45"	"2014"	"2014"	"Other"	"5"	10
	"South Carolina"	"45"	"2015"	"2015"	"In Hospital"	"1"	57274
	"South Carolina"	"45"	"2015"	"2015"	"Freestanding Birth Center"	"2"	502
	"South Carolina"	"45"	"2015"	"2015"	"Residence"	"4"	353
	"South Carolina"	"45"	"2015"	"2015"	"Unknown or Not Stated"	"9"	0
	"South Carolina"	"45"	"2016"	"2016"	"In Hospital"	"1"	56393
	"South Carolina"	"45"	"2016"	"2016"	"Freestanding Birth Center"	"2"	544
	"South Carolina"	"45"	"2016"	"2016"	"Residence"	"4"	396
	"South Carolina"	"45"	"2016"	"2016"	"Unknown or Not Stated"	"9"	0
	"South Carolina"	"45"	"2017"	"2017"	"In Hospital"	"1"	56065
	"South Carolina"	"45"	"2017"	"2017"	"Freestanding Birth Center"	"2"	549
	"South Carolina"	"45"	"2017"	"2017"	"Residence"	"4"	406
	"South Carolina"	"45"	"2017"	"2017"	"Unknown or Not Stated"	"9"	0
	"South Carolina"	"45"	"2018"	"2018"	"In Hospital"	"1"	55732
