"Notes"	"State"	"State Code"	"Year"	"Year Code"	"Tobacco Use"	"Tobacco Use Code"	Births
	"New York"	"36"	"2015"	"2015"	"Not Reported"	"10"	0
"Total"	"New York"	"36"	"2015"	"2015"			237274
	"New York"	"36"	"2016"	"2016"	"Yes"	"1"	11143
	"New York"	"36"	"2016"	"2016"	"No"	"2"	222833
	"New York"	"36"	"2016"	"2016"	"Unknown or Not Stated"	"9"	307
	"New York"	"36"	"2016"	"2016"	"Not Reported"	"10"	0
"Total"	"New York"	"36"	"2016"	"2016"			234283
	"New York"	"36"	"2017"	"2017"	"Yes"	"1"	10348
	"New York"	"36"	"2017"	"2017"	"No"	"2"	219143
	"New York"	"36"	"2017"	"2017"	"Unknown or Not Stated"	"9"	246
	"New York"	"36"	"2017"	"2017"	"Not Reported"	"10"	0
"Total"	"New York"	"36"	"2017"	"2017"			229737
	"New York"	"36"	"2018"	"2018"	"Yes"	"1"	9750
	"New York"	"36"	"2018"	"2018"	"No"	"2"	216246
	"New York"	"36"	"2018"	"2018"	"Unknown or Not Stated"	"9"	242
	"New York"	"36"	"2018"	"2018"	"Not Reported"	"10"	0
"Total"	"New York"	"36"	"2018"	"2018"			226238
	"New York"	"36"	"2019"	"2019"	"Yes"	"1"	8821
	"New York"	"36"	"2019"	"2019"	"No"	"2"	212390
	"New York"	"36"	"2019"	"2019"	"Unknown or Not Stated"	"9"	328
	"New York"	"36"	"2019"	"2019"	"Not Reported"	"10"	0
"Total"	"New York"	"36"	"2019"	"2019"			221539
	"New York"	"36"	"2020"	"2020"	"Yes"	"1"	7763
	"New York"	"36"	"2020"	"2020"	"No"	"2"	201301
	"New York"	"36"	"2020"	"2020"	"Unknown or Not Stated"	"9"	274
	"New York"	"36"	"2020"	"2020"	"Not Reported"	"10"	0
"Total"	"New York"	"36"	"2020"	"2020"			209338
	"New York"	"36"	"2021"	"2021"	"Yes"	"1"	6322
	"New York"	"36"	"2021"	"2021"	"No"	"2"	204175
	"New York"	"36"	"2021"	"2021"	"Unknown or Not Stated"	"9"	245
	"New York"	"36"	"2021"	"2021"	"Not Reported"	"10"	0
"Total"	"New York"	"36"	"2021"	"2021"			210742
	"New York"	"36"	"2022"	"2022"	"Yes"	"1"	4996
	"New York"	"36"	"2022"	"2022"	"No"	"2"	202602
	"New York"	"36"	"2022"	"2022"	"Unknown or Not Stated"	"9"	176
	"New York"	"36"	"2022"	"2022"	"Not Reported"	"10"	0
"Total"	"New York"	"36"	"2022"	"2022"			207774
	"New York"	"36"	"2023"	"2023"	"Yes"	"1"	3969
	"New York"	"36"	"2023"	"2023"	"No"	"2"	199520
	"New York"	"36"	"2023"	"2023"	"Unknown or Not Stated"	"9"	123
	"New York"	"36"	"2023"	"2023"	"Not Reported"	"10"	0
"Total"	"New York"	"36"	"2023"	"2023"			203612
"Total"	"New York"	"36"					3182893
	"North Carolina"	"37"	"2010"	"2010"	"Yes"	"1"	0
	"North Carolina"	"37"	"2010"	"2010"	"No"	"2"	0
	"North Carolina"	"37"	"2010"	"2010"	"Unknown or Not Stated"	"9"	0
	"North Carolina"	"37"	"2010"	"2010"	"Not Reported"	"10"	122350
"Total"	"North Carolina"	"37"	"2010"	"2010"			122350
	"North Carolina"	"37"	"2011"	"2011"	"Yes"	"1"	13103
	"North Carolina"	"37"	"2011"	"2011"	"No"	"2"	106491
	"North Carolina"	"37"	"2011"	"2011"	"Unknown or Not Stated"	"9"	795
	"North Carolina"	"37"	"2011"	"2011"	"Not Reported"	"10"	0
"Total"	"North Carolina"	"37"	"2011"	"2011"			120389
	"North Carolina"	"37"	"2012"	"2012"	"Yes"	"1"	12771
	"North Carolina"	"37"	"2012"	"2012"	"No"	"2"	106740
	"North Carolina"	"37"	"2012"	"2012"	"Unknown or Not Stated"	"9"	320
	"North Carolina"	"37"	"2012"	"2012"	"Not Reported"	"10"	0
"Total"	"North Carolina"	"37"	"2012"	"2012"			119831
	"North Carolina"	"37"	"2013"	"2013"	"Yes"	"1"	12303
	"North Carolina"	"37"	"2013"	"2013"	"No"	"2"	106516
	"North Carolina"	"37"	"2013"	"2013"	"Unknown or Not Stated"	"9"	183
	"North Carolina"	"37"	"2013"	"2013"	"Not Reported"	"10"	0
"Total"	"North Carolina"	"37"	"2013"	"2013"			119002
	"North Carolina"	"37"	"2014"	"2014"	"Yes"	"1"	11893
	"North Carolina"	"37"	"2014"	"2014"	"No"	"2"	108923
	"North Carolina"	"37"	"2014"	"2014"	"Unknown or Not Stated"	"9"	159
	"North Carolina"	"37"	"2014"	"2014"	"Not Reported"	"10"	0
"Total"	"North Carolina"	"37"	"2014"	"2014"			120975
	"North Carolina"	"37"	"2015"	"2015"	"Yes"	"1"	11300
	"North Carolina"	"37"	"2015"	"2015"	"No"	"2"	109469
	"North Carolina"	"37"	"2015"	"2015"	"Unknown or Not Stated"	"9"	74
	"North Carolina"	"37"	"2015"	"2015"	"Not Reported"	"10"	0
"Total"	"North Carolina"	"37"	"2015"	"2015"			120843
	"North Carolina"	"37"	"2016"	"2016"	"Yes"	"1"	10780
	"North Carolina"	"37"	"2016"	"2016"	"No"	"2"	109955
	"North Carolina"	"37"	"2016"	"2016"	"Unknown or Not Stated"	"9"	44
	"North Carolina"	"37"	"2016"	"2016"	"Not Reported"	"10"	0
"Total"	"North Carolina"	"37"	"2016"	"2016"			120779
	"North Carolina"	"37"	"2017"	"2017"	"Yes"	"1"	10403
	"North Carolina"	"37"	"2017"	"2017"	"No"	"2"	109697
	"North Carolina"	"37"	"2017"	"2017"	"Unknown or Not Stated"	"9"	25
	"North Carolina"	"37"	"2017"	"2017"	"Not Reported"	"10"	0
"Total"	"North Carolina"	"37"	"2017"	"2017"			120125
	"North Carolina"	"37"	"2018"	"2018"	"Yes"	"1"	9936
	"North Carolina"	"37"	"2018"	"2018"	"No"	"2"	108984
	"North Carolina"	"37"	"2018"	"2018"	"Unknown or Not Stated"	"9"	34
	"North Carolina"	"37"	"2018"	"2018"	"Not Reported"	"10"	0
"Total"	"North Carolina"	"37"	"2018"	"2018"			118954
	"North Carolina"	"37"	"2019"	"2019"	"Yes"	"1"	8991
	"North Carolina"	"37"	"2019"	"2019"	"No"	"2"	109691
	"North Carolina"	"37"	"2019"	"2019"	"Unknown or Not Stated"	"9"	43
	"North Carolina"	"37"	"2019"	"2019"	"Not Reported"	"10"	0
"Total"	"North Carolina"	"37"	"2019"	"2019"			118725
	"North Carolina"	"37"	"2020"	"2020"	"Yes"	"1"	7921
	"North Carolina"	"37"	"2020"	"2020"	"No"	"2"	108777
	"North Carolina"	"37"	"2020"	"2020"	"Unknown or Not Stated"	"9"	32
	"North Carolina"	"37"	"2020"	"2020"	"Not Reported"	"10"	0
"Total"	"North Carolina"	"37"	"2020"	"2020"			116730
	"North Carolina"	"37"	"2021"	"2021"	"Yes"	"1"	6754
	"North Carolina"	"37"	"2021"	"2021"	"No"	"2"	113648
	"North Carolina"	"37"	"2021"	"2021"	"Unknown or Not Stated"	"9"	64
	"North Carolina"	"37"	"2021"	"2021"	"Not Reported"	"10"	0
"Total"	"North Carolina"	"37"	"2021"	"2021"			120466
	"North Carolina"	"37"	"2022"	"2022"	"Yes"	"1"	5425
	"North Carolina"	"37"	"2022"	"2022"	"No"	"2"	116105
	"North Carolina"	"37"	"2022"	"2022"	"Unknown or Not Stated"	"9"	32
	"North Carolina"	"37"	"2022"	"2022"	"Not Reported"	"10"	0
"Total"	"North Carolina"	"37"	"2022"	"2022"			121562
	"North Carolina"	"37"	"2023"	"2023"	"Yes"	"1"	4293
	"North Carolina"	"37"	"2023"	"2023"	"No"	"2"	115724
	"North Carolina"	"37"	"2023"	"2023"	"Unknown or Not Stated"	"9"	65
	"North Carolina"	"37"	"2023"	"2023"	"Not Reported"	"10"	0
"Total"	"North Carolina"	"37"	"2023"	"2023"			120082
"Total"	"North Carolina"	"37"					1680813
	"Ohio"	"39"	"2010"	"2010"	"Yes"	"1"	24828
	"Ohio"	"39"	"2010"	"2010"	"No"	"2"	111727
	"Ohio"	"39"	"2010"	"2010"	"Unknown or Not Stated"	"9"	2573
	"Ohio"	"39"	"2010"	"2010"	"Not Reported"	"10"	0
"Total"	"Ohio"	"39"	"2010"	"2010"			139128
	"Ohio"	"39"	"2011"	"2011"	"Yes"	"1"	24018
	"Ohio"	"39"	"2011"	"2011"	"No"	"2"	111561
	"Ohio"	"39"	"2011"	"2011"	"Unknown or Not Stated"	"9"	2339
	"Ohio"	"39"	"2011"	"2011"	"Not Reported"	"10"	0
"Total"	"Ohio"	"39"	"2011"	"2011"			137918
	"Ohio"	"39"	"2012"	"2012"	"Yes"	"1"	23495
	"Ohio"	"39"	"2012"	"2012"	"No"	"2"	112383
	"Ohio"	"39"	"2012"	"2012"	"Unknown or Not Stated"	"9"	2605
	"Ohio"	"39"	"2012"	"2012"	"Not Reported"	"10"	0
"Total"	"Ohio"	"39"	"2012"	"2012"			138483
	"Ohio"	"39"	"2013"	"2013"	"Yes"	"1"	23030
	"Ohio"	"39"	"2013"	"2013"	"No"	"2"	113595
	"Ohio"	"39"	"2013"	"2013"	"Unknown or Not Stated"	"9"	2311
	"Ohio"	"39"	"2013"	"2013"	"Not Reported"	"10"	0
"Total"	"Ohio"	"39"	"2013"	"2013"			138936
	"Ohio"	"39"	"2014"	"2014"	"Yes"	"1"	22594
	"Ohio"	"39"	"2014"	"2014"	"No"	"2"	116419
	"Ohio"	"39"	"2014"	"2014"	"Unknown or Not Stated"	"9"	454
	"Ohio"	"39"	"2014"	"2014"	"Not Reported"	"10"	0
"Total"	"Ohio"	"39"	"2014"	"2014"			139467
	"Ohio"	"39"	"2015"	"2015"	"Yes"	"1"	21150
	"Ohio"	"39"	"2015"	"2015"	"No"	"2"	117651
	"Ohio"	"39"	"2015"	"2015"	"Unknown or Not Stated"	"9"	463
	"Ohio"	"39"	"2015"	"2015"	"Not Reported"	"10"	0
"Total"	"Ohio"	"39"	"2015"	"2015"			139264
	"Ohio"	"39"	"2016"	"2016"	"Yes"	"1"	19764
	"Ohio"	"39"	"2016"	"2016"	"No"	"2"	117958
	"Ohio"	"39"	"2016"	"2016"	"Unknown or Not Stated"	"9"	363
	"Ohio"	"39"	"2016"	"2016"	"Not Reported"	"10"	0
"Total"	"Ohio"	"39"	"2016"	"2016"			138085
	"Ohio"	"39"	"2017"	"2017"	"Yes"	"1"	18917
	"Ohio"	"39"	"2017"	"2017"	"No"	"2"	117724
	"Ohio"	"39"	"2017"	"2017"	"Unknown or Not Stated"	"9"	191
	"Ohio"	"39"	"2017"	"2017"	"Not Reported"	"10"	0
"Total"	"Ohio"	"39"	"2017"	"2017"			136832
	"Ohio"	"39"	"2018"	"2018"	"Yes"	"1"	17760
	"Ohio"	"39"	"2018"	"2018"	"No"	"2"	117219
	"Ohio"	"39"	"2018"	"2018"	"Unknown or Not Stated"	"9"	155
	"Ohio"	"39"	"2018"	"2018"	"Not Reported"	"10"	0
"Total"	"Ohio"	"39"	"2018"	"2018"			135134
	"Ohio"	"39"	"2019"	"2019"	"Yes"	"1"	15906
	"Ohio"	"39"	"2019"	"2019"	"No"	"2"	118387
	"Ohio"	"39"	"2019"	"2019"	"Unknown or Not Stated"	"9"	168
	"Ohio"	"39"	"2019"	"2019"	"Not Reported"	"10"	0
"Total"	"Ohio"	"39"	"2019"	"2019"			134461
	"Ohio"	"39"	"2020"	"2020"	"Yes"	"1"	14809
	"Ohio"	"39"	"2020"	"2020"	"No"	"2"	114257
	"Ohio"	"39"	"2020"	"2020"	"Unknown or Not Stated"	"9"	125
	"Ohio"	"39"	"2020"	"2020"	"Not Reported"	"10"	0
"Total"	"Ohio"	"39"	"2020"	"2020"			129191
	"Ohio"	"39"	"2021"	"2021"	"Yes"	"1"	12216
	"Ohio"	"39"	"2021"	"2021"	"No"	"2"	117322
	"Ohio"	"39"	"2021"	"2021"	"Unknown or Not Stated"	"9"	253
	"Ohio"	"39"	"2021"	"2021"	"Not Reported"	"10"	0
"Total"	"Ohio"	"39"	"2021"	"2021"			129791
	"Ohio"	"39"	"2022"	"2022"	"Yes"	"1"	10032
	"Ohio"	"39"	"2022"	"2022"	"No"	"2"	118015
	"Ohio"	"39"	"2022"	"2022"	"Unknown or Not Stated"	"9"	184
	"Ohio"	"39"	"2022"	"2022"	"Not Reported"	"10"	0
"Total"	"Ohio"	"39"	"2022"	"2022"			128231
	"Ohio"	"39"	"2023"	"2023"	"Yes"	"1"	8246
	"Ohio"	"39"	"2023"	"2023"	"No"	"2"	118464
	"Ohio"	"39"	"2023"	"2023"	"Unknown or Not Stated"	"9"	186
	"Ohio"	"39"	"2023"	"2023"	"Not Reported"	"10"	0
"Total"	"Ohio"	"39"	"2023"	"2023"			126896
"Total"	"Ohio"	"39"					1891817
	"Oklahoma"	"40"	"2010"	"2010"	"Yes"	"1"	8330
	"Oklahoma"	"40"	"2010"	"2010"	"No"	"2"	43891
	"Oklahoma"	"40"	"2010"	"2010"	"Unknown or Not Stated"	"9"	1017
	"Oklahoma"	"40"	"2010"	"2010"	"Not Reported"	"10"	0
"Total"	"Oklahoma"	"40"	"2010"	"2010"			53238
	"Oklahoma"	"40"	"2011"	"2011"	"Yes"	"1"	7703
	"Oklahoma"	"40"	"2011"	"2011"	"No"	"2"	43372
	"Oklahoma"	"40"	"2011"	"2011"	"Unknown or Not Stated"	"9"	1197
	"Oklahoma"	"40"	"2011"	"2011"	"Not Reported"	"10"	0
"Total"	"Oklahoma"	"40"	"2011"	"2011"			52272
	"Oklahoma"	"40"	"2012"	"2012"	"Yes"	"1"	7378
	"Oklahoma"	"40"	"2012"	"2012"	"No"	"2"	44040
	"Oklahoma"	"40"	"2012"	"2012"	"Unknown or Not Stated"	"9"	1333
	"Oklahoma"	"40"	"2012"	"2012"	"Not Reported"	"10"	0
"Total"	"Oklahoma"	"40"	"2012"	"2012"			52751
	"Oklahoma"	"40"	"2013"	"2013"	"Yes"	"1"	7056
	"Oklahoma"	"40"	"2013"	"2013"	"No"	"2"	44985
	"Oklahoma"	"40"	"2013"	"2013"	"Unknown or Not Stated"	"9"	1328
	"Oklahoma"	"40"	"2013"	"2013"	"Not Reported"	"10"	0
"Total"	"Oklahoma"	"40"	"2013"	"2013"			53369
	"Oklahoma"	"40"	"2014"	"2014"	"Yes"	"1"	6925
	"Oklahoma"	"40"	"2014"	"2014"	"No"	"2"	46081
	"Oklahoma"	"40"	"2014"	"2014"	"Unknown or Not Stated"	"9"	333
	"Oklahoma"	"40"	"2014"	"2014"	"Not Reported"	"10"	0
"Total"	"Oklahoma"	"40"	"2014"	"2014"			53339
	"Oklahoma"	"40"	"2015"	"2015"	"Yes"	"1"	6465
	"Oklahoma"	"40"	"2015"	"2015"	"No"	"2"	46606
	"Oklahoma"	"40"	"2015"	"2015"	"Unknown or Not Stated"	"9"	51
	"Oklahoma"	"40"	"2015"	"2015"	"Not Reported"	"10"	0
"Total"	"Oklahoma"	"40"	"2015"	"2015"			53122
	"Oklahoma"	"40"	"2016"	"2016"	"Yes"	"1"	6162
	"Oklahoma"	"40"	"2016"	"2016"	"No"	"2"	46402
	"Oklahoma"	"40"	"2016"	"2016"	"Unknown or Not Stated"	"9"	28
	"Oklahoma"	"40"	"2016"	"2016"	"Not Reported"	"10"	0
"Total"	"Oklahoma"	"40"	"2016"	"2016"			52592
	"Oklahoma"	"40"	"2017"	"2017"	"Yes"	"1"	5614
	"Oklahoma"	"40"	"2017"	"2017"	"No"	"2"	44528
	"Oklahoma"	"40"	"2017"	"2017"	"Unknown or Not Stated"	"9"	72
	"Oklahoma"	"40"	"2017"	"2017"	"Not Reported"	"10"	0
"Total"	"Oklahoma"	"40"	"2017"	"2017"			50214
	"Oklahoma"	"40"	"2018"	"2018"	"Yes"	"1"	5290
	"Oklahoma"	"40"	"2018"	"2018"	"No"	"2"	44458
	"Oklahoma"	"40"	"2018"	"2018"	"Unknown or Not Stated"	"9"	52
	"Oklahoma"	"40"	"2018"	"2018"	"Not Reported"	"10"	0
"Total"	"Oklahoma"	"40"	"2018"	"2018"			49800
	"Oklahoma"	"40"	"2019"	"2019"	"Yes"	"1"	4754
	"Oklahoma"	"40"	"2019"	"2019"	"No"	"2"	44359
	"Oklahoma"	"40"	"2019"	"2019"	"Unknown or Not Stated"	"9"	30
	"Oklahoma"	"40"	"2019"	"2019"	"Not Reported"	"10"	0
"Total"	"Oklahoma"	"40"	"2019"	"2019"			49143
	"Oklahoma"	"40"	"2020"	"2020"	"Yes"	"1"	4413
	"Oklahoma"	"40"	"2020"	"2020"	"No"	"2"	43192
	"Oklahoma"	"40"	"2020"	"2020"	"Unknown or Not Stated"	"9"	18
	"Oklahoma"	"40"	"2020"	"2020"	"Not Reported"	"10"	0
"Total"	"Oklahoma"	"40"	"2020"	"2020"			47623
	"Oklahoma"	"40"	"2021"	"2021"	"Yes"	"1"	3728
	"Oklahoma"	"40"	"2021"	"2021"	"No"	"2"	44652
	"Oklahoma"	"40"	"2021"	"2021"	"Unknown or Not Stated"	"9"	30
	"Oklahoma"	"40"	"2021"	"2021"	"Not Reported"	"10"	0
"Total"	"Oklahoma"	"40"	"2021"	"2021"			48410
	"Oklahoma"	"40"	"2022"	"2022"	"Yes"	"1"	3165
	"Oklahoma"	"40"	"2022"	"2022"	"No"	"2"	45126
	"Oklahoma"	"40"	"2022"	"2022"	"Unknown or Not Stated"	"9"	41
	"Oklahoma"	"40"	"2022"	"2022"	"Not Reported"	"10"	0
"Total"	"Oklahoma"	"40"	"2022"	"2022"			48332
	"Oklahoma"	"40"	"2023"	"2023"	"Yes"	"1"	2618
	"Oklahoma"	"40"	"2023"	"2023"	"No"	"2"	45248
	"Oklahoma"	"40"	"2023"	"2023"	"Unknown or Not Stated"	"9"	43
	"Oklahoma"	"40"	"2023"	"2023"	"Not Reported"	"10"	0
"Total"	"Oklahoma"	"40"	"2023"	"2023"			47909
"Total"	"Oklahoma"	"40"					712114
	"Pennsylvania"	"42"	"2010"	"2010"	"Yes"	"1"	22111
	"Pennsylvania"	"42"	"2010"	"2010"	"No"	"2"	117023
	"Pennsylvania"	"42"	"2010"	"2010"	"Unknown or Not Stated"	"9"	4187
	"Pennsylvania"	"42"	"2010"	"2010"	"Not Reported"	"10"	0
"Total"	"Pennsylvania"	"42"	"2010"	"2010"			143321
	"Pennsylvania"	"42"	"2011"	"2011"	"Yes"	"1"	21272
	"Pennsylvania"	"42"	"2011"	"2011"	"No"	"2"	117888
	"Pennsylvania"	"42"	"2011"	"2011"	"Unknown or Not Stated"	"9"	4018
	"Pennsylvania"	"42"	"2011"	"2011"	"Not Reported"	"10"	0
"Total"	"Pennsylvania"	"42"	"2011"	"2011"			143178
	"Pennsylvania"	"42"	"2012"	"2012"	"Yes"	"1"	20560
	"Pennsylvania"	"42"	"2012"	"2012"	"No"	"2"	118061
	"Pennsylvania"	"42"	"2012"	"2012"	"Unknown or Not Stated"	"9"	3893
	"Pennsylvania"	"42"	"2012"	"2012"	"Not Reported"	"10"	0
"Total"	"Pennsylvania"	"42"	"2012"	"2012"			142514
	"Pennsylvania"	"42"	"2013"	"2013"	"Yes"	"1"	19499
	"Pennsylvania"	"42"	"2013"	"2013"	"No"	"2"	117595
	"Pennsylvania"	"42"	"2013"	"2013"	"Unknown or Not Stated"	"9"	3827
	"Pennsylvania"	"42"	"2013"	"2013"	"Not Reported"	"10"	0
"Total"	"Pennsylvania"	"42"	"2013"	"2013"			140921
	"Pennsylvania"	"42"	"2014"	"2014"	"Yes"	"1"	18939
	"Pennsylvania"	"42"	"2014"	"2014"	"No"	"2"	119794
	"Pennsylvania"	"42"	"2014"	"2014"	"Unknown or Not Stated"	"9"	3535
	"Pennsylvania"	"42"	"2014"	"2014"	"Not Reported"	"10"	0
"Total"	"Pennsylvania"	"42"	"2014"	"2014"			142268
	"Pennsylvania"	"42"	"2015"	"2015"	"Yes"	"1"	17295
	"Pennsylvania"	"42"	"2015"	"2015"	"No"	"2"	121131
	"Pennsylvania"	"42"	"2015"	"2015"	"Unknown or Not Stated"	"9"	2621
	"Pennsylvania"	"42"	"2015"	"2015"	"Not Reported"	"10"	0
"Total"	"Pennsylvania"	"42"	"2015"	"2015"			141047
	"Pennsylvania"	"42"	"2016"	"2016"	"Yes"	"1"	15875
	"Pennsylvania"	"42"	"2016"	"2016"	"No"	"2"	121682
	"Pennsylvania"	"42"	"2016"	"2016"	"Unknown or Not Stated"	"9"	1852
	"Pennsylvania"	"42"	"2016"	"2016"	"Not Reported"	"10"	0
"Total"	"Pennsylvania"	"42"	"2016"	"2016"			139409
	"Pennsylvania"	"42"	"2017"	"2017"	"Yes"	"1"	15026
	"Pennsylvania"	"42"	"2017"	"2017"	"No"	"2"	120825
	"Pennsylvania"	"42"	"2017"	"2017"	"Unknown or Not Stated"	"9"	1894
	"Pennsylvania"	"42"	"2017"	"2017"	"Not Reported"	"10"	0
"Total"	"Pennsylvania"	"42"	"2017"	"2017"			137745
	"Pennsylvania"	"42"	"2018"	"2018"	"Yes"	"1"	13874
	"Pennsylvania"	"42"	"2018"	"2018"	"No"	"2"	119816
	"Pennsylvania"	"42"	"2018"	"2018"	"Unknown or Not Stated"	"9"	1983
	"Pennsylvania"	"42"	"2018"	"2018"	"Not Reported"	"10"	0
"Total"	"Pennsylvania"	"42"	"2018"	"2018"			135673
	"Pennsylvania"	"42"	"2019"	"2019"	"Yes"	"1"	12446
	"Pennsylvania"	"42"	"2019"	"2019"	"No"	"2"	119207
	"Pennsylvania"	"42"	"2019"	"2019"	"Unknown or Not Stated"	"9"	2577
	"Pennsylvania"	"42"	"2019"	"2019"	"Not Reported"	"10"	0
"Total"	"Pennsylvania"	"42"	"2019"	"2019"			134230
	"Pennsylvania"	"42"	"2020"	"2020"	"Yes"	"1"	11114
	"Pennsylvania"	"42"	"2020"	"2020"	"No"	"2"	117148
	"Pennsylvania"	"42"	"2020"	"2020"	"Unknown or Not Stated"	"9"	2431
	"Pennsylvania"	"42"	"2020"	"2020"	"Not Reported"	"10"	0
"Total"	"Pennsylvania"	"42"	"2020"	"2020"			130693
	"Pennsylvania"	"42"	"2021"	"2021"	"Yes"	"1"	9530
	"Pennsylvania"	"42"	"2021"	"2021"	"No"	"2"	121425
	"Pennsylvania"	"42"	"2021"	"2021"	"Unknown or Not Stated"	"9"	1667
	"Pennsylvania"	"42"	"2021"	"2021"	"Not Reported"	"10"	0
"Total"	"Pennsylvania"	"42"	"2021"	"2021"			132622
	"Pennsylvania"	"42"	"2022"	"2022"	"Yes"	"1"	7827
	"Pennsylvania"	"42"	"2022"	"2022"	"No"	"2"	122262
	"Pennsylvania"	"42"	"2022"	"2022"	"Unknown or Not Stated"	"9"	163
	"Pennsylvania"	"42"	"2022"	"2022"	"Not Reported"	"10"	0
"Total"	"Pennsylvania"	"42"	"2022"	"2022"			130252
	"Pennsylvania"	"42"	"2023"	"2023"	"Yes"	"1"	6491
	"Pennsylvania"	"42"	"2023"	"2023"	"No"	"2"	120344
	"Pennsylvania"	"42"	"2023"	"2023"	"Unknown or Not Stated"	"9"	116
	"Pennsylvania"	"42"	"2023"	"2023"	"Not Reported"	"10"	0
"Total"	"Pennsylvania"	"42"	"2023"	"2023"			126951
"Total"	"Pennsylvania"	"42"					1920824
	"South Carolina"	"45"	"2010"	"2010"	"Yes"	"1"	6850
	"South Carolina"	"45"	"2010"	"2010"	"No"	"2"	48614
	"South Carolina"	"45"	"2010"	"2010"	"Unknown or Not Stated"	"9"	2878
	"South Carolina"	"45"	"2010"	"2010"	"Not Reported"	"10"	0
"Total"	"South Carolina"	"45"	"2010"	"2010"			58342
	"South Carolina"	"45"	"2011"	"2011"	"Yes"	"1"	6406
	"South Carolina"	"45"	"2011"	"2011"	"No"	"2"	49570
	"South Carolina"	"45"	"2011"	"2011"	"Unknown or Not Stated"	"9"	1417
	"South Carolina"	"45"	"2011"	"2011"	"Not Reported"	"10"	0
"Total"	"South Carolina"	"45"	"2011"	"2011"			57393
	"South Carolina"	"45"	"2012"	"2012"	"Yes"	"1"	6286
	"South Carolina"	"45"	"2012"	"2012"	"No"	"2"	50629
	"South Carolina"	"45"	"2012"	"2012"	"Unknown or Not Stated"	"9"	240
	"South Carolina"	"45"	"2012"	"2012"	"Not Reported"	"10"	0
"Total"	"South Carolina"	"45"	"2012"	"2012"			57155
	"South Carolina"	"45"	"2013"	"2013"	"Yes"	"1"	6211
	"South Carolina"	"45"	"2013"	"2013"	"No"	"2"	50417
	"South Carolina"	"45"	"2013"	"2013"	"Unknown or Not Stated"	"9"	167
	"South Carolina"	"45"	"2013"	"2013"	"Not Reported"	"10"	0
"Total"	"South Carolina"	"45"	"2013"	"2013"			56795
	"South Carolina"	"45"	"2014"	"2014"	"Yes"	"1"	6439
	"South Carolina"	"45"	"2014"	"2014"	"No"	"2"	51086
	"South Carolina"	"45"	"2014"	"2014"	"Unknown or Not Stated"	"9"	102
	"South Carolina"	"45"	"2014"	"2014"	"Not Reported"	"10"	0
"Total"	"South Carolina"	"45"	"2014"	"2014"			57627
	"South Carolina"	"45"	"2015"	"2015"	"Yes"	"1"	5695
	"South Carolina"	"45"	"2015"	"2015"	"No"	"2"	52400
	"South Carolina"	"45"	"2015"	"2015"	"Unknown or Not Stated"	"9"	44
	"South Carolina"	"45"	"2015"	"2015"	"Not Reported"	"10"	0
"Total"	"South Carolina"	"45"	"2015"	"2015"			58139
	"South Carolina"	"45"	"2016"	"2016"	"Yes"	"1"	5231
	"South Carolina"	"45"	"2016"	"2016"	"No"	"2"	52073
	"South Carolina"	"45"	"2016"	"2016"	"Unknown or Not Stated"	"9"	38
	"South Carolina"	"45"	"2016"	"2016"	"Not Reported"	"10"	0
"Total"	"South Carolina"	"45"	"2016"	"2016"			57342
	"South Carolina"	"45"	"2017"	"2017"	"Yes"	"1"	4793
	"South Carolina"	"45"	"2017"	"2017"	"No"	"2"	52181
	"South Carolina"	"45"	"2017"	"2017"	"Unknown or Not Stated"	"9"	55
	"South Carolina"	"45"	"2017"	"2017"	"Not Reported"	"10"	0
"Total"	"South Carolina"	"45"	"2017"	"2017"			57029
	"South Carolina"	"45"	"2018"	"2018"	"Yes"	"1"	4649
	"South Carolina"	"45"	"2018"	"2018"	"No"	"2"	51935
	"South Carolina"	"45"	"2018"	"2018"	"Unknown or Not Stated"	"9"	85
	"South Carolina"	"45"	"2018"	"2018"	"Not Reported"	"10"	0
"Total"	"South Carolina"	"45"	"2018"	"2018"			56669
	"South Carolina"	"45"	"2019"	"2019"	"Yes"	"1"	4213
	"South Carolina"	"45"	"2019"	"2019"	"No"	"2"	52367
	"South Carolina"	"45"	"2019"	"2019"	"Unknown or Not Stated"	"9"	458
	"South Carolina"	"45"	"2019"	"2019"	"Not Reported"	"10"	0
"Total"	"South Carolina"	"45"	"2019"	"2019"			57038
	"South Carolina"	"45"	"2020"	"2020"	"Yes"	"1"	3639
	"South Carolina"	"45"	"2020"	"2020"	"No"	"2"	52024
	"South Carolina"	"45"	"2020"	"2020"	"Unknown or Not Stated"	"9"	41
	"South Carolina"	"45"	"2020"	"2020"	"Not Reported"	"10"	0
"Total"	"South Carolina"	"45"	"2020"	"2020"			55704
	"South Carolina"	"45"	"2021"	"2021"	"Yes"	"1"	3042
	"South Carolina"	"45"	"2021"	"2021"	"No"	"2"	54089
	"South Carolina"	"45"	"2021"	"2021"	"Unknown or Not Stated"	"9"	54
	"South Carolina"	"45"	"2021"	"2021"	"Not Reported"	"10"	0
"Total"	"South Carolina"	"45"	"2021"	"2021"			57185
	"South Carolina"	"45"	"2022"	"2022"	"Yes"	"1"	2463
	"South Carolina"	"45"	"2022"	"2022"	"No"	"2"	55067
	"South Carolina"	"45"	"2022"	"2022"	"Unknown or Not Stated"	"9"	290
