"Notes"	"State"	"State Code"	"Year"	"Year Code"	"Pregnancy-associated Hypertension"	"Pregnancy-associated Hypertension Code"	Births
	"Texas"	"48"	"2022"	"2022"	"Unknown or Not Stated"	"9"	1387
	"Texas"	"48"	"2023"	"2023"	"Yes"	"1"	33958
	"Texas"	"48"	"2023"	"2023"	"No"	"2"	353381
	"Texas"	"48"	"2023"	"2023"	"Unknown or Not Stated"	"9"	606
	"Washington"	"53"	"2010"	"2010"	"Yes"	"1"	4606
	"Washington"	"53"	"2010"	"2010"	"No"	"2"	81462
	"Washington"	"53"	"2010"	"2010"	"Unknown or Not Stated"	"9"	471
	"Washington"	"53"	"2011"	"2011"	"Yes"	"1"	4743
	"Washington"	"53"	"2011"	"2011"	"No"	"2"	81750
	"Washington"	"53"	"2011"	"2011"	"Unknown or Not Stated"	"9"	483
	"Washington"	"53"	"2012"	"2012"	"Yes"	"1"	4925
	"Washington"	"53"	"2012"	"2012"	"No"	"2"	82194
	"Washington"	"53"	"2012"	"2012"	"Unknown or Not Stated"	"9"	344
	"Washington"	"53"	"2013"	"2013"	"Yes"	"1"	4775
	"Washington"	"53"	"2013"	"2013"	"No"	"2"	81596
	"Washington"	"53"	"2013"	"2013"	"Unknown or Not Stated"	"9"	206
	"Washington"	"53"	"2014"	"2014"	"Yes"	"1"	5272
	"Washington"	"53"	"2014"	"2014"	"No"	"2"	83230
	"Washington"	"53"	"2014"	"2014"	"Unknown or Not Stated"	"9"	83
	"Washington"	"53"	"2015"	"2015"	"Yes"	"1"	5570
	"Washington"	"53"	"2015"	"2015"	"No"	"2"	83319
	"Washington"	"53"	"2015"	"2015"	"Unknown or Not Stated"	"9"	101
	"Washington"	"53"	"2016"	"2016"	"Yes"	"1"	5702
	"Washington"	"53"	"2016"	"2016"	"No"	"2"	84370
	"Washington"	"53"	"2016"	"2016"	"Unknown or Not Stated"	"9"	433
	"Washington"	"53"	"2017"	"2017"	"Yes"	"1"	6211
	"Washington"	"53"	"2017"	"2017"	"No"	"2"	80974
	"Washington"	"53"	"2017"	"2017"	"Unknown or Not Stated"	"9"	377
	"Washington"	"53"	"2018"	"2018"	"Yes"	"1"	6676
	"Washington"	"53"	"2018"	"2018"	"No"	"2"	79409
	"Washington"	"53"	"2018"	"2018"	"Unknown or Not Stated"	"9"	0
	"Washington"	"53"	"2019"	"2019"	"Yes"	"1"	7350
	"Washington"	"53"	"2019"	"2019"	"No"	"2"	77518
	"Washington"	"53"	"2019"	"2019"	"Unknown or Not Stated"	"9"	27
	"Washington"	"53"	"2020"	"2020"	"Yes"	"1"	7834
	"Washington"	"53"	"2020"	"2020"	"No"	"2"	74674
	"Washington"	"53"	"2020"	"2020"	"Unknown or Not Stated"	"9"	578
	"Washington"	"53"	"2021"	"2021"	"Yes"	"1"	8460
	"Washington"	"53"	"2021"	"2021"	"No"	"2"	74470
	"Washington"	"53"	"2021"	"2021"	"Unknown or Not Stated"	"9"	981
	"Washington"	"53"	"2022"	"2022"	"Yes"	"1"	8616
	"Washington"	"53"	"2022"	"2022"	"No"	"2"	74084
	"Washington"	"53"	"2022"	"2022"	"Unknown or Not Stated"	"9"	633
	"Washington"	"53"	"2023"	"2023"	"Yes"	"1"	9076
	"Washington"	"53"	"2023"	"2023"	"No"	"2"	71471
	"Washington"	"53"	"2023"	"2023"	"Unknown or Not Stated"	"9"	385
"---"
"Dataset: Natality, 2007-2023"
"Query Parameters:"
"States: Arizona (04); Arkansas (05); California (06); Florida (12); Georgia (13); Illinois (17); Indiana (18); Maryland (24);"
"Michigan (26); Missouri (29); New Jersey (34); New York (36); North Carolina (37); Ohio (39); Oklahoma (40); Pennsylvania (42);"
"South Carolina (45); Texas (48); Washington (53)"
"Year: 2010; 2011; 2012; 2013; 2014; 2015; 2016; 2017; 2018; 2019; 2020; 2021; 2022; 2023"
"Group By: State; Year; Pregnancy-associated Hypertension"
"Show Totals: Disabled"
"Show Zero Values: True"
"Show Suppressed: True"
"Calculate Rates Per: 1,000"
"Population Option: No populations shown because rates were not selected."
"---"
"Help: See http://wonder.cdc.gov/wonder/help/natality.html for more information."
"---"
"Query Date: Mar 26, 2025 2:59:34 AM"
"---"
"Suggested Citation: Centers for Disease Control and Prevention, National Center for Health Statistics. National Vital Statistics"
"System, Natality on CDC WONDER Online Database. Data are from the Natality Records 2007-2023, as compiled from data provided by"
"the 57 vital statistics jurisdictions through the Vital Statistics Cooperative Program. Accessed at"
"http://wonder.cdc.gov/natality-current.html on Mar 26, 2025 2:59:34 AM"
"---"
Messages:
"1. Totals are not available for these results due to suppression constraints. More Information:"
"http://wonder.cdc.gov/wonder/help/faq.html#Privacy."
"---"
Caveats:
"1. 'Suppressed' appears when the data do not meet the criteria for confidentiality constraints. More information:"
"http://wonder.cdc.gov/wonder/help/natality.html#Assurance of Confidentiality."
"2. Each birth record represents one liveborn infant."
