"Notes"	"Census Division"	"Census Division Code"	"Year"	"Year Code"	"Month Prenatal Care Began"	"Month Prenatal Care Began Code"	Births
	"Division 4: West North Central"	"CENS-D4"	"2014"	"2014"	"4th month"	"04"	24231
	"Division 4: West North Central"	"CENS-D4"	"2014"	"2014"	"5th month"	"05"	12079
	"Division 4: West North Central"	"CENS-D4"	"2014"	"2014"	"6th month"	"06"	7176
	"Division 4: West North Central"	"CENS-D4"	"2014"	"2014"	"7th month"	"07"	5260
	"Division 4: West North Central"	"CENS-D4"	"2014"	"2014"	"8th month"	"08"	3395
	"Division 4: West North Central"	"CENS-D4"	"2014"	"2014"	"9th month"	"09"	1338
	"Division 4: West North Central"	"CENS-D4"	"2014"	"2014"	"10th month"	"10"	33
	"Division 4: West North Central"	"CENS-D4"	"2014"	"2014"	"Unknown or Not Stated"	"99"	5071
	"Division 4: West North Central"	"CENS-D4"	"2014"	"2014"	"Not Reported"	"98"	0
	"Division 4: West North Central"	"CENS-D4"	"2015"	"2015"	"No prenatal care"	"00"	2147
	"Division 4: West North Central"	"CENS-D4"	"2015"	"2015"	"1st month"	"01"	8884
	"Division 4: West North Central"	"CENS-D4"	"2015"	"2015"	"2nd month"	"02"	109135
	"Division 4: West North Central"	"CENS-D4"	"2015"	"2015"	"3rd month"	"03"	96356
	"Division 4: West North Central"	"CENS-D4"	"2015"	"2015"	"4th month"	"04"	23597
	"Division 4: West North Central"	"CENS-D4"	"2015"	"2015"	"5th month"	"05"	11797
	"Division 4: West North Central"	"CENS-D4"	"2015"	"2015"	"6th month"	"06"	6880
	"Division 4: West North Central"	"CENS-D4"	"2015"	"2015"	"7th month"	"07"	4937
	"Division 4: West North Central"	"CENS-D4"	"2015"	"2015"	"8th month"	"08"	3383
	"Division 4: West North Central"	"CENS-D4"	"2015"	"2015"	"9th month"	"09"	1379
	"Division 4: West North Central"	"CENS-D4"	"2015"	"2015"	"10th month"	"10"	30
	"Division 4: West North Central"	"CENS-D4"	"2015"	"2015"	"Unknown or Not Stated"	"99"	5335
	"Division 4: West North Central"	"CENS-D4"	"2015"	"2015"	"Not Reported"	"98"	0
	"Division 4: West North Central"	"CENS-D4"	"2016"	"2016"	"No prenatal care"	"00"	2510
	"Division 4: West North Central"	"CENS-D4"	"2016"	"2016"	"1st month"	"01"	7235
	"Division 4: West North Central"	"CENS-D4"	"2016"	"2016"	"2nd month"	"02"	107426
	"Division 4: West North Central"	"CENS-D4"	"2016"	"2016"	"3rd month"	"03"	97815
	"Division 4: West North Central"	"CENS-D4"	"2016"	"2016"	"4th month"	"04"	22851
	"Division 4: West North Central"	"CENS-D4"	"2016"	"2016"	"5th month"	"05"	11317
	"Division 4: West North Central"	"CENS-D4"	"2016"	"2016"	"6th month"	"06"	6623
	"Division 4: West North Central"	"CENS-D4"	"2016"	"2016"	"7th month"	"07"	5007
	"Division 4: West North Central"	"CENS-D4"	"2016"	"2016"	"8th month"	"08"	3488
	"Division 4: West North Central"	"CENS-D4"	"2016"	"2016"	"9th month"	"09"	1334
	"Division 4: West North Central"	"CENS-D4"	"2016"	"2016"	"10th month"	"10"	29
	"Division 4: West North Central"	"CENS-D4"	"2016"	"2016"	"Unknown or Not Stated"	"99"	6522
	"Division 4: West North Central"	"CENS-D4"	"2016"	"2016"	"Not Reported"	"98"	0
	"Division 4: West North Central"	"CENS-D4"	"2017"	"2017"	"No prenatal care"	"00"	2526
	"Division 4: West North Central"	"CENS-D4"	"2017"	"2017"	"1st month"	"01"	6498
	"Division 4: West North Central"	"CENS-D4"	"2017"	"2017"	"2nd month"	"02"	102952
	"Division 4: West North Central"	"CENS-D4"	"2017"	"2017"	"3rd month"	"03"	96783
	"Division 4: West North Central"	"CENS-D4"	"2017"	"2017"	"4th month"	"04"	22605
	"Division 4: West North Central"	"CENS-D4"	"2017"	"2017"	"5th month"	"05"	11225
	"Division 4: West North Central"	"CENS-D4"	"2017"	"2017"	"6th month"	"06"	6392
	"Division 4: West North Central"	"CENS-D4"	"2017"	"2017"	"7th month"	"07"	4842
	"Division 4: West North Central"	"CENS-D4"	"2017"	"2017"	"8th month"	"08"	3395
	"Division 4: West North Central"	"CENS-D4"	"2017"	"2017"	"9th month"	"09"	1388
	"Division 4: West North Central"	"CENS-D4"	"2017"	"2017"	"10th month"	"10"	20
	"Division 4: West North Central"	"CENS-D4"	"2017"	"2017"	"Unknown or Not Stated"	"99"	6644
	"Division 4: West North Central"	"CENS-D4"	"2017"	"2017"	"Not Reported"	"98"	0
	"Division 4: West North Central"	"CENS-D4"	"2018"	"2018"	"No prenatal care"	"00"	2695
	"Division 4: West North Central"	"CENS-D4"	"2018"	"2018"	"1st month"	"01"	6605
	"Division 4: West North Central"	"CENS-D4"	"2018"	"2018"	"2nd month"	"02"	102563
	"Division 4: West North Central"	"CENS-D4"	"2018"	"2018"	"3rd month"	"03"	95777
	"Division 4: West North Central"	"CENS-D4"	"2018"	"2018"	"4th month"	"04"	22007
	"Division 4: West North Central"	"CENS-D4"	"2018"	"2018"	"5th month"	"05"	10902
	"Division 4: West North Central"	"CENS-D4"	"2018"	"2018"	"6th month"	"06"	6371
	"Division 4: West North Central"	"CENS-D4"	"2018"	"2018"	"7th month"	"07"	4835
	"Division 4: West North Central"	"CENS-D4"	"2018"	"2018"	"8th month"	"08"	3362
	"Division 4: West North Central"	"CENS-D4"	"2018"	"2018"	"9th month"	"09"	1341
	"Division 4: West North Central"	"CENS-D4"	"2018"	"2018"	"10th month"	"10"	24
	"Division 4: West North Central"	"CENS-D4"	"2018"	"2018"	"Unknown or Not Stated"	"99"	6194
	"Division 4: West North Central"	"CENS-D4"	"2018"	"2018"	"Not Reported"	"98"	0
	"Division 4: West North Central"	"CENS-D4"	"2019"	"2019"	"No prenatal care"	"00"	3203
	"Division 4: West North Central"	"CENS-D4"	"2019"	"2019"	"1st month"	"01"	5900
	"Division 4: West North Central"	"CENS-D4"	"2019"	"2019"	"2nd month"	"02"	101709
	"Division 4: West North Central"	"CENS-D4"	"2019"	"2019"	"3rd month"	"03"	95633
	"Division 4: West North Central"	"CENS-D4"	"2019"	"2019"	"4th month"	"04"	20981
	"Division 4: West North Central"	"CENS-D4"	"2019"	"2019"	"5th month"	"05"	10311
	"Division 4: West North Central"	"CENS-D4"	"2019"	"2019"	"6th month"	"06"	6177
	"Division 4: West North Central"	"CENS-D4"	"2019"	"2019"	"7th month"	"07"	4724
	"Division 4: West North Central"	"CENS-D4"	"2019"	"2019"	"8th month"	"08"	3379
	"Division 4: West North Central"	"CENS-D4"	"2019"	"2019"	"9th month"	"09"	1438
	"Division 4: West North Central"	"CENS-D4"	"2019"	"2019"	"10th month"	"10"	32
	"Division 4: West North Central"	"CENS-D4"	"2019"	"2019"	"Unknown or Not Stated"	"99"	4369
	"Division 4: West North Central"	"CENS-D4"	"2019"	"2019"	"Not Reported"	"98"	0
	"Division 4: West North Central"	"CENS-D4"	"2020"	"2020"	"No prenatal care"	"00"	3016
	"Division 4: West North Central"	"CENS-D4"	"2020"	"2020"	"1st month"	"01"	5500
	"Division 4: West North Central"	"CENS-D4"	"2020"	"2020"	"2nd month"	"02"	98220
	"Division 4: West North Central"	"CENS-D4"	"2020"	"2020"	"3rd month"	"03"	93011
	"Division 4: West North Central"	"CENS-D4"	"2020"	"2020"	"4th month"	"04"	20599
	"Division 4: West North Central"	"CENS-D4"	"2020"	"2020"	"5th month"	"05"	10011
	"Division 4: West North Central"	"CENS-D4"	"2020"	"2020"	"6th month"	"06"	5743
	"Division 4: West North Central"	"CENS-D4"	"2020"	"2020"	"7th month"	"07"	4288
	"Division 4: West North Central"	"CENS-D4"	"2020"	"2020"	"8th month"	"08"	2968
	"Division 4: West North Central"	"CENS-D4"	"2020"	"2020"	"9th month"	"09"	1285
	"Division 4: West North Central"	"CENS-D4"	"2020"	"2020"	"10th month"	"10"	24
	"Division 4: West North Central"	"CENS-D4"	"2020"	"2020"	"Unknown or Not Stated"	"99"	3863
	"Division 4: West North Central"	"CENS-D4"	"2020"	"2020"	"Not Reported"	"98"	0
	"Division 4: West North Central"	"CENS-D4"	"2021"	"2021"	"No prenatal care"	"00"	3078
	"Division 4: West North Central"	"CENS-D4"	"2021"	"2021"	"1st month"	"01"	5314
	"Division 4: West North Central"	"CENS-D4"	"2021"	"2021"	"2nd month"	"02"	97524
	"Division 4: West North Central"	"CENS-D4"	"2021"	"2021"	"3rd month"	"03"	99006
	"Division 4: West North Central"	"CENS-D4"	"2021"	"2021"	"4th month"	"04"	19954
	"Division 4: West North Central"	"CENS-D4"	"2021"	"2021"	"5th month"	"05"	9348
	"Division 4: West North Central"	"CENS-D4"	"2021"	"2021"	"6th month"	"06"	5385
	"Division 4: West North Central"	"CENS-D4"	"2021"	"2021"	"7th month"	"07"	4097
	"Division 4: West North Central"	"CENS-D4"	"2021"	"2021"	"8th month"	"08"	2921
	"Division 4: West North Central"	"CENS-D4"	"2021"	"2021"	"9th month"	"09"	1227
	"Division 4: West North Central"	"CENS-D4"	"2021"	"2021"	"10th month"	"10"	20
	"Division 4: West North Central"	"CENS-D4"	"2021"	"2021"	"Unknown or Not Stated"	"99"	3634
	"Division 4: West North Central"	"CENS-D4"	"2021"	"2021"	"Not Reported"	"98"	0
	"Division 4: West North Central"	"CENS-D4"	"2022"	"2022"	"No prenatal care"	"00"	3388
	"Division 4: West North Central"	"CENS-D4"	"2022"	"2022"	"1st month"	"01"	5100
	"Division 4: West North Central"	"CENS-D4"	"2022"	"2022"	"2nd month"	"02"	93051
	"Division 4: West North Central"	"CENS-D4"	"2022"	"2022"	"3rd month"	"03"	99653
	"Division 4: West North Central"	"CENS-D4"	"2022"	"2022"	"4th month"	"04"	20596
	"Division 4: West North Central"	"CENS-D4"	"2022"	"2022"	"5th month"	"05"	9637
	"Division 4: West North Central"	"CENS-D4"	"2022"	"2022"	"6th month"	"06"	5700
	"Division 4: West North Central"	"CENS-D4"	"2022"	"2022"	"7th month"	"07"	4364
	"Division 4: West North Central"	"CENS-D4"	"2022"	"2022"	"8th month"	"08"	3138
	"Division 4: West North Central"	"CENS-D4"	"2022"	"2022"	"9th month"	"09"	1334
	"Division 4: West North Central"	"CENS-D4"	"2022"	"2022"	"10th month"	"10"	19
	"Division 4: West North Central"	"CENS-D4"	"2022"	"2022"	"Unknown or Not Stated"	"99"	3040
	"Division 4: West North Central"	"CENS-D4"	"2022"	"2022"	"Not Reported"	"98"	0
	"Division 4: West North Central"	"CENS-D4"	"2023"	"2023"	"No prenatal care"	"00"	3517
	"Division 4: West North Central"	"CENS-D4"	"2023"	"2023"	"1st month"	"01"	4686
	"Division 4: West North Central"	"CENS-D4"	"2023"	"2023"	"2nd month"	"02"	89188
	"Division 4: West North Central"	"CENS-D4"	"2023"	"2023"	"3rd month"	"03"	99772
	"Division 4: West North Central"	"CENS-D4"	"2023"	"2023"	"4th month"	"04"	20510
	"Division 4: West North Central"	"CENS-D4"	"2023"	"2023"	"5th month"	"05"	9658
	"Division 4: West North Central"	"CENS-D4"	"2023"	"2023"	"6th month"	"06"	5604
	"Division 4: West North Central"	"CENS-D4"	"2023"	"2023"	"7th month"	"07"	4380
	"Division 4: West North Central"	"CENS-D4"	"2023"	"2023"	"8th month"	"08"	3129
	"Division 4: West North Central"	"CENS-D4"	"2023"	"2023"	"9th month"	"09"	1320
	"Division 4: West North Central"	"CENS-D4"	"2023"	"2023"	"10th month"	"10"	22
	"Division 4: West North Central"	"CENS-D4"	"2023"	"2023"	"Unknown or Not Stated"	"99"	2128
	"Division 4: West North Central"	"CENS-D4"	"2023"	"2023"	"Not Reported"	"98"	0
	"Division 5: South Atlantic"	"CENS-D5"	"2010"	"2010"	"No prenatal care"	"00"	7658
	"Division 5: South Atlantic"	"CENS-D5"	"2010"	"2010"	"1st month"	"01"	36418
	"Division 5: South Atlantic"	"CENS-D5"	"2010"	"2010"	"2nd month"	"02"	145116
	"Division 5: South Atlantic"	"CENS-D5"	"2010"	"2010"	"3rd month"	"03"	131193
	"Division 5: South Atlantic"	"CENS-D5"	"2010"	"2010"	"4th month"	"04"	50793
	"Division 5: South Atlantic"	"CENS-D5"	"2010"	"2010"	"5th month"	"05"	26434
	"Division 5: South Atlantic"	"CENS-D5"	"2010"	"2010"	"6th month"	"06"	16386
	"Division 5: South Atlantic"	"CENS-D5"	"2010"	"2010"	"7th month"	"07"	10481
	"Division 5: South Atlantic"	"CENS-D5"	"2010"	"2010"	"8th month"	"08"	7212
	"Division 5: South Atlantic"	"CENS-D5"	"2010"	"2010"	"9th month"	"09"	3171
	"Division 5: South Atlantic"	"CENS-D5"	"2010"	"2010"	"10th month"	"10"	414
	"Division 5: South Atlantic"	"CENS-D5"	"2010"	"2010"	"Unknown or Not Stated"	"99"	65933
	"Division 5: South Atlantic"	"CENS-D5"	"2010"	"2010"	"Not Reported"	"98"	245822
	"Division 5: South Atlantic"	"CENS-D5"	"2011"	"2011"	"No prenatal care"	"00"	9327
	"Division 5: South Atlantic"	"CENS-D5"	"2011"	"2011"	"1st month"	"01"	45308
	"Division 5: South Atlantic"	"CENS-D5"	"2011"	"2011"	"2nd month"	"02"	188699
	"Division 5: South Atlantic"	"CENS-D5"	"2011"	"2011"	"3rd month"	"03"	178706
	"Division 5: South Atlantic"	"CENS-D5"	"2011"	"2011"	"4th month"	"04"	68203
	"Division 5: South Atlantic"	"CENS-D5"	"2011"	"2011"	"5th month"	"05"	34706
	"Division 5: South Atlantic"	"CENS-D5"	"2011"	"2011"	"6th month"	"06"	20997
	"Division 5: South Atlantic"	"CENS-D5"	"2011"	"2011"	"7th month"	"07"	13653
	"Division 5: South Atlantic"	"CENS-D5"	"2011"	"2011"	"8th month"	"08"	9212
	"Division 5: South Atlantic"	"CENS-D5"	"2011"	"2011"	"9th month"	"09"	4097
	"Division 5: South Atlantic"	"CENS-D5"	"2011"	"2011"	"10th month"	"10"	491
	"Division 5: South Atlantic"	"CENS-D5"	"2011"	"2011"	"Unknown or Not Stated"	"99"	43851
	"Division 5: South Atlantic"	"CENS-D5"	"2011"	"2011"	"Not Reported"	"98"	123369
	"Division 5: South Atlantic"	"CENS-D5"	"2012"	"2012"	"No prenatal care"	"00"	9610
	"Division 5: South Atlantic"	"CENS-D5"	"2012"	"2012"	"1st month"	"01"	44265
	"Division 5: South Atlantic"	"CENS-D5"	"2012"	"2012"	"2nd month"	"02"	191686
	"Division 5: South Atlantic"	"CENS-D5"	"2012"	"2012"	"3rd month"	"03"	183534
	"Division 5: South Atlantic"	"CENS-D5"	"2012"	"2012"	"4th month"	"04"	68979
	"Division 5: South Atlantic"	"CENS-D5"	"2012"	"2012"	"5th month"	"05"	34857
	"Division 5: South Atlantic"	"CENS-D5"	"2012"	"2012"	"6th month"	"06"	20964
	"Division 5: South Atlantic"	"CENS-D5"	"2012"	"2012"	"7th month"	"07"	14000
	"Division 5: South Atlantic"	"CENS-D5"	"2012"	"2012"	"8th month"	"08"	9904
	"Division 5: South Atlantic"	"CENS-D5"	"2012"	"2012"	"9th month"	"09"	4498
	"Division 5: South Atlantic"	"CENS-D5"	"2012"	"2012"	"10th month"	"10"	615
	"Division 5: South Atlantic"	"CENS-D5"	"2012"	"2012"	"Unknown or Not Stated"	"99"	30807
	"Division 5: South Atlantic"	"CENS-D5"	"2012"	"2012"	"Not Reported"	"98"	123840
	"Division 5: South Atlantic"	"CENS-D5"	"2013"	"2013"	"No prenatal care"	"00"	11355
	"Division 5: South Atlantic"	"CENS-D5"	"2013"	"2013"	"1st month"	"01"	52260
	"Division 5: South Atlantic"	"CENS-D5"	"2013"	"2013"	"2nd month"	"02"	214561
	"Division 5: South Atlantic"	"CENS-D5"	"2013"	"2013"	"3rd month"	"03"	203966
	"Division 5: South Atlantic"	"CENS-D5"	"2013"	"2013"	"4th month"	"04"	75015
	"Division 5: South Atlantic"	"CENS-D5"	"2013"	"2013"	"5th month"	"05"	37419
	"Division 5: South Atlantic"	"CENS-D5"	"2013"	"2013"	"6th month"	"06"	22661
	"Division 5: South Atlantic"	"CENS-D5"	"2013"	"2013"	"7th month"	"07"	15357
	"Division 5: South Atlantic"	"CENS-D5"	"2013"	"2013"	"8th month"	"08"	11037
	"Division 5: South Atlantic"	"CENS-D5"	"2013"	"2013"	"9th month"	"09"	5186
	"Division 5: South Atlantic"	"CENS-D5"	"2013"	"2013"	"10th month"	"10"	612
	"Division 5: South Atlantic"	"CENS-D5"	"2013"	"2013"	"Unknown or Not Stated"	"99"	64742
	"Division 5: South Atlantic"	"CENS-D5"	"2013"	"2013"	"Not Reported"	"98"	20825
	"Division 5: South Atlantic"	"CENS-D5"	"2014"	"2014"	"No prenatal care"	"00"	11712
	"Division 5: South Atlantic"	"CENS-D5"	"2014"	"2014"	"1st month"	"01"	65989
	"Division 5: South Atlantic"	"CENS-D5"	"2014"	"2014"	"2nd month"	"02"	254596
	"Division 5: South Atlantic"	"CENS-D5"	"2014"	"2014"	"3rd month"	"03"	187532
	"Division 5: South Atlantic"	"CENS-D5"	"2014"	"2014"	"4th month"	"04"	67407
	"Division 5: South Atlantic"	"CENS-D5"	"2014"	"2014"	"5th month"	"05"	36158
	"Division 5: South Atlantic"	"CENS-D5"	"2014"	"2014"	"6th month"	"06"	21945
	"Division 5: South Atlantic"	"CENS-D5"	"2014"	"2014"	"7th month"	"07"	16462
	"Division 5: South Atlantic"	"CENS-D5"	"2014"	"2014"	"8th month"	"08"	11531
	"Division 5: South Atlantic"	"CENS-D5"	"2014"	"2014"	"9th month"	"09"	4312
	"Division 5: South Atlantic"	"CENS-D5"	"2014"	"2014"	"10th month"	"10"	70
	"Division 5: South Atlantic"	"CENS-D5"	"2014"	"2014"	"Unknown or Not Stated"	"99"	69828
	"Division 5: South Atlantic"	"CENS-D5"	"2014"	"2014"	"Not Reported"	"98"	0
	"Division 5: South Atlantic"	"CENS-D5"	"2015"	"2015"	"No prenatal care"	"00"	13003
	"Division 5: South Atlantic"	"CENS-D5"	"2015"	"2015"	"1st month"	"01"	61924
	"Division 5: South Atlantic"	"CENS-D5"	"2015"	"2015"	"2nd month"	"02"	263865
	"Division 5: South Atlantic"	"CENS-D5"	"2015"	"2015"	"3rd month"	"03"	200572
	"Division 5: South Atlantic"	"CENS-D5"	"2015"	"2015"	"4th month"	"04"	69526
	"Division 5: South Atlantic"	"CENS-D5"	"2015"	"2015"	"5th month"	"05"	36641
	"Division 5: South Atlantic"	"CENS-D5"	"2015"	"2015"	"6th month"	"06"	22790
	"Division 5: South Atlantic"	"CENS-D5"	"2015"	"2015"	"7th month"	"07"	17198
	"Division 5: South Atlantic"	"CENS-D5"	"2015"	"2015"	"8th month"	"08"	12156
	"Division 5: South Atlantic"	"CENS-D5"	"2015"	"2015"	"9th month"	"09"	4345
	"Division 5: South Atlantic"	"CENS-D5"	"2015"	"2015"	"10th month"	"10"	75
	"Division 5: South Atlantic"	"CENS-D5"	"2015"	"2015"	"Unknown or Not Stated"	"99"	50028
	"Division 5: South Atlantic"	"CENS-D5"	"2015"	"2015"	"Not Reported"	"98"	0
	"Division 5: South Atlantic"	"CENS-D5"	"2016"	"2016"	"No prenatal care"	"00"	13745
	"Division 5: South Atlantic"	"CENS-D5"	"2016"	"2016"	"1st month"	"01"	59536
	"Division 5: South Atlantic"	"CENS-D5"	"2016"	"2016"	"2nd month"	"02"	271048
	"Division 5: South Atlantic"	"CENS-D5"	"2016"	"2016"	"3rd month"	"03"	209038
	"Division 5: South Atlantic"	"CENS-D5"	"2016"	"2016"	"4th month"	"04"	70157
	"Division 5: South Atlantic"	"CENS-D5"	"2016"	"2016"	"5th month"	"05"	37368
	"Division 5: South Atlantic"	"CENS-D5"	"2016"	"2016"	"6th month"	"06"	22590
	"Division 5: South Atlantic"	"CENS-D5"	"2016"	"2016"	"7th month"	"07"	17443
	"Division 5: South Atlantic"	"CENS-D5"	"2016"	"2016"	"8th month"	"08"	12355
	"Division 5: South Atlantic"	"CENS-D5"	"2016"	"2016"	"9th month"	"09"	4577
	"Division 5: South Atlantic"	"CENS-D5"	"2016"	"2016"	"10th month"	"10"	48
	"Division 5: South Atlantic"	"CENS-D5"	"2016"	"2016"	"Unknown or Not Stated"	"99"	30805
	"Division 5: South Atlantic"	"CENS-D5"	"2016"	"2016"	"Not Reported"	"98"	0
	"Division 5: South Atlantic"	"CENS-D5"	"2017"	"2017"	"No prenatal care"	"00"	15697
	"Division 5: South Atlantic"	"CENS-D5"	"2017"	"2017"	"1st month"	"01"	54839
	"Division 5: South Atlantic"	"CENS-D5"	"2017"	"2017"	"2nd month"	"02"	267640
	"Division 5: South Atlantic"	"CENS-D5"	"2017"	"2017"	"3rd month"	"03"	211985
	"Division 5: South Atlantic"	"CENS-D5"	"2017"	"2017"	"4th month"	"04"	70123
	"Division 5: South Atlantic"	"CENS-D5"	"2017"	"2017"	"5th month"	"05"	37068
	"Division 5: South Atlantic"	"CENS-D5"	"2017"	"2017"	"6th month"	"06"	22101
	"Division 5: South Atlantic"	"CENS-D5"	"2017"	"2017"	"7th month"	"07"	17197
	"Division 5: South Atlantic"	"CENS-D5"	"2017"	"2017"	"8th month"	"08"	12603
	"Division 5: South Atlantic"	"CENS-D5"	"2017"	"2017"	"9th month"	"09"	4567
	"Division 5: South Atlantic"	"CENS-D5"	"2017"	"2017"	"10th month"	"10"	76
	"Division 5: South Atlantic"	"CENS-D5"	"2017"	"2017"	"Unknown or Not Stated"	"99"	27253
	"Division 5: South Atlantic"	"CENS-D5"	"2017"	"2017"	"Not Reported"	"98"	0
	"Division 5: South Atlantic"	"CENS-D5"	"2018"	"2018"	"No prenatal care"	"00"	16215
	"Division 5: South Atlantic"	"CENS-D5"	"2018"	"2018"	"1st month"	"01"	49496
	"Division 5: South Atlantic"	"CENS-D5"	"2018"	"2018"	"2nd month"	"02"	262409
	"Division 5: South Atlantic"	"CENS-D5"	"2018"	"2018"	"3rd month"	"03"	215476
	"Division 5: South Atlantic"	"CENS-D5"	"2018"	"2018"	"4th month"	"04"	69429
	"Division 5: South Atlantic"	"CENS-D5"	"2018"	"2018"	"5th month"	"05"	36403
	"Division 5: South Atlantic"	"CENS-D5"	"2018"	"2018"	"6th month"	"06"	22207
	"Division 5: South Atlantic"	"CENS-D5"	"2018"	"2018"	"7th month"	"07"	16976
	"Division 5: South Atlantic"	"CENS-D5"	"2018"	"2018"	"8th month"	"08"	12882
	"Division 5: South Atlantic"	"CENS-D5"	"2018"	"2018"	"9th month"	"09"	4847
	"Division 5: South Atlantic"	"CENS-D5"	"2018"	"2018"	"10th month"	"10"	75
	"Division 5: South Atlantic"	"CENS-D5"	"2018"	"2018"	"Unknown or Not Stated"	"99"	25926
	"Division 5: South Atlantic"	"CENS-D5"	"2018"	"2018"	"Not Reported"	"98"	0
	"Division 5: South Atlantic"	"CENS-D5"	"2019"	"2019"	"No prenatal care"	"00"	17246
	"Division 5: South Atlantic"	"CENS-D5"	"2019"	"2019"	"1st month"	"01"	49214
	"Division 5: South Atlantic"	"CENS-D5"	"2019"	"2019"	"2nd month"	"02"	260610
	"Division 5: South Atlantic"	"CENS-D5"	"2019"	"2019"	"3rd month"	"03"	217462
	"Division 5: South Atlantic"	"CENS-D5"	"2019"	"2019"	"4th month"	"04"	67370
	"Division 5: South Atlantic"	"CENS-D5"	"2019"	"2019"	"5th month"	"05"	35432
	"Division 5: South Atlantic"	"CENS-D5"	"2019"	"2019"	"6th month"	"06"	21778
	"Division 5: South Atlantic"	"CENS-D5"	"2019"	"2019"	"7th month"	"07"	17244
	"Division 5: South Atlantic"	"CENS-D5"	"2019"	"2019"	"8th month"	"08"	13138
	"Division 5: South Atlantic"	"CENS-D5"	"2019"	"2019"	"9th month"	"09"	4959
	"Division 5: South Atlantic"	"CENS-D5"	"2019"	"2019"	"10th month"	"10"	68
	"Division 5: South Atlantic"	"CENS-D5"	"2019"	"2019"	"Unknown or Not Stated"	"99"	22999
	"Division 5: South Atlantic"	"CENS-D5"	"2019"	"2019"	"Not Reported"	"98"	0
	"Division 5: South Atlantic"	"CENS-D5"	"2020"	"2020"	"No prenatal care"	"00"	17854
	"Division 5: South Atlantic"	"CENS-D5"	"2020"	"2020"	"1st month"	"01"	41130
	"Division 5: South Atlantic"	"CENS-D5"	"2020"	"2020"	"2nd month"	"02"	254975
	"Division 5: South Atlantic"	"CENS-D5"	"2020"	"2020"	"3rd month"	"03"	222447
	"Division 5: South Atlantic"	"CENS-D5"	"2020"	"2020"	"4th month"	"04"	66464
	"Division 5: South Atlantic"	"CENS-D5"	"2020"	"2020"	"5th month"	"05"	34539
	"Division 5: South Atlantic"	"CENS-D5"	"2020"	"2020"	"6th month"	"06"	20618
	"Division 5: South Atlantic"	"CENS-D5"	"2020"	"2020"	"7th month"	"07"	16104
	"Division 5: South Atlantic"	"CENS-D5"	"2020"	"2020"	"8th month"	"08"	11734
	"Division 5: South Atlantic"	"CENS-D5"	"2020"	"2020"	"9th month"	"09"	4384
	"Division 5: South Atlantic"	"CENS-D5"	"2020"	"2020"	"10th month"	"10"	63
	"Division 5: South Atlantic"	"CENS-D5"	"2020"	"2020"	"Unknown or Not Stated"	"99"	14158
	"Division 5: South Atlantic"	"CENS-D5"	"2020"	"2020"	"Not Reported"	"98"	0
	"Division 5: South Atlantic"	"CENS-D5"	"2021"	"2021"	"No prenatal care"	"00"	20725
	"Division 5: South Atlantic"	"CENS-D5"	"2021"	"2021"	"1st month"	"01"	38023
	"Division 5: South Atlantic"	"CENS-D5"	"2021"	"2021"	"2nd month"	"02"	257771
	"Division 5: South Atlantic"	"CENS-D5"	"2021"	"2021"	"3rd month"	"03"	232599
	"Division 5: South Atlantic"	"CENS-D5"	"2021"	"2021"	"4th month"	"04"	66109
	"Division 5: South Atlantic"	"CENS-D5"	"2021"	"2021"	"5th month"	"05"	33549
	"Division 5: South Atlantic"	"CENS-D5"	"2021"	"2021"	"6th month"	"06"	20839
	"Division 5: South Atlantic"	"CENS-D5"	"2021"	"2021"	"7th month"	"07"	16750
	"Division 5: South Atlantic"	"CENS-D5"	"2021"	"2021"	"8th month"	"08"	12610
	"Division 5: South Atlantic"	"CENS-D5"	"2021"	"2021"	"9th month"	"09"	5004
	"Division 5: South Atlantic"	"CENS-D5"	"2021"	"2021"	"10th month"	"10"	60
	"Division 5: South Atlantic"	"CENS-D5"	"2021"	"2021"	"Unknown or Not Stated"	"99"	14395
	"Division 5: South Atlantic"	"CENS-D5"	"2021"	"2021"	"Not Reported"	"98"	0
	"Division 5: South Atlantic"	"CENS-D5"	"2022"	"2022"	"No prenatal care"	"00"	21933
	"Division 5: South Atlantic"	"CENS-D5"	"2022"	"2022"	"1st month"	"01"	37900
	"Division 5: South Atlantic"	"CENS-D5"	"2022"	"2022"	"2nd month"	"02"	248333
	"Division 5: South Atlantic"	"CENS-D5"	"2022"	"2022"	"3rd month"	"03"	240061
	"Division 5: South Atlantic"	"CENS-D5"	"2022"	"2022"	"4th month"	"04"	70818
	"Division 5: South Atlantic"	"CENS-D5"	"2022"	"2022"	"5th month"	"05"	36372
	"Division 5: South Atlantic"	"CENS-D5"	"2022"	"2022"	"6th month"	"06"	22443
	"Division 5: South Atlantic"	"CENS-D5"	"2022"	"2022"	"7th month"	"07"	17895
	"Division 5: South Atlantic"	"CENS-D5"	"2022"	"2022"	"8th month"	"08"	13897
	"Division 5: South Atlantic"	"CENS-D5"	"2022"	"2022"	"9th month"	"09"	5747
	"Division 5: South Atlantic"	"CENS-D5"	"2022"	"2022"	"10th month"	"10"	78
	"Division 5: South Atlantic"	"CENS-D5"	"2022"	"2022"	"Unknown or Not Stated"	"99"	14700
	"Division 5: South Atlantic"	"CENS-D5"	"2022"	"2022"	"Not Reported"	"98"	0
