"Notes"	"State"	"State Code"	"Year"	"Year Code"	"Delivery Method"	"Delivery Method Code"	Births
	"Texas"	"48"	"2011"	"2011"	"Cesarean"	"2"	133291
	"Texas"	"48"	"2011"	"2011"	"Unknown or Not Stated"	"9"	22
	"Texas"	"48"	"2012"	"2012"	"Vaginal"	"1"	247441
	"Texas"	"48"	"2012"	"2012"	"Cesarean"	"2"	135259
	"Texas"	"48"	"2012"	"2012"	"Unknown or Not Stated"	"9"	27
	"Texas"	"48"	"2013"	"2013"	"Vaginal"	"1"	250916
	"Texas"	"48"	"2013"	"2013"	"Cesarean"	"2"	136391
	"Texas"	"48"	"2013"	"2013"	"Unknown or Not Stated"	"9"	33
	"Texas"	"48"	"2014"	"2014"	"Vaginal"	"1"	260300
	"Texas"	"48"	"2014"	"2014"	"Cesarean"	"2"	139438
	"Texas"	"48"	"2014"	"2014"	"Unknown or Not Stated"	"9"	28
	"Texas"	"48"	"2015"	"2015"	"Vaginal"	"1"	264701
	"Texas"	"48"	"2015"	"2015"	"Cesarean"	"2"	138811
	"Texas"	"48"	"2015"	"2015"	"Unknown or Not Stated"	"9"	106
	"Texas"	"48"	"2016"	"2016"	"Vaginal"	"1"	260679
	"Texas"	"48"	"2016"	"2016"	"Cesarean"	"2"	136950
	"Texas"	"48"	"2016"	"2016"	"Unknown or Not Stated"	"9"	418
	"Texas"	"48"	"2017"	"2017"	"Vaginal"	"1"	248208
	"Texas"	"48"	"2017"	"2017"	"Cesarean"	"2"	133566
	"Texas"	"48"	"2017"	"2017"	"Unknown or Not Stated"	"9"	276
	"Texas"	"48"	"2018"	"2018"	"Vaginal"	"1"	245950
	"Texas"	"48"	"2018"	"2018"	"Cesarean"	"2"	132626
	"Texas"	"48"	"2018"	"2018"	"Unknown or Not Stated"	"9"	48
	"Texas"	"48"	"2019"	"2019"	"Vaginal"	"1"	246089
	"Texas"	"48"	"2019"	"2019"	"Cesarean"	"2"	131190
	"Texas"	"48"	"2019"	"2019"	"Unknown or Not Stated"	"9"	320
	"Texas"	"48"	"2020"	"2020"	"Vaginal"	"1"	240278
	"Texas"	"48"	"2020"	"2020"	"Cesarean"	"2"	127577
	"Texas"	"48"	"2020"	"2020"	"Unknown or Not Stated"	"9"	335
	"Texas"	"48"	"2021"	"2021"	"Vaginal"	"1"	243311
	"Texas"	"48"	"2021"	"2021"	"Cesarean"	"2"	130033
	"Texas"	"48"	"2021"	"2021"	"Unknown or Not Stated"	"9"	250
	"Texas"	"48"	"2022"	"2022"	"Vaginal"	"1"	254551
	"Texas"	"48"	"2022"	"2022"	"Cesarean"	"2"	134979
	"Texas"	"48"	"2022"	"2022"	"Unknown or Not Stated"	"9"	211
	"Texas"	"48"	"2023"	"2023"	"Vaginal"	"1"	253891
	"Texas"	"48"	"2023"	"2023"	"Cesarean"	"2"	133915
	"Texas"	"48"	"2023"	"2023"	"Unknown or Not Stated"	"9"	139
	"Washington"	"53"	"2010"	"2010"	"Vaginal"	"1"	61046
	"Washington"	"53"	"2010"	"2010"	"Cesarean"	"2"	25493
	"Washington"	"53"	"2010"	"2010"	"Unknown or Not Stated"	"9"	0
	"Washington"	"53"	"2011"	"2011"	"Vaginal"	"1"	61962
	"Washington"	"53"	"2011"	"2011"	"Cesarean"	"2"	25014
	"Washington"	"53"	"2011"	"2011"	"Unknown or Not Stated"	"9"	0
	"Washington"	"53"	"2012"	"2012"	"Vaginal"	"1"	62133
	"Washington"	"53"	"2012"	"2012"	"Cesarean"	"2"	25330
	"Washington"	"53"	"2012"	"2012"	"Unknown or Not Stated"	"9"	0
	"Washington"	"53"	"2013"	"2013"	"Vaginal"	"1"	62064
	"Washington"	"53"	"2013"	"2013"	"Cesarean"	"2"	24512
	"Washington"	"53"	"2013"	"2013"	"Unknown or Not Stated"	"9"	Suppressed
	"Washington"	"53"	"2014"	"2014"	"Vaginal"	"1"	64109
	"Washington"	"53"	"2014"	"2014"	"Cesarean"	"2"	24476
	"Washington"	"53"	"2014"	"2014"	"Unknown or Not Stated"	"9"	0
	"Washington"	"53"	"2015"	"2015"	"Vaginal"	"1"	64520
	"Washington"	"53"	"2015"	"2015"	"Cesarean"	"2"	24447
	"Washington"	"53"	"2015"	"2015"	"Unknown or Not Stated"	"9"	23
	"Washington"	"53"	"2016"	"2016"	"Vaginal"	"1"	65577
	"Washington"	"53"	"2016"	"2016"	"Cesarean"	"2"	24803
	"Washington"	"53"	"2016"	"2016"	"Unknown or Not Stated"	"9"	125
	"Washington"	"53"	"2017"	"2017"	"Vaginal"	"1"	63216
	"Washington"	"53"	"2017"	"2017"	"Cesarean"	"2"	24190
	"Washington"	"53"	"2017"	"2017"	"Unknown or Not Stated"	"9"	156
	"Washington"	"53"	"2018"	"2018"	"Vaginal"	"1"	61998
	"Washington"	"53"	"2018"	"2018"	"Cesarean"	"2"	23980
	"Washington"	"53"	"2018"	"2018"	"Unknown or Not Stated"	"9"	107
	"Washington"	"53"	"2019"	"2019"	"Vaginal"	"1"	61147
	"Washington"	"53"	"2019"	"2019"	"Cesarean"	"2"	23579
	"Washington"	"53"	"2019"	"2019"	"Unknown or Not Stated"	"9"	169
	"Washington"	"53"	"2020"	"2020"	"Vaginal"	"1"	59256
	"Washington"	"53"	"2020"	"2020"	"Cesarean"	"2"	23646
	"Washington"	"53"	"2020"	"2020"	"Unknown or Not Stated"	"9"	184
	"Washington"	"53"	"2021"	"2021"	"Vaginal"	"1"	59361
	"Washington"	"53"	"2021"	"2021"	"Cesarean"	"2"	24290
	"Washington"	"53"	"2021"	"2021"	"Unknown or Not Stated"	"9"	260
	"Washington"	"53"	"2022"	"2022"	"Vaginal"	"1"	58224
	"Washington"	"53"	"2022"	"2022"	"Cesarean"	"2"	24608
	"Washington"	"53"	"2022"	"2022"	"Unknown or Not Stated"	"9"	501
	"Washington"	"53"	"2023"	"2023"	"Vaginal"	"1"	56450
	"Washington"	"53"	"2023"	"2023"	"Cesarean"	"2"	24219
	"Washington"	"53"	"2023"	"2023"	"Unknown or Not Stated"	"9"	263
"---"
"Dataset: Natality, 2007-2023"
"Query Parameters:"
"States: Arizona (04); Arkansas (05); California (06); Florida (12); Georgia (13); Illinois (17); Indiana (18); Maryland (24);"
"Michigan (26); Missouri (29); New Jersey (34); New York (36); North Carolina (37); Ohio (39); Oklahoma (40); Pennsylvania (42);"
"South Carolina (45); Texas (48); Washington (53)"
"Year: 2010; 2011; 2012; 2013; 2014; 2015; 2016; 2017; 2018; 2019; 2020; 2021; 2022; 2023"
"Group By: State; Year; Delivery Method"
"Show Totals: Disabled"
"Show Zero Values: True"
"Show Suppressed: True"
"Calculate Rates Per: 1,000"
"Population Option: No populations shown because rates were not selected."
"---"
"Help: See http://wonder.cdc.gov/wonder/help/natality.html for more information."
"---"
"Query Date: Mar 26, 2025 3:05:30 AM"
"---"
"Suggested Citation: Centers for Disease Control and Prevention, National Center for Health Statistics. National Vital Statistics"
"System, Natality on CDC WONDER Online Database. Data are from the Natality Records 2007-2023, as compiled from data provided by"
"the 57 vital statistics jurisdictions through the Vital Statistics Cooperative Program. Accessed at"
"http://wonder.cdc.gov/natality-current.html on Mar 26, 2025 3:05:30 AM"
"---"
Messages:
"1. Totals are not available for these results due to suppression constraints. More Information:"
"http://wonder.cdc.gov/wonder/help/faq.html#Privacy."
"---"
Caveats:
"1. 'Suppressed' appears when the data do not meet the criteria for confidentiality constraints. More information:"
"http://wonder.cdc.gov/wonder/help/natality.html#Assurance of Confidentiality."
"2. Each birth record represents one liveborn infant."
