"Notes"	"State"	"State Code"	"Year"	"Year Code"	"Marital Status"	"Marital Status Code"	Births
	"Ohio"	"39"	"2015"	"2015"	"Unmarried"	"2"	60325
	"Ohio"	"39"	"2015"	"2015"	"Unknown or Not Stated"	"9"	0
	"Ohio"	"39"	"2015"	"2015"	"Not Reported"	"NR"	0
	"Ohio"	"39"	"2016"	"2016"	"Married"	"1"	78765
	"Ohio"	"39"	"2016"	"2016"	"Unmarried"	"2"	59320
	"Ohio"	"39"	"2016"	"2016"	"Unknown or Not Stated"	"9"	0
	"Ohio"	"39"	"2016"	"2016"	"Not Reported"	"NR"	0
	"Ohio"	"39"	"2017"	"2017"	"Married"	"1"	77724
	"Ohio"	"39"	"2017"	"2017"	"Unmarried"	"2"	59091
	"Ohio"	"39"	"2017"	"2017"	"Unknown or Not Stated"	"9"	0
	"Ohio"	"39"	"2017"	"2017"	"Not Reported"	"NR"	17
	"Ohio"	"39"	"2018"	"2018"	"Married"	"1"	76788
	"Ohio"	"39"	"2018"	"2018"	"Unmarried"	"2"	58331
	"Ohio"	"39"	"2018"	"2018"	"Unknown or Not Stated"	"9"	0
	"Ohio"	"39"	"2018"	"2018"	"Not Reported"	"NR"	15
	"Ohio"	"39"	"2019"	"2019"	"Married"	"1"	75850
	"Ohio"	"39"	"2019"	"2019"	"Unmarried"	"2"	58595
	"Ohio"	"39"	"2019"	"2019"	"Unknown or Not Stated"	"9"	0
	"Ohio"	"39"	"2019"	"2019"	"Not Reported"	"NR"	16
	"Ohio"	"39"	"2020"	"2020"	"Married"	"1"	72905
	"Ohio"	"39"	"2020"	"2020"	"Unmarried"	"2"	56278
	"Ohio"	"39"	"2020"	"2020"	"Unknown or Not Stated"	"9"	0
	"Ohio"	"39"	"2020"	"2020"	"Not Reported"	"NR"	Suppressed
	"Ohio"	"39"	"2021"	"2021"	"Married"	"1"	74543
	"Ohio"	"39"	"2021"	"2021"	"Unmarried"	"2"	55237
	"Ohio"	"39"	"2021"	"2021"	"Unknown or Not Stated"	"9"	0
	"Ohio"	"39"	"2021"	"2021"	"Not Reported"	"NR"	11
	"Ohio"	"39"	"2022"	"2022"	"Married"	"1"	73922
	"Ohio"	"39"	"2022"	"2022"	"Unmarried"	"2"	54298
	"Ohio"	"39"	"2022"	"2022"	"Unknown or Not Stated"	"9"	0
	"Ohio"	"39"	"2022"	"2022"	"Not Reported"	"NR"	11
	"Ohio"	"39"	"2023"	"2023"	"Married"	"1"	73094
	"Ohio"	"39"	"2023"	"2023"	"Unmarried"	"2"	53790
	"Ohio"	"39"	"2023"	"2023"	"Unknown or Not Stated"	"9"	0
	"Ohio"	"39"	"2023"	"2023"	"Not Reported"	"NR"	12
	"Oklahoma"	"40"	"2010"	"2010"	"Married"	"1"	31006
	"Oklahoma"	"40"	"2010"	"2010"	"Unmarried"	"2"	22232
	"Oklahoma"	"40"	"2010"	"2010"	"Unknown or Not Stated"	"9"	0
	"Oklahoma"	"40"	"2010"	"2010"	"Not Reported"	"NR"	0
	"Oklahoma"	"40"	"2011"	"2011"	"Married"	"1"	30426
	"Oklahoma"	"40"	"2011"	"2011"	"Unmarried"	"2"	21846
	"Oklahoma"	"40"	"2011"	"2011"	"Unknown or Not Stated"	"9"	0
	"Oklahoma"	"40"	"2011"	"2011"	"Not Reported"	"NR"	0
	"Oklahoma"	"40"	"2012"	"2012"	"Married"	"1"	30452
	"Oklahoma"	"40"	"2012"	"2012"	"Unmarried"	"2"	22299
	"Oklahoma"	"40"	"2012"	"2012"	"Unknown or Not Stated"	"9"	0
	"Oklahoma"	"40"	"2012"	"2012"	"Not Reported"	"NR"	0
	"Oklahoma"	"40"	"2013"	"2013"	"Married"	"1"	30858
	"Oklahoma"	"40"	"2013"	"2013"	"Unmarried"	"2"	22511
	"Oklahoma"	"40"	"2013"	"2013"	"Unknown or Not Stated"	"9"	0
	"Oklahoma"	"40"	"2013"	"2013"	"Not Reported"	"NR"	0
	"Oklahoma"	"40"	"2014"	"2014"	"Married"	"1"	30827
	"Oklahoma"	"40"	"2014"	"2014"	"Unmarried"	"2"	22512
	"Oklahoma"	"40"	"2014"	"2014"	"Unknown or Not Stated"	"9"	0
	"Oklahoma"	"40"	"2014"	"2014"	"Not Reported"	"NR"	0
	"Oklahoma"	"40"	"2015"	"2015"	"Married"	"1"	30920
	"Oklahoma"	"40"	"2015"	"2015"	"Unmarried"	"2"	22202
	"Oklahoma"	"40"	"2015"	"2015"	"Unknown or Not Stated"	"9"	0
	"Oklahoma"	"40"	"2015"	"2015"	"Not Reported"	"NR"	0
	"Oklahoma"	"40"	"2016"	"2016"	"Married"	"1"	30367
	"Oklahoma"	"40"	"2016"	"2016"	"Unmarried"	"2"	22225
	"Oklahoma"	"40"	"2016"	"2016"	"Unknown or Not Stated"	"9"	0
	"Oklahoma"	"40"	"2016"	"2016"	"Not Reported"	"NR"	0
	"Oklahoma"	"40"	"2017"	"2017"	"Married"	"1"	29102
	"Oklahoma"	"40"	"2017"	"2017"	"Unmarried"	"2"	21105
	"Oklahoma"	"40"	"2017"	"2017"	"Unknown or Not Stated"	"9"	0
	"Oklahoma"	"40"	"2017"	"2017"	"Not Reported"	"NR"	Suppressed
	"Oklahoma"	"40"	"2018"	"2018"	"Married"	"1"	28780
	"Oklahoma"	"40"	"2018"	"2018"	"Unmarried"	"2"	21010
	"Oklahoma"	"40"	"2018"	"2018"	"Unknown or Not Stated"	"9"	0
	"Oklahoma"	"40"	"2018"	"2018"	"Not Reported"	"NR"	10
	"Oklahoma"	"40"	"2019"	"2019"	"Married"	"1"	27696
	"Oklahoma"	"40"	"2019"	"2019"	"Unmarried"	"2"	21436
	"Oklahoma"	"40"	"2019"	"2019"	"Unknown or Not Stated"	"9"	0
	"Oklahoma"	"40"	"2019"	"2019"	"Not Reported"	"NR"	11
	"Oklahoma"	"40"	"2020"	"2020"	"Married"	"1"	26465
	"Oklahoma"	"40"	"2020"	"2020"	"Unmarried"	"2"	21149
	"Oklahoma"	"40"	"2020"	"2020"	"Unknown or Not Stated"	"9"	0
	"Oklahoma"	"40"	"2020"	"2020"	"Not Reported"	"NR"	Suppressed
	"Oklahoma"	"40"	"2021"	"2021"	"Married"	"1"	26958
	"Oklahoma"	"40"	"2021"	"2021"	"Unmarried"	"2"	21443
	"Oklahoma"	"40"	"2021"	"2021"	"Unknown or Not Stated"	"9"	0
	"Oklahoma"	"40"	"2021"	"2021"	"Not Reported"	"NR"	Suppressed
	"Oklahoma"	"40"	"2022"	"2022"	"Married"	"1"	27142
	"Oklahoma"	"40"	"2022"	"2022"	"Unmarried"	"2"	21173
	"Oklahoma"	"40"	"2022"	"2022"	"Unknown or Not Stated"	"9"	0
	"Oklahoma"	"40"	"2022"	"2022"	"Not Reported"	"NR"	17
	"Oklahoma"	"40"	"2023"	"2023"	"Married"	"1"	26444
	"Oklahoma"	"40"	"2023"	"2023"	"Unmarried"	"2"	21456
	"Oklahoma"	"40"	"2023"	"2023"	"Unknown or Not Stated"	"9"	0
	"Oklahoma"	"40"	"2023"	"2023"	"Not Reported"	"NR"	Suppressed
	"Pennsylvania"	"42"	"2010"	"2010"	"Married"	"1"	83832
	"Pennsylvania"	"42"	"2010"	"2010"	"Unmarried"	"2"	59489
	"Pennsylvania"	"42"	"2010"	"2010"	"Unknown or Not Stated"	"9"	0
	"Pennsylvania"	"42"	"2010"	"2010"	"Not Reported"	"NR"	0
	"Pennsylvania"	"42"	"2011"	"2011"	"Married"	"1"	83417
	"Pennsylvania"	"42"	"2011"	"2011"	"Unmarried"	"2"	59761
	"Pennsylvania"	"42"	"2011"	"2011"	"Unknown or Not Stated"	"9"	0
	"Pennsylvania"	"42"	"2011"	"2011"	"Not Reported"	"NR"	0
	"Pennsylvania"	"42"	"2012"	"2012"	"Married"	"1"	82808
	"Pennsylvania"	"42"	"2012"	"2012"	"Unmarried"	"2"	59706
	"Pennsylvania"	"42"	"2012"	"2012"	"Unknown or Not Stated"	"9"	0
	"Pennsylvania"	"42"	"2012"	"2012"	"Not Reported"	"NR"	0
	"Pennsylvania"	"42"	"2013"	"2013"	"Married"	"1"	82318
	"Pennsylvania"	"42"	"2013"	"2013"	"Unmarried"	"2"	58603
	"Pennsylvania"	"42"	"2013"	"2013"	"Unknown or Not Stated"	"9"	0
	"Pennsylvania"	"42"	"2013"	"2013"	"Not Reported"	"NR"	0
	"Pennsylvania"	"42"	"2014"	"2014"	"Married"	"1"	83885
	"Pennsylvania"	"42"	"2014"	"2014"	"Unmarried"	"2"	58383
	"Pennsylvania"	"42"	"2014"	"2014"	"Unknown or Not Stated"	"9"	0
	"Pennsylvania"	"42"	"2014"	"2014"	"Not Reported"	"NR"	0
	"Pennsylvania"	"42"	"2015"	"2015"	"Married"	"1"	82966
	"Pennsylvania"	"42"	"2015"	"2015"	"Unmarried"	"2"	58081
	"Pennsylvania"	"42"	"2015"	"2015"	"Unknown or Not Stated"	"9"	0
	"Pennsylvania"	"42"	"2015"	"2015"	"Not Reported"	"NR"	0
	"Pennsylvania"	"42"	"2016"	"2016"	"Married"	"1"	82729
	"Pennsylvania"	"42"	"2016"	"2016"	"Unmarried"	"2"	56680
	"Pennsylvania"	"42"	"2016"	"2016"	"Unknown or Not Stated"	"9"	0
	"Pennsylvania"	"42"	"2016"	"2016"	"Not Reported"	"NR"	0
	"Pennsylvania"	"42"	"2017"	"2017"	"Married"	"1"	81285
	"Pennsylvania"	"42"	"2017"	"2017"	"Unmarried"	"2"	56451
	"Pennsylvania"	"42"	"2017"	"2017"	"Unknown or Not Stated"	"9"	0
	"Pennsylvania"	"42"	"2017"	"2017"	"Not Reported"	"NR"	Suppressed
	"Pennsylvania"	"42"	"2018"	"2018"	"Married"	"1"	80340
	"Pennsylvania"	"42"	"2018"	"2018"	"Unmarried"	"2"	55324
	"Pennsylvania"	"42"	"2018"	"2018"	"Unknown or Not Stated"	"9"	0
	"Pennsylvania"	"42"	"2018"	"2018"	"Not Reported"	"NR"	Suppressed
	"Pennsylvania"	"42"	"2019"	"2019"	"Married"	"1"	79366
	"Pennsylvania"	"42"	"2019"	"2019"	"Unmarried"	"2"	54854
	"Pennsylvania"	"42"	"2019"	"2019"	"Unknown or Not Stated"	"9"	0
	"Pennsylvania"	"42"	"2019"	"2019"	"Not Reported"	"NR"	10
	"Pennsylvania"	"42"	"2020"	"2020"	"Married"	"1"	77174
	"Pennsylvania"	"42"	"2020"	"2020"	"Unmarried"	"2"	53504
	"Pennsylvania"	"42"	"2020"	"2020"	"Unknown or Not Stated"	"9"	0
	"Pennsylvania"	"42"	"2020"	"2020"	"Not Reported"	"NR"	15
	"Pennsylvania"	"42"	"2021"	"2021"	"Married"	"1"	79943
	"Pennsylvania"	"42"	"2021"	"2021"	"Unmarried"	"2"	52666
	"Pennsylvania"	"42"	"2021"	"2021"	"Unknown or Not Stated"	"9"	0
	"Pennsylvania"	"42"	"2021"	"2021"	"Not Reported"	"NR"	13
	"Pennsylvania"	"42"	"2022"	"2022"	"Married"	"1"	79520
	"Pennsylvania"	"42"	"2022"	"2022"	"Unmarried"	"2"	50715
	"Pennsylvania"	"42"	"2022"	"2022"	"Unknown or Not Stated"	"9"	0
	"Pennsylvania"	"42"	"2022"	"2022"	"Not Reported"	"NR"	17
	"Pennsylvania"	"42"	"2023"	"2023"	"Married"	"1"	77729
	"Pennsylvania"	"42"	"2023"	"2023"	"Unmarried"	"2"	49205
	"Pennsylvania"	"42"	"2023"	"2023"	"Unknown or Not Stated"	"9"	0
	"Pennsylvania"	"42"	"2023"	"2023"	"Not Reported"	"NR"	17
	"South Carolina"	"45"	"2010"	"2010"	"Married"	"1"	30569
	"South Carolina"	"45"	"2010"	"2010"	"Unmarried"	"2"	27773
	"South Carolina"	"45"	"2010"	"2010"	"Unknown or Not Stated"	"9"	0
	"South Carolina"	"45"	"2010"	"2010"	"Not Reported"	"NR"	0
	"South Carolina"	"45"	"2011"	"2011"	"Married"	"1"	30375
	"South Carolina"	"45"	"2011"	"2011"	"Unmarried"	"2"	27018
	"South Carolina"	"45"	"2011"	"2011"	"Unknown or Not Stated"	"9"	0
	"South Carolina"	"45"	"2011"	"2011"	"Not Reported"	"NR"	0
	"South Carolina"	"45"	"2012"	"2012"	"Married"	"1"	29753
	"South Carolina"	"45"	"2012"	"2012"	"Unmarried"	"2"	27402
	"South Carolina"	"45"	"2012"	"2012"	"Unknown or Not Stated"	"9"	0
	"South Carolina"	"45"	"2012"	"2012"	"Not Reported"	"NR"	0
	"South Carolina"	"45"	"2013"	"2013"	"Married"	"1"	29916
	"South Carolina"	"45"	"2013"	"2013"	"Unmarried"	"2"	26879
	"South Carolina"	"45"	"2013"	"2013"	"Unknown or Not Stated"	"9"	0
	"South Carolina"	"45"	"2013"	"2013"	"Not Reported"	"NR"	0
	"South Carolina"	"45"	"2014"	"2014"	"Married"	"1"	30366
	"South Carolina"	"45"	"2014"	"2014"	"Unmarried"	"2"	27261
	"South Carolina"	"45"	"2014"	"2014"	"Unknown or Not Stated"	"9"	0
	"South Carolina"	"45"	"2014"	"2014"	"Not Reported"	"NR"	0
	"South Carolina"	"45"	"2015"	"2015"	"Married"	"1"	31096
	"South Carolina"	"45"	"2015"	"2015"	"Unmarried"	"2"	27043
	"South Carolina"	"45"	"2015"	"2015"	"Unknown or Not Stated"	"9"	0
	"South Carolina"	"45"	"2015"	"2015"	"Not Reported"	"NR"	0
	"South Carolina"	"45"	"2016"	"2016"	"Married"	"1"	31377
	"South Carolina"	"45"	"2016"	"2016"	"Unmarried"	"2"	25965
	"South Carolina"	"45"	"2016"	"2016"	"Unknown or Not Stated"	"9"	0
	"South Carolina"	"45"	"2016"	"2016"	"Not Reported"	"NR"	0
	"South Carolina"	"45"	"2017"	"2017"	"Married"	"1"	30723
	"South Carolina"	"45"	"2017"	"2017"	"Unmarried"	"2"	26298
	"South Carolina"	"45"	"2017"	"2017"	"Unknown or Not Stated"	"9"	0
	"South Carolina"	"45"	"2017"	"2017"	"Not Reported"	"NR"	Suppressed
	"South Carolina"	"45"	"2018"	"2018"	"Married"	"1"	30508
	"South Carolina"	"45"	"2018"	"2018"	"Unmarried"	"2"	26157
	"South Carolina"	"45"	"2018"	"2018"	"Unknown or Not Stated"	"9"	0
	"South Carolina"	"45"	"2018"	"2018"	"Not Reported"	"NR"	Suppressed
	"South Carolina"	"45"	"2019"	"2019"	"Married"	"1"	30419
	"South Carolina"	"45"	"2019"	"2019"	"Unmarried"	"2"	26614
	"South Carolina"	"45"	"2019"	"2019"	"Unknown or Not Stated"	"9"	0
	"South Carolina"	"45"	"2019"	"2019"	"Not Reported"	"NR"	Suppressed
	"South Carolina"	"45"	"2020"	"2020"	"Married"	"1"	29716
	"South Carolina"	"45"	"2020"	"2020"	"Unmarried"	"2"	25976
	"South Carolina"	"45"	"2020"	"2020"	"Unknown or Not Stated"	"9"	0
	"South Carolina"	"45"	"2020"	"2020"	"Not Reported"	"NR"	12
	"South Carolina"	"45"	"2021"	"2021"	"Married"	"1"	31298
	"South Carolina"	"45"	"2021"	"2021"	"Unmarried"	"2"	25876
	"South Carolina"	"45"	"2021"	"2021"	"Unknown or Not Stated"	"9"	0
	"South Carolina"	"45"	"2021"	"2021"	"Not Reported"	"NR"	11
	"South Carolina"	"45"	"2022"	"2022"	"Married"	"1"	31775
	"South Carolina"	"45"	"2022"	"2022"	"Unmarried"	"2"	26036
	"South Carolina"	"45"	"2022"	"2022"	"Unknown or Not Stated"	"9"	0
	"South Carolina"	"45"	"2022"	"2022"	"Not Reported"	"NR"	Suppressed
	"South Carolina"	"45"	"2023"	"2023"	"Married"	"1"	31809
	"South Carolina"	"45"	"2023"	"2023"	"Unmarried"	"2"	25908
	"South Carolina"	"45"	"2023"	"2023"	"Unknown or Not Stated"	"9"	0
	"South Carolina"	"45"	"2023"	"2023"	"Not Reported"	"NR"	12
	"Texas"	"48"	"2010"	"2010"	"Married"	"1"	222470
	"Texas"	"48"	"2010"	"2010"	"Unmarried"	"2"	163648
	"Texas"	"48"	"2010"	"2010"	"Unknown or Not Stated"	"9"	0
	"Texas"	"48"	"2010"	"2010"	"Not Reported"	"NR"	0
	"Texas"	"48"	"2011"	"2011"	"Married"	"1"	218737
	"Texas"	"48"	"2011"	"2011"	"Unmarried"	"2"	158708
	"Texas"	"48"	"2011"	"2011"	"Unknown or Not Stated"	"9"	0
	"Texas"	"48"	"2011"	"2011"	"Not Reported"	"NR"	0
	"Texas"	"48"	"2012"	"2012"	"Married"	"1"	221619
	"Texas"	"48"	"2012"	"2012"	"Unmarried"	"2"	161108
	"Texas"	"48"	"2012"	"2012"	"Unknown or Not Stated"	"9"	0
	"Texas"	"48"	"2012"	"2012"	"Not Reported"	"NR"	0
	"Texas"	"48"	"2013"	"2013"	"Married"	"1"	223705
	"Texas"	"48"	"2013"	"2013"	"Unmarried"	"2"	163635
	"Texas"	"48"	"2013"	"2013"	"Unknown or Not Stated"	"9"	0
	"Texas"	"48"	"2013"	"2013"	"Not Reported"	"NR"	0
	"Texas"	"48"	"2014"	"2014"	"Married"	"1"	233012
	"Texas"	"48"	"2014"	"2014"	"Unmarried"	"2"	166754
	"Texas"	"48"	"2014"	"2014"	"Unknown or Not Stated"	"9"	0
	"Texas"	"48"	"2014"	"2014"	"Not Reported"	"NR"	0
	"Texas"	"48"	"2015"	"2015"	"Married"	"1"	236102
	"Texas"	"48"	"2015"	"2015"	"Unmarried"	"2"	167516
	"Texas"	"48"	"2015"	"2015"	"Unknown or Not Stated"	"9"	0
	"Texas"	"48"	"2015"	"2015"	"Not Reported"	"NR"	0
	"Texas"	"48"	"2016"	"2016"	"Married"	"1"	233496
	"Texas"	"48"	"2016"	"2016"	"Unmarried"	"2"	164551
	"Texas"	"48"	"2016"	"2016"	"Unknown or Not Stated"	"9"	0
	"Texas"	"48"	"2016"	"2016"	"Not Reported"	"NR"	0
	"Texas"	"48"	"2017"	"2017"	"Married"	"1"	225447
	"Texas"	"48"	"2017"	"2017"	"Unmarried"	"2"	156515
	"Texas"	"48"	"2017"	"2017"	"Unknown or Not Stated"	"9"	0
	"Texas"	"48"	"2017"	"2017"	"Not Reported"	"NR"	88
	"Texas"	"48"	"2018"	"2018"	"Married"	"1"	223883
	"Texas"	"48"	"2018"	"2018"	"Unmarried"	"2"	154645
	"Texas"	"48"	"2018"	"2018"	"Unknown or Not Stated"	"9"	0
	"Texas"	"48"	"2018"	"2018"	"Not Reported"	"NR"	96
	"Texas"	"48"	"2019"	"2019"	"Married"	"1"	221191
	"Texas"	"48"	"2019"	"2019"	"Unmarried"	"2"	156307
	"Texas"	"48"	"2019"	"2019"	"Unknown or Not Stated"	"9"	0
	"Texas"	"48"	"2019"	"2019"	"Not Reported"	"NR"	101
	"Texas"	"48"	"2020"	"2020"	"Married"	"1"	214773
	"Texas"	"48"	"2020"	"2020"	"Unmarried"	"2"	153363
	"Texas"	"48"	"2020"	"2020"	"Unknown or Not Stated"	"9"	0
	"Texas"	"48"	"2020"	"2020"	"Not Reported"	"NR"	54
	"Texas"	"48"	"2021"	"2021"	"Married"	"1"	219158
	"Texas"	"48"	"2021"	"2021"	"Unmarried"	"2"	154333
	"Texas"	"48"	"2021"	"2021"	"Unknown or Not Stated"	"9"	0
	"Texas"	"48"	"2021"	"2021"	"Not Reported"	"NR"	103
	"Texas"	"48"	"2022"	"2022"	"Married"	"1"	227048
	"Texas"	"48"	"2022"	"2022"	"Unmarried"	"2"	162580
	"Texas"	"48"	"2022"	"2022"	"Unknown or Not Stated"	"9"	0
	"Texas"	"48"	"2022"	"2022"	"Not Reported"	"NR"	113
	"Texas"	"48"	"2023"	"2023"	"Married"	"1"	224600
	"Texas"	"48"	"2023"	"2023"	"Unmarried"	"2"	163236
	"Texas"	"48"	"2023"	"2023"	"Unknown or Not Stated"	"9"	0
	"Texas"	"48"	"2023"	"2023"	"Not Reported"	"NR"	109
	"Washington"	"53"	"2010"	"2010"	"Married"	"1"	57974
	"Washington"	"53"	"2010"	"2010"	"Unmarried"	"2"	28565
	"Washington"	"53"	"2010"	"2010"	"Unknown or Not Stated"	"9"	0
	"Washington"	"53"	"2010"	"2010"	"Not Reported"	"NR"	0
	"Washington"	"53"	"2011"	"2011"	"Married"	"1"	58421
	"Washington"	"53"	"2011"	"2011"	"Unmarried"	"2"	28555
	"Washington"	"53"	"2011"	"2011"	"Unknown or Not Stated"	"9"	0
	"Washington"	"53"	"2011"	"2011"	"Not Reported"	"NR"	0
	"Washington"	"53"	"2012"	"2012"	"Married"	"1"	59051
	"Washington"	"53"	"2012"	"2012"	"Unmarried"	"2"	28412
	"Washington"	"53"	"2012"	"2012"	"Unknown or Not Stated"	"9"	0
	"Washington"	"53"	"2012"	"2012"	"Not Reported"	"NR"	0
	"Washington"	"53"	"2013"	"2013"	"Married"	"1"	58222
	"Washington"	"53"	"2013"	"2013"	"Unmarried"	"2"	28355
	"Washington"	"53"	"2013"	"2013"	"Unknown or Not Stated"	"9"	0
	"Washington"	"53"	"2013"	"2013"	"Not Reported"	"NR"	0
	"Washington"	"53"	"2014"	"2014"	"Married"	"1"	60135
	"Washington"	"53"	"2014"	"2014"	"Unmarried"	"2"	28450
	"Washington"	"53"	"2014"	"2014"	"Unknown or Not Stated"	"9"	0
	"Washington"	"53"	"2014"	"2014"	"Not Reported"	"NR"	0
	"Washington"	"53"	"2015"	"2015"	"Married"	"1"	60414
	"Washington"	"53"	"2015"	"2015"	"Unmarried"	"2"	28576
	"Washington"	"53"	"2015"	"2015"	"Unknown or Not Stated"	"9"	0
	"Washington"	"53"	"2015"	"2015"	"Not Reported"	"NR"	0
	"Washington"	"53"	"2016"	"2016"	"Married"	"1"	61770
	"Washington"	"53"	"2016"	"2016"	"Unmarried"	"2"	28735
	"Washington"	"53"	"2016"	"2016"	"Unknown or Not Stated"	"9"	0
	"Washington"	"53"	"2016"	"2016"	"Not Reported"	"NR"	0
	"Washington"	"53"	"2017"	"2017"	"Married"	"1"	59844
	"Washington"	"53"	"2017"	"2017"	"Unmarried"	"2"	27665
	"Washington"	"53"	"2017"	"2017"	"Unknown or Not Stated"	"9"	0
	"Washington"	"53"	"2017"	"2017"	"Not Reported"	"NR"	53
	"Washington"	"53"	"2018"	"2018"	"Married"	"1"	59282
	"Washington"	"53"	"2018"	"2018"	"Unmarried"	"2"	26760
	"Washington"	"53"	"2018"	"2018"	"Unknown or Not Stated"	"9"	0
	"Washington"	"53"	"2018"	"2018"	"Not Reported"	"NR"	43
	"Washington"	"53"	"2019"	"2019"	"Married"	"1"	58266
	"Washington"	"53"	"2019"	"2019"	"Unmarried"	"2"	26588
	"Washington"	"53"	"2019"	"2019"	"Unknown or Not Stated"	"9"	0
	"Washington"	"53"	"2019"	"2019"	"Not Reported"	"NR"	41
	"Washington"	"53"	"2020"	"2020"	"Married"	"1"	56737
	"Washington"	"53"	"2020"	"2020"	"Unmarried"	"2"	26288
	"Washington"	"53"	"2020"	"2020"	"Unknown or Not Stated"	"9"	0
	"Washington"	"53"	"2020"	"2020"	"Not Reported"	"NR"	61
	"Washington"	"53"	"2021"	"2021"	"Married"	"1"	57369
	"Washington"	"53"	"2021"	"2021"	"Unmarried"	"2"	26489
	"Washington"	"53"	"2021"	"2021"	"Unknown or Not Stated"	"9"	0
	"Washington"	"53"	"2021"	"2021"	"Not Reported"	"NR"	53
	"Washington"	"53"	"2022"	"2022"	"Married"	"1"	56915
	"Washington"	"53"	"2022"	"2022"	"Unmarried"	"2"	26363
	"Washington"	"53"	"2022"	"2022"	"Unknown or Not Stated"	"9"	0
	"Washington"	"53"	"2022"	"2022"	"Not Reported"	"NR"	55
	"Washington"	"53"	"2023"	"2023"	"Married"	"1"	55155
	"Washington"	"53"	"2023"	"2023"	"Unmarried"	"2"	25723
	"Washington"	"53"	"2023"	"2023"	"Unknown or Not Stated"	"9"	0
	"Washington"	"53"	"2023"	"2023"	"Not Reported"	"NR"	54
"---"
"Dataset: Natality, 2007-2023"
"Query Parameters:"
"States: Arizona (04); Arkansas (05); California (06); Florida (12); Georgia (13); Illinois (17); Indiana (18); Maryland (24);"
"Michigan (26); Missouri (29); New Jersey (34); New York (36); North Carolina (37); Ohio (39); Oklahoma (40); Pennsylvania (42);"
"South Carolina (45); Texas (48); Washington (53)"
"Year: 2010; 2011; 2012; 2013; 2014; 2015; 2016; 2017; 2018; 2019; 2020; 2021; 2022; 2023"
"Group By: State; Year; Marital Status"
"Show Totals: Disabled"
"Show Zero Values: True"
"Show Suppressed: True"
"Calculate Rates Per: 1,000"
"Population Option: No populations shown because rates were not selected."
"---"
"Help: See http://wonder.cdc.gov/wonder/help/natality.html for more information."
"---"
"Query Date: Mar 26, 2025 3:07:23 AM"
"---"
"Suggested Citation: Centers for Disease Control and Prevention, National Center for Health Statistics. National Vital Statistics"
"System, Natality on CDC WONDER Online Database. Data are from the Natality Records 2007-2023, as compiled from data provided by"
"the 57 vital statistics jurisdictions through the Vital Statistics Cooperative Program. Accessed at"
"http://wonder.cdc.gov/natality-current.html on Mar 26, 2025 3:07:23 AM"
"---"
Messages:
"1. Totals are not available for these results due to suppression constraints. More Information:"
"http://wonder.cdc.gov/wonder/help/faq.html#Privacy."
"---"
Caveats:
"1. 'Suppressed' appears when the data do not meet the criteria for confidentiality constraints. More information:"
"http://wonder.cdc.gov/wonder/help/natality.html#Assurance of Confidentiality."
"2. Each birth record represents one liveborn infant."
"3. Beginning in 2017, due to state statutory restrictions, California no longer provides record-level data on the marital status"
"of the mother for births occurring in California to California residents and non-residents (including residents of other"
"states). For these births, Marital Status is coded as ""Not Reported."""
