"Notes"	"Census Division"	"Census Division Code"	"Year"	"Year Code"	"Medical Attendant"	"Medical Attendant Code"	Births
	"Division 6: East South Central"	"CENS-D6"	"2016"	"2016"	"Certified Nurse Midwife(CNM/CM)"	"3"	11117
	"Division 6: East South Central"	"CENS-D6"	"2016"	"2016"	"Other Midwife"	"4"	1271
	"Division 6: East South Central"	"CENS-D6"	"2016"	"2016"	"Other"	"5"	1381
	"Division 6: East South Central"	"CENS-D6"	"2016"	"2016"	"Unknown or not stated"	"9"	117
	"Division 6: East South Central"	"CENS-D6"	"2016"	"2016"	"Not Reported"	"100"	0
	"Division 6: East South Central"	"CENS-D6"	"2017"	"2017"	"Doctor of Medicine(MD)"	"1"	208271
	"Division 6: East South Central"	"CENS-D6"	"2017"	"2017"	"Doctor of Osteopathy(DO)"	"2"	9474
	"Division 6: East South Central"	"CENS-D6"	"2017"	"2017"	"Certified Nurse Midwife(CNM/CM)"	"3"	11155
	"Division 6: East South Central"	"CENS-D6"	"2017"	"2017"	"Other Midwife"	"4"	1302
	"Division 6: East South Central"	"CENS-D6"	"2017"	"2017"	"Other"	"5"	1551
	"Division 6: East South Central"	"CENS-D6"	"2017"	"2017"	"Unknown or not stated"	"9"	313
	"Division 6: East South Central"	"CENS-D6"	"2017"	"2017"	"Not Reported"	"100"	0
	"Division 6: East South Central"	"CENS-D6"	"2018"	"2018"	"Doctor of Medicine(MD)"	"1"	204053
	"Division 6: East South Central"	"CENS-D6"	"2018"	"2018"	"Doctor of Osteopathy(DO)"	"2"	10359
	"Division 6: East South Central"	"CENS-D6"	"2018"	"2018"	"Certified Nurse Midwife(CNM/CM)"	"3"	11739
	"Division 6: East South Central"	"CENS-D6"	"2018"	"2018"	"Other Midwife"	"4"	1345
	"Division 6: East South Central"	"CENS-D6"	"2018"	"2018"	"Other"	"5"	1650
	"Division 6: East South Central"	"CENS-D6"	"2018"	"2018"	"Unknown or not stated"	"9"	288
	"Division 6: East South Central"	"CENS-D6"	"2018"	"2018"	"Not Reported"	"100"	0
	"Division 6: East South Central"	"CENS-D6"	"2019"	"2019"	"Doctor of Medicine(MD)"	"1"	201082
	"Division 6: East South Central"	"CENS-D6"	"2019"	"2019"	"Doctor of Osteopathy(DO)"	"2"	12298
	"Division 6: East South Central"	"CENS-D6"	"2019"	"2019"	"Certified Nurse Midwife(CNM/CM)"	"3"	12850
	"Division 6: East South Central"	"CENS-D6"	"2019"	"2019"	"Other Midwife"	"4"	1095
	"Division 6: East South Central"	"CENS-D6"	"2019"	"2019"	"Other"	"5"	1322
	"Division 6: East South Central"	"CENS-D6"	"2019"	"2019"	"Unknown or not stated"	"9"	123
	"Division 6: East South Central"	"CENS-D6"	"2019"	"2019"	"Not Reported"	"100"	0
	"Division 6: East South Central"	"CENS-D6"	"2020"	"2020"	"Doctor of Medicine(MD)"	"1"	193240
	"Division 6: East South Central"	"CENS-D6"	"2020"	"2020"	"Doctor of Osteopathy(DO)"	"2"	14075
	"Division 6: East South Central"	"CENS-D6"	"2020"	"2020"	"Certified Nurse Midwife(CNM/CM)"	"3"	14202
	"Division 6: East South Central"	"CENS-D6"	"2020"	"2020"	"Other Midwife"	"4"	985
	"Division 6: East South Central"	"CENS-D6"	"2020"	"2020"	"Other"	"5"	974
	"Division 6: East South Central"	"CENS-D6"	"2020"	"2020"	"Not Reported"	"100"	0
	"Division 6: East South Central"	"CENS-D6"	"2021"	"2021"	"Doctor of Medicine(MD)"	"1"	193113
	"Division 6: East South Central"	"CENS-D6"	"2021"	"2021"	"Doctor of Osteopathy(DO)"	"2"	15753
	"Division 6: East South Central"	"CENS-D6"	"2021"	"2021"	"Certified Nurse Midwife(CNM/CM)"	"3"	15651
	"Division 6: East South Central"	"CENS-D6"	"2021"	"2021"	"Other Midwife"	"4"	1245
	"Division 6: East South Central"	"CENS-D6"	"2021"	"2021"	"Other"	"5"	1376
	"Division 6: East South Central"	"CENS-D6"	"2021"	"2021"	"Not Reported"	"100"	0
	"Division 6: East South Central"	"CENS-D6"	"2022"	"2022"	"Doctor of Medicine(MD)"	"1"	191134
	"Division 6: East South Central"	"CENS-D6"	"2022"	"2022"	"Doctor of Osteopathy(DO)"	"2"	16502
	"Division 6: East South Central"	"CENS-D6"	"2022"	"2022"	"Certified Nurse Midwife(CNM/CM)"	"3"	17053
	"Division 6: East South Central"	"CENS-D6"	"2022"	"2022"	"Other Midwife"	"4"	1338
	"Division 6: East South Central"	"CENS-D6"	"2022"	"2022"	"Other"	"5"	1373
	"Division 6: East South Central"	"CENS-D6"	"2022"	"2022"	"Not Reported"	"100"	0
	"Division 6: East South Central"	"CENS-D6"	"2023"	"2023"	"Doctor of Medicine(MD)"	"1"	188803
	"Division 6: East South Central"	"CENS-D6"	"2023"	"2023"	"Doctor of Osteopathy(DO)"	"2"	17220
	"Division 6: East South Central"	"CENS-D6"	"2023"	"2023"	"Certified Nurse Midwife(CNM/CM)"	"3"	18542
	"Division 6: East South Central"	"CENS-D6"	"2023"	"2023"	"Other Midwife"	"4"	1487
	"Division 6: East South Central"	"CENS-D6"	"2023"	"2023"	"Other"	"5"	1262
	"Division 6: East South Central"	"CENS-D6"	"2023"	"2023"	"Not Reported"	"100"	0
	"Division 7: West South Central"	"CENS-D7"	"2010"	"2010"	"Doctor of Medicine(MD)"	"1"	487671
	"Division 7: West South Central"	"CENS-D7"	"2010"	"2010"	"Doctor of Osteopathy(DO)"	"2"	29620
	"Division 7: West South Central"	"CENS-D7"	"2010"	"2010"	"Certified Nurse Midwife(CNM/CM)"	"3"	16159
	"Division 7: West South Central"	"CENS-D7"	"2010"	"2010"	"Other Midwife"	"4"	2471
	"Division 7: West South Central"	"CENS-D7"	"2010"	"2010"	"Other"	"5"	3584
	"Division 7: West South Central"	"CENS-D7"	"2010"	"2010"	"Unknown or not stated"	"9"	770
	"Division 7: West South Central"	"CENS-D7"	"2010"	"2010"	"Not Reported"	"100"	0
	"Division 7: West South Central"	"CENS-D7"	"2011"	"2011"	"Doctor of Medicine(MD)"	"1"	477645
	"Division 7: West South Central"	"CENS-D7"	"2011"	"2011"	"Doctor of Osteopathy(DO)"	"2"	29333
	"Division 7: West South Central"	"CENS-D7"	"2011"	"2011"	"Certified Nurse Midwife(CNM/CM)"	"3"	15713
	"Division 7: West South Central"	"CENS-D7"	"2011"	"2011"	"Other Midwife"	"4"	2717
	"Division 7: West South Central"	"CENS-D7"	"2011"	"2011"	"Other"	"5"	4127
	"Division 7: West South Central"	"CENS-D7"	"2011"	"2011"	"Unknown or not stated"	"9"	785
	"Division 7: West South Central"	"CENS-D7"	"2011"	"2011"	"Not Reported"	"100"	0
	"Division 7: West South Central"	"CENS-D7"	"2012"	"2012"	"Doctor of Medicine(MD)"	"1"	482768
	"Division 7: West South Central"	"CENS-D7"	"2012"	"2012"	"Doctor of Osteopathy(DO)"	"2"	31067
	"Division 7: West South Central"	"CENS-D7"	"2012"	"2012"	"Certified Nurse Midwife(CNM/CM)"	"3"	15958
	"Division 7: West South Central"	"CENS-D7"	"2012"	"2012"	"Other Midwife"	"4"	3110
	"Division 7: West South Central"	"CENS-D7"	"2012"	"2012"	"Other"	"5"	3319
	"Division 7: West South Central"	"CENS-D7"	"2012"	"2012"	"Unknown or not stated"	"9"	245
	"Division 7: West South Central"	"CENS-D7"	"2012"	"2012"	"Not Reported"	"100"	0
	"Division 7: West South Central"	"CENS-D7"	"2013"	"2013"	"Doctor of Medicine(MD)"	"1"	485454
	"Division 7: West South Central"	"CENS-D7"	"2013"	"2013"	"Doctor of Osteopathy(DO)"	"2"	33328
	"Division 7: West South Central"	"CENS-D7"	"2013"	"2013"	"Certified Nurse Midwife(CNM/CM)"	"3"	16257
	"Division 7: West South Central"	"CENS-D7"	"2013"	"2013"	"Other Midwife"	"4"	3237
	"Division 7: West South Central"	"CENS-D7"	"2013"	"2013"	"Other"	"5"	3202
	"Division 7: West South Central"	"CENS-D7"	"2013"	"2013"	"Unknown or not stated"	"9"	264
	"Division 7: West South Central"	"CENS-D7"	"2013"	"2013"	"Not Reported"	"100"	0
	"Division 7: West South Central"	"CENS-D7"	"2014"	"2014"	"Doctor of Medicine(MD)"	"1"	494372
	"Division 7: West South Central"	"CENS-D7"	"2014"	"2014"	"Doctor of Osteopathy(DO)"	"2"	36578
	"Division 7: West South Central"	"CENS-D7"	"2014"	"2014"	"Certified Nurse Midwife(CNM/CM)"	"3"	17030
	"Division 7: West South Central"	"CENS-D7"	"2014"	"2014"	"Other Midwife"	"4"	3871
	"Division 7: West South Central"	"CENS-D7"	"2014"	"2014"	"Other"	"5"	3932
	"Division 7: West South Central"	"CENS-D7"	"2014"	"2014"	"Unknown or not stated"	"9"	330
	"Division 7: West South Central"	"CENS-D7"	"2014"	"2014"	"Not Reported"	"100"	0
	"Division 7: West South Central"	"CENS-D7"	"2015"	"2015"	"Doctor of Medicine(MD)"	"1"	497043
	"Division 7: West South Central"	"CENS-D7"	"2015"	"2015"	"Doctor of Osteopathy(DO)"	"2"	38359
	"Division 7: West South Central"	"CENS-D7"	"2015"	"2015"	"Certified Nurse Midwife(CNM/CM)"	"3"	17080
	"Division 7: West South Central"	"CENS-D7"	"2015"	"2015"	"Other Midwife"	"4"	3959
	"Division 7: West South Central"	"CENS-D7"	"2015"	"2015"	"Other"	"5"	3474
	"Division 7: West South Central"	"CENS-D7"	"2015"	"2015"	"Unknown or not stated"	"9"	403
	"Division 7: West South Central"	"CENS-D7"	"2015"	"2015"	"Not Reported"	"100"	0
	"Division 7: West South Central"	"CENS-D7"	"2016"	"2016"	"Doctor of Medicine(MD)"	"1"	488621
	"Division 7: West South Central"	"CENS-D7"	"2016"	"2016"	"Doctor of Osteopathy(DO)"	"2"	38318
	"Division 7: West South Central"	"CENS-D7"	"2016"	"2016"	"Certified Nurse Midwife(CNM/CM)"	"3"	17469
	"Division 7: West South Central"	"CENS-D7"	"2016"	"2016"	"Other Midwife"	"4"	4274
	"Division 7: West South Central"	"CENS-D7"	"2016"	"2016"	"Other"	"5"	2940
	"Division 7: West South Central"	"CENS-D7"	"2016"	"2016"	"Unknown or not stated"	"9"	469
	"Division 7: West South Central"	"CENS-D7"	"2016"	"2016"	"Not Reported"	"100"	0
	"Division 7: West South Central"	"CENS-D7"	"2017"	"2017"	"Doctor of Medicine(MD)"	"1"	468755
	"Division 7: West South Central"	"CENS-D7"	"2017"	"2017"	"Doctor of Osteopathy(DO)"	"2"	37181
	"Division 7: West South Central"	"CENS-D7"	"2017"	"2017"	"Certified Nurse Midwife(CNM/CM)"	"3"	16884
	"Division 7: West South Central"	"CENS-D7"	"2017"	"2017"	"Other Midwife"	"4"	4461
	"Division 7: West South Central"	"CENS-D7"	"2017"	"2017"	"Other"	"5"	2925
	"Division 7: West South Central"	"CENS-D7"	"2017"	"2017"	"Unknown or not stated"	"9"	596
	"Division 7: West South Central"	"CENS-D7"	"2017"	"2017"	"Not Reported"	"100"	0
	"Division 7: West South Central"	"CENS-D7"	"2018"	"2018"	"Doctor of Medicine(MD)"	"1"	461661
	"Division 7: West South Central"	"CENS-D7"	"2018"	"2018"	"Doctor of Osteopathy(DO)"	"2"	38207
	"Division 7: West South Central"	"CENS-D7"	"2018"	"2018"	"Certified Nurse Midwife(CNM/CM)"	"3"	17403
	"Division 7: West South Central"	"CENS-D7"	"2018"	"2018"	"Other Midwife"	"4"	4363
	"Division 7: West South Central"	"CENS-D7"	"2018"	"2018"	"Other"	"5"	3128
	"Division 7: West South Central"	"CENS-D7"	"2018"	"2018"	"Unknown or not stated"	"9"	295
	"Division 7: West South Central"	"CENS-D7"	"2018"	"2018"	"Not Reported"	"100"	0
	"Division 7: West South Central"	"CENS-D7"	"2019"	"2019"	"Doctor of Medicine(MD)"	"1"	455811
	"Division 7: West South Central"	"CENS-D7"	"2019"	"2019"	"Doctor of Osteopathy(DO)"	"2"	38512
	"Division 7: West South Central"	"CENS-D7"	"2019"	"2019"	"Certified Nurse Midwife(CNM/CM)"	"3"	15267
	"Division 7: West South Central"	"CENS-D7"	"2019"	"2019"	"Other Midwife"	"4"	6859
	"Division 7: West South Central"	"CENS-D7"	"2019"	"2019"	"Other"	"5"	5705
	"Division 7: West South Central"	"CENS-D7"	"2019"	"2019"	"Unknown or not stated"	"9"	93
	"Division 7: West South Central"	"CENS-D7"	"2019"	"2019"	"Not Reported"	"100"	0
	"Division 7: West South Central"	"CENS-D7"	"2020"	"2020"	"Doctor of Medicine(MD)"	"1"	440392
	"Division 7: West South Central"	"CENS-D7"	"2020"	"2020"	"Doctor of Osteopathy(DO)"	"2"	38360
	"Division 7: West South Central"	"CENS-D7"	"2020"	"2020"	"Certified Nurse Midwife(CNM/CM)"	"3"	15245
	"Division 7: West South Central"	"CENS-D7"	"2020"	"2020"	"Other Midwife"	"4"	7910
	"Division 7: West South Central"	"CENS-D7"	"2020"	"2020"	"Other"	"5"	6307
	"Division 7: West South Central"	"CENS-D7"	"2020"	"2020"	"Unknown or not stated"	"9"	178
	"Division 7: West South Central"	"CENS-D7"	"2020"	"2020"	"Not Reported"	"100"	0
	"Division 7: West South Central"	"CENS-D7"	"2021"	"2021"	"Doctor of Medicine(MD)"	"1"	442348
	"Division 7: West South Central"	"CENS-D7"	"2021"	"2021"	"Doctor of Osteopathy(DO)"	"2"	39808
	"Division 7: West South Central"	"CENS-D7"	"2021"	"2021"	"Certified Nurse Midwife(CNM/CM)"	"3"	16351
	"Division 7: West South Central"	"CENS-D7"	"2021"	"2021"	"Other Midwife"	"4"	8216
	"Division 7: West South Central"	"CENS-D7"	"2021"	"2021"	"Other"	"5"	8509
	"Division 7: West South Central"	"CENS-D7"	"2021"	"2021"	"Unknown or not stated"	"9"	174
	"Division 7: West South Central"	"CENS-D7"	"2021"	"2021"	"Not Reported"	"100"	0
	"Division 7: West South Central"	"CENS-D7"	"2022"	"2022"	"Doctor of Medicine(MD)"	"1"	455351
	"Division 7: West South Central"	"CENS-D7"	"2022"	"2022"	"Doctor of Osteopathy(DO)"	"2"	40896
	"Division 7: West South Central"	"CENS-D7"	"2022"	"2022"	"Certified Nurse Midwife(CNM/CM)"	"3"	16850
	"Division 7: West South Central"	"CENS-D7"	"2022"	"2022"	"Other Midwife"	"4"	8456
	"Division 7: West South Central"	"CENS-D7"	"2022"	"2022"	"Other"	"5"	8117
	"Division 7: West South Central"	"CENS-D7"	"2022"	"2022"	"Unknown or not stated"	"9"	353
	"Division 7: West South Central"	"CENS-D7"	"2022"	"2022"	"Not Reported"	"100"	0
	"Division 7: West South Central"	"CENS-D7"	"2023"	"2023"	"Doctor of Medicine(MD)"	"1"	447509
	"Division 7: West South Central"	"CENS-D7"	"2023"	"2023"	"Doctor of Osteopathy(DO)"	"2"	43135
	"Division 7: West South Central"	"CENS-D7"	"2023"	"2023"	"Certified Nurse Midwife(CNM/CM)"	"3"	16980
	"Division 7: West South Central"	"CENS-D7"	"2023"	"2023"	"Other Midwife"	"4"	8855
	"Division 7: West South Central"	"CENS-D7"	"2023"	"2023"	"Other"	"5"	9097
	"Division 7: West South Central"	"CENS-D7"	"2023"	"2023"	"Unknown or not stated"	"9"	469
	"Division 7: West South Central"	"CENS-D7"	"2023"	"2023"	"Not Reported"	"100"	0
	"Division 8: Mountain"	"CENS-D8"	"2010"	"2010"	"Doctor of Medicine(MD)"	"1"	259386
	"Division 8: Mountain"	"CENS-D8"	"2010"	"2010"	"Doctor of Osteopathy(DO)"	"2"	18311
	"Division 8: Mountain"	"CENS-D8"	"2010"	"2010"	"Certified Nurse Midwife(CNM/CM)"	"3"	28635
	"Division 8: Mountain"	"CENS-D8"	"2010"	"2010"	"Other Midwife"	"4"	4525
	"Division 8: Mountain"	"CENS-D8"	"2010"	"2010"	"Other"	"5"	1813
	"Division 8: Mountain"	"CENS-D8"	"2010"	"2010"	"Unknown or not stated"	"9"	18
	"Division 8: Mountain"	"CENS-D8"	"2010"	"2010"	"Not Reported"	"100"	0
	"Division 8: Mountain"	"CENS-D8"	"2011"	"2011"	"Doctor of Medicine(MD)"	"1"	253312
	"Division 8: Mountain"	"CENS-D8"	"2011"	"2011"	"Doctor of Osteopathy(DO)"	"2"	18208
	"Division 8: Mountain"	"CENS-D8"	"2011"	"2011"	"Certified Nurse Midwife(CNM/CM)"	"3"	27825
	"Division 8: Mountain"	"CENS-D8"	"2011"	"2011"	"Other Midwife"	"4"	5050
	"Division 8: Mountain"	"CENS-D8"	"2011"	"2011"	"Other"	"5"	1759
	"Division 8: Mountain"	"CENS-D8"	"2011"	"2011"	"Unknown or not stated"	"9"	25
	"Division 8: Mountain"	"CENS-D8"	"2011"	"2011"	"Not Reported"	"100"	0
	"Division 8: Mountain"	"CENS-D8"	"2012"	"2012"	"Doctor of Medicine(MD)"	"1"	253511
	"Division 8: Mountain"	"CENS-D8"	"2012"	"2012"	"Doctor of Osteopathy(DO)"	"2"	18656
	"Division 8: Mountain"	"CENS-D8"	"2012"	"2012"	"Certified Nurse Midwife(CNM/CM)"	"3"	29085
	"Division 8: Mountain"	"CENS-D8"	"2012"	"2012"	"Other Midwife"	"4"	4661
	"Division 8: Mountain"	"CENS-D8"	"2012"	"2012"	"Other"	"5"	1751
	"Division 8: Mountain"	"CENS-D8"	"2012"	"2012"	"Unknown or not stated"	"9"	61
	"Division 8: Mountain"	"CENS-D8"	"2012"	"2012"	"Not Reported"	"100"	0
	"Division 8: Mountain"	"CENS-D8"	"2013"	"2013"	"Doctor of Medicine(MD)"	"1"	251466
	"Division 8: Mountain"	"CENS-D8"	"2013"	"2013"	"Doctor of Osteopathy(DO)"	"2"	18839
	"Division 8: Mountain"	"CENS-D8"	"2013"	"2013"	"Certified Nurse Midwife(CNM/CM)"	"3"	29027
	"Division 8: Mountain"	"CENS-D8"	"2013"	"2013"	"Other Midwife"	"4"	4310
	"Division 8: Mountain"	"CENS-D8"	"2013"	"2013"	"Other"	"5"	1663
	"Division 8: Mountain"	"CENS-D8"	"2013"	"2013"	"Unknown or not stated"	"9"	47
	"Division 8: Mountain"	"CENS-D8"	"2013"	"2013"	"Not Reported"	"100"	0
	"Division 8: Mountain"	"CENS-D8"	"2014"	"2014"	"Doctor of Medicine(MD)"	"1"	253474
	"Division 8: Mountain"	"CENS-D8"	"2014"	"2014"	"Doctor of Osteopathy(DO)"	"2"	19239
	"Division 8: Mountain"	"CENS-D8"	"2014"	"2014"	"Certified Nurse Midwife(CNM/CM)"	"3"	30422
	"Division 8: Mountain"	"CENS-D8"	"2014"	"2014"	"Other Midwife"	"4"	3807
	"Division 8: Mountain"	"CENS-D8"	"2014"	"2014"	"Other"	"5"	1816
	"Division 8: Mountain"	"CENS-D8"	"2014"	"2014"	"Unknown or not stated"	"9"	30
	"Division 8: Mountain"	"CENS-D8"	"2014"	"2014"	"Not Reported"	"100"	0
	"Division 8: Mountain"	"CENS-D8"	"2015"	"2015"	"Doctor of Medicine(MD)"	"1"	249111
	"Division 8: Mountain"	"CENS-D8"	"2015"	"2015"	"Doctor of Osteopathy(DO)"	"2"	20917
	"Division 8: Mountain"	"CENS-D8"	"2015"	"2015"	"Certified Nurse Midwife(CNM/CM)"	"3"	32113
	"Division 8: Mountain"	"CENS-D8"	"2015"	"2015"	"Other Midwife"	"4"	3789
	"Division 8: Mountain"	"CENS-D8"	"2015"	"2015"	"Other"	"5"	1989
	"Division 8: Mountain"	"CENS-D8"	"2015"	"2015"	"Unknown or not stated"	"9"	80
	"Division 8: Mountain"	"CENS-D8"	"2015"	"2015"	"Not Reported"	"100"	0
	"Division 8: Mountain"	"CENS-D8"	"2016"	"2016"	"Doctor of Medicine(MD)"	"1"	240850
	"Division 8: Mountain"	"CENS-D8"	"2016"	"2016"	"Doctor of Osteopathy(DO)"	"2"	23924
	"Division 8: Mountain"	"CENS-D8"	"2016"	"2016"	"Certified Nurse Midwife(CNM/CM)"	"3"	33776
	"Division 8: Mountain"	"CENS-D8"	"2016"	"2016"	"Other Midwife"	"4"	3722
	"Division 8: Mountain"	"CENS-D8"	"2016"	"2016"	"Other"	"5"	2350
	"Division 8: Mountain"	"CENS-D8"	"2016"	"2016"	"Unknown or not stated"	"9"	77
	"Division 8: Mountain"	"CENS-D8"	"2016"	"2016"	"Not Reported"	"100"	0
	"Division 8: Mountain"	"CENS-D8"	"2017"	"2017"	"Doctor of Medicine(MD)"	"1"	229708
	"Division 8: Mountain"	"CENS-D8"	"2017"	"2017"	"Doctor of Osteopathy(DO)"	"2"	25924
	"Division 8: Mountain"	"CENS-D8"	"2017"	"2017"	"Certified Nurse Midwife(CNM/CM)"	"3"	34311
	"Division 8: Mountain"	"CENS-D8"	"2017"	"2017"	"Other Midwife"	"4"	3272
	"Division 8: Mountain"	"CENS-D8"	"2017"	"2017"	"Other"	"5"	2001
	"Division 8: Mountain"	"CENS-D8"	"2017"	"2017"	"Unknown or not stated"	"9"	29
	"Division 8: Mountain"	"CENS-D8"	"2017"	"2017"	"Not Reported"	"100"	0
	"Division 8: Mountain"	"CENS-D8"	"2018"	"2018"	"Doctor of Medicine(MD)"	"1"	223174
	"Division 8: Mountain"	"CENS-D8"	"2018"	"2018"	"Doctor of Osteopathy(DO)"	"2"	26680
	"Division 8: Mountain"	"CENS-D8"	"2018"	"2018"	"Certified Nurse Midwife(CNM/CM)"	"3"	34424
	"Division 8: Mountain"	"CENS-D8"	"2018"	"2018"	"Other Midwife"	"4"	2655
	"Division 8: Mountain"	"CENS-D8"	"2018"	"2018"	"Other"	"5"	1955
	"Division 8: Mountain"	"CENS-D8"	"2018"	"2018"	"Unknown or not stated"	"9"	128
	"Division 8: Mountain"	"CENS-D8"	"2018"	"2018"	"Not Reported"	"100"	0
	"Division 8: Mountain"	"CENS-D8"	"2019"	"2019"	"Doctor of Medicine(MD)"	"1"	218525
	"Division 8: Mountain"	"CENS-D8"	"2019"	"2019"	"Doctor of Osteopathy(DO)"	"2"	28211
	"Division 8: Mountain"	"CENS-D8"	"2019"	"2019"	"Certified Nurse Midwife(CNM/CM)"	"3"	35049
	"Division 8: Mountain"	"CENS-D8"	"2019"	"2019"	"Other Midwife"	"4"	2869
	"Division 8: Mountain"	"CENS-D8"	"2019"	"2019"	"Other"	"5"	2044
	"Division 8: Mountain"	"CENS-D8"	"2019"	"2019"	"Unknown or not stated"	"9"	111
	"Division 8: Mountain"	"CENS-D8"	"2019"	"2019"	"Not Reported"	"100"	0
	"Division 8: Mountain"	"CENS-D8"	"2020"	"2020"	"Doctor of Medicine(MD)"	"1"	208475
	"Division 8: Mountain"	"CENS-D8"	"2020"	"2020"	"Doctor of Osteopathy(DO)"	"2"	28141
	"Division 8: Mountain"	"CENS-D8"	"2020"	"2020"	"Certified Nurse Midwife(CNM/CM)"	"3"	35585
	"Division 8: Mountain"	"CENS-D8"	"2020"	"2020"	"Other Midwife"	"4"	3939
	"Division 8: Mountain"	"CENS-D8"	"2020"	"2020"	"Other"	"5"	1890
	"Division 8: Mountain"	"CENS-D8"	"2020"	"2020"	"Unknown or not stated"	"9"	121
	"Division 8: Mountain"	"CENS-D8"	"2020"	"2020"	"Not Reported"	"100"	0
	"Division 8: Mountain"	"CENS-D8"	"2021"	"2021"	"Doctor of Medicine(MD)"	"1"	209308
	"Division 8: Mountain"	"CENS-D8"	"2021"	"2021"	"Doctor of Osteopathy(DO)"	"2"	30775
	"Division 8: Mountain"	"CENS-D8"	"2021"	"2021"	"Certified Nurse Midwife(CNM/CM)"	"3"	35195
	"Division 8: Mountain"	"CENS-D8"	"2021"	"2021"	"Other Midwife"	"4"	5169
	"Division 8: Mountain"	"CENS-D8"	"2021"	"2021"	"Other"	"5"	1992
	"Division 8: Mountain"	"CENS-D8"	"2021"	"2021"	"Unknown or not stated"	"9"	110
	"Division 8: Mountain"	"CENS-D8"	"2021"	"2021"	"Not Reported"	"100"	0
	"Division 8: Mountain"	"CENS-D8"	"2022"	"2022"	"Doctor of Medicine(MD)"	"1"	206814
	"Division 8: Mountain"	"CENS-D8"	"2022"	"2022"	"Doctor of Osteopathy(DO)"	"2"	30788
	"Division 8: Mountain"	"CENS-D8"	"2022"	"2022"	"Certified Nurse Midwife(CNM/CM)"	"3"	34681
	"Division 8: Mountain"	"CENS-D8"	"2022"	"2022"	"Other Midwife"	"4"	5621
	"Division 8: Mountain"	"CENS-D8"	"2022"	"2022"	"Other"	"5"	3109
	"Division 8: Mountain"	"CENS-D8"	"2022"	"2022"	"Unknown or not stated"	"9"	107
	"Division 8: Mountain"	"CENS-D8"	"2022"	"2022"	"Not Reported"	"100"	0
	"Division 8: Mountain"	"CENS-D8"	"2023"	"2023"	"Doctor of Medicine(MD)"	"1"	199567
	"Division 8: Mountain"	"CENS-D8"	"2023"	"2023"	"Doctor of Osteopathy(DO)"	"2"	33000
	"Division 8: Mountain"	"CENS-D8"	"2023"	"2023"	"Certified Nurse Midwife(CNM/CM)"	"3"	35291
	"Division 8: Mountain"	"CENS-D8"	"2023"	"2023"	"Other Midwife"	"4"	5769
	"Division 8: Mountain"	"CENS-D8"	"2023"	"2023"	"Other"	"5"	3113
	"Division 8: Mountain"	"CENS-D8"	"2023"	"2023"	"Unknown or not stated"	"9"	79
	"Division 8: Mountain"	"CENS-D8"	"2023"	"2023"	"Not Reported"	"100"	0
	"Division 9: Pacific"	"CENS-D9"	"2010"	"2010"	"Doctor of Medicine(MD)"	"1"	575111
	"Division 9: Pacific"	"CENS-D9"	"2010"	"2010"	"Doctor of Osteopathy(DO)"	"2"	22889
	"Division 9: Pacific"	"CENS-D9"	"2010"	"2010"	"Certified Nurse Midwife(CNM/CM)"	"3"	61496
	"Division 9: Pacific"	"CENS-D9"	"2010"	"2010"	"Other Midwife"	"4"	6346
	"Division 9: Pacific"	"CENS-D9"	"2010"	"2010"	"Other"	"5"	6523
	"Division 9: Pacific"	"CENS-D9"	"2010"	"2010"	"Unknown or not stated"	"9"	371
	"Division 9: Pacific"	"CENS-D9"	"2010"	"2010"	"Not Reported"	"100"	0
	"Division 9: Pacific"	"CENS-D9"	"2011"	"2011"	"Doctor of Medicine(MD)"	"1"	566498
	"Division 9: Pacific"	"CENS-D9"	"2011"	"2011"	"Doctor of Osteopathy(DO)"	"2"	24509
	"Division 9: Pacific"	"CENS-D9"	"2011"	"2011"	"Certified Nurse Midwife(CNM/CM)"	"3"	60158
	"Division 9: Pacific"	"CENS-D9"	"2011"	"2011"	"Other Midwife"	"4"	7071
	"Division 9: Pacific"	"CENS-D9"	"2011"	"2011"	"Other"	"5"	6034
	"Division 9: Pacific"	"CENS-D9"	"2011"	"2011"	"Unknown or not stated"	"9"	393
	"Division 9: Pacific"	"CENS-D9"	"2011"	"2011"	"Not Reported"	"100"	0
	"Division 9: Pacific"	"CENS-D9"	"2012"	"2012"	"Doctor of Medicine(MD)"	"1"	565350
	"Division 9: Pacific"	"CENS-D9"	"2012"	"2012"	"Doctor of Osteopathy(DO)"	"2"	25452
	"Division 9: Pacific"	"CENS-D9"	"2012"	"2012"	"Certified Nurse Midwife(CNM/CM)"	"3"	61386
	"Division 9: Pacific"	"CENS-D9"	"2012"	"2012"	"Other Midwife"	"4"	7634
	"Division 9: Pacific"	"CENS-D9"	"2012"	"2012"	"Other"	"5"	6137
	"Division 9: Pacific"	"CENS-D9"	"2012"	"2012"	"Unknown or not stated"	"9"	493
	"Division 9: Pacific"	"CENS-D9"	"2012"	"2012"	"Not Reported"	"100"	0
	"Division 9: Pacific"	"CENS-D9"	"2013"	"2013"	"Doctor of Medicine(MD)"	"1"	550266
	"Division 9: Pacific"	"CENS-D9"	"2013"	"2013"	"Doctor of Osteopathy(DO)"	"2"	29174
	"Division 9: Pacific"	"CENS-D9"	"2013"	"2013"	"Certified Nurse Midwife(CNM/CM)"	"3"	63966
