"Notes"	"State"	"State Code"	"Year"	"Year Code"	"Medical Attendant"	"Medical Attendant Code"	Births
	"Maryland"	"24"	"2011"	"2011"	"Doctor of Osteopathy(DO)"	"2"	1972
	"Maryland"	"24"	"2011"	"2011"	"Certified Nurse Midwife(CNM/CM)"	"3"	5211
	"Maryland"	"24"	"2011"	"2011"	"Other Midwife"	"4"	404
	"Maryland"	"24"	"2011"	"2011"	"Other"	"5"	658
	"Maryland"	"24"	"2011"	"2011"	"Unknown or not stated"	"9"	188
	"Maryland"	"24"	"2011"	"2011"	"Not Reported"	"100"	0
	"Maryland"	"24"	"2012"	"2012"	"Doctor of Medicine(MD)"	"1"	63586
	"Maryland"	"24"	"2012"	"2012"	"Doctor of Osteopathy(DO)"	"2"	2000
	"Maryland"	"24"	"2012"	"2012"	"Certified Nurse Midwife(CNM/CM)"	"3"	6056
	"Maryland"	"24"	"2012"	"2012"	"Other Midwife"	"4"	349
	"Maryland"	"24"	"2012"	"2012"	"Other"	"5"	733
	"Maryland"	"24"	"2012"	"2012"	"Unknown or not stated"	"9"	159
	"Maryland"	"24"	"2012"	"2012"	"Not Reported"	"100"	0
	"Maryland"	"24"	"2013"	"2013"	"Doctor of Medicine(MD)"	"1"	61771
	"Maryland"	"24"	"2013"	"2013"	"Doctor of Osteopathy(DO)"	"2"	2091
	"Maryland"	"24"	"2013"	"2013"	"Certified Nurse Midwife(CNM/CM)"	"3"	6990
	"Maryland"	"24"	"2013"	"2013"	"Other Midwife"	"4"	138
	"Maryland"	"24"	"2013"	"2013"	"Other"	"5"	763
	"Maryland"	"24"	"2013"	"2013"	"Unknown or not stated"	"9"	200
	"Maryland"	"24"	"2013"	"2013"	"Not Reported"	"100"	0
	"Maryland"	"24"	"2014"	"2014"	"Doctor of Medicine(MD)"	"1"	63587
	"Maryland"	"24"	"2014"	"2014"	"Doctor of Osteopathy(DO)"	"2"	2050
	"Maryland"	"24"	"2014"	"2014"	"Certified Nurse Midwife(CNM/CM)"	"3"	7377
	"Maryland"	"24"	"2014"	"2014"	"Other Midwife"	"4"	311
	"Maryland"	"24"	"2014"	"2014"	"Other"	"5"	462
	"Maryland"	"24"	"2014"	"2014"	"Unknown or not stated"	"9"	134
	"Maryland"	"24"	"2014"	"2014"	"Not Reported"	"100"	0
	"Maryland"	"24"	"2015"	"2015"	"Doctor of Medicine(MD)"	"1"	62586
	"Maryland"	"24"	"2015"	"2015"	"Doctor of Osteopathy(DO)"	"2"	1999
	"Maryland"	"24"	"2015"	"2015"	"Certified Nurse Midwife(CNM/CM)"	"3"	7846
	"Maryland"	"24"	"2015"	"2015"	"Other Midwife"	"4"	292
	"Maryland"	"24"	"2015"	"2015"	"Other"	"5"	781
	"Maryland"	"24"	"2015"	"2015"	"Unknown or not stated"	"9"	112
	"Maryland"	"24"	"2015"	"2015"	"Not Reported"	"100"	0
	"Maryland"	"24"	"2016"	"2016"	"Doctor of Medicine(MD)"	"1"	61835
	"Maryland"	"24"	"2016"	"2016"	"Doctor of Osteopathy(DO)"	"2"	2422
	"Maryland"	"24"	"2016"	"2016"	"Certified Nurse Midwife(CNM/CM)"	"3"	8253
	"Maryland"	"24"	"2016"	"2016"	"Other Midwife"	"4"	78
	"Maryland"	"24"	"2016"	"2016"	"Other"	"5"	466
	"Maryland"	"24"	"2016"	"2016"	"Unknown or not stated"	"9"	82
	"Maryland"	"24"	"2016"	"2016"	"Not Reported"	"100"	0
	"Maryland"	"24"	"2017"	"2017"	"Doctor of Medicine(MD)"	"1"	60107
	"Maryland"	"24"	"2017"	"2017"	"Doctor of Osteopathy(DO)"	"2"	2580
	"Maryland"	"24"	"2017"	"2017"	"Certified Nurse Midwife(CNM/CM)"	"3"	8219
	"Maryland"	"24"	"2017"	"2017"	"Other Midwife"	"4"	104
	"Maryland"	"24"	"2017"	"2017"	"Other"	"5"	570
	"Maryland"	"24"	"2017"	"2017"	"Unknown or not stated"	"9"	61
	"Maryland"	"24"	"2017"	"2017"	"Not Reported"	"100"	0
	"Maryland"	"24"	"2018"	"2018"	"Doctor of Medicine(MD)"	"1"	59165
	"Maryland"	"24"	"2018"	"2018"	"Doctor of Osteopathy(DO)"	"2"	2529
	"Maryland"	"24"	"2018"	"2018"	"Certified Nurse Midwife(CNM/CM)"	"3"	8487
	"Maryland"	"24"	"2018"	"2018"	"Other Midwife"	"4"	92
	"Maryland"	"24"	"2018"	"2018"	"Other"	"5"	744
	"Maryland"	"24"	"2018"	"2018"	"Unknown or not stated"	"9"	63
	"Maryland"	"24"	"2018"	"2018"	"Not Reported"	"100"	0
	"Maryland"	"24"	"2019"	"2019"	"Doctor of Medicine(MD)"	"1"	58429
	"Maryland"	"24"	"2019"	"2019"	"Doctor of Osteopathy(DO)"	"2"	2273
	"Maryland"	"24"	"2019"	"2019"	"Certified Nurse Midwife(CNM/CM)"	"3"	8523
	"Maryland"	"24"	"2019"	"2019"	"Other Midwife"	"4"	114
	"Maryland"	"24"	"2019"	"2019"	"Other"	"5"	761
	"Maryland"	"24"	"2019"	"2019"	"Unknown or not stated"	"9"	78
	"Maryland"	"24"	"2019"	"2019"	"Not Reported"	"100"	0
	"Maryland"	"24"	"2020"	"2020"	"Doctor of Medicine(MD)"	"1"	56954
	"Maryland"	"24"	"2020"	"2020"	"Doctor of Osteopathy(DO)"	"2"	2361
	"Maryland"	"24"	"2020"	"2020"	"Certified Nurse Midwife(CNM/CM)"	"3"	8321
	"Maryland"	"24"	"2020"	"2020"	"Other Midwife"	"4"	276
	"Maryland"	"24"	"2020"	"2020"	"Other"	"5"	588
	"Maryland"	"24"	"2020"	"2020"	"Unknown or not stated"	"9"	54
	"Maryland"	"24"	"2020"	"2020"	"Not Reported"	"100"	0
	"Maryland"	"24"	"2021"	"2021"	"Doctor of Medicine(MD)"	"1"	56299
	"Maryland"	"24"	"2021"	"2021"	"Doctor of Osteopathy(DO)"	"2"	2762
	"Maryland"	"24"	"2021"	"2021"	"Certified Nurse Midwife(CNM/CM)"	"3"	8173
	"Maryland"	"24"	"2021"	"2021"	"Other Midwife"	"4"	428
	"Maryland"	"24"	"2021"	"2021"	"Other"	"5"	553
	"Maryland"	"24"	"2021"	"2021"	"Unknown or not stated"	"9"	70
	"Maryland"	"24"	"2021"	"2021"	"Not Reported"	"100"	0
	"Maryland"	"24"	"2022"	"2022"	"Doctor of Medicine(MD)"	"1"	56190
	"Maryland"	"24"	"2022"	"2022"	"Doctor of Osteopathy(DO)"	"2"	2674
	"Maryland"	"24"	"2022"	"2022"	"Certified Nurse Midwife(CNM/CM)"	"3"	8828
	"Maryland"	"24"	"2022"	"2022"	"Other Midwife"	"4"	438
	"Maryland"	"24"	"2022"	"2022"	"Other"	"5"	592
	"Maryland"	"24"	"2022"	"2022"	"Unknown or not stated"	"9"	60
	"Maryland"	"24"	"2022"	"2022"	"Not Reported"	"100"	0
	"Maryland"	"24"	"2023"	"2023"	"Doctor of Medicine(MD)"	"1"	53098
	"Maryland"	"24"	"2023"	"2023"	"Doctor of Osteopathy(DO)"	"2"	2656
	"Maryland"	"24"	"2023"	"2023"	"Certified Nurse Midwife(CNM/CM)"	"3"	8953
	"Maryland"	"24"	"2023"	"2023"	"Other Midwife"	"4"	411
	"Maryland"	"24"	"2023"	"2023"	"Other"	"5"	391
	"Maryland"	"24"	"2023"	"2023"	"Unknown or not stated"	"9"	85
	"Maryland"	"24"	"2023"	"2023"	"Not Reported"	"100"	0
	"Michigan"	"26"	"2010"	"2010"	"Doctor of Medicine(MD)"	"1"	86595
	"Michigan"	"26"	"2010"	"2010"	"Doctor of Osteopathy(DO)"	"2"	20133
	"Michigan"	"26"	"2010"	"2010"	"Certified Nurse Midwife(CNM/CM)"	"3"	7147
	"Michigan"	"26"	"2010"	"2010"	"Other Midwife"	"4"	336
	"Michigan"	"26"	"2010"	"2010"	"Other"	"5"	318
	"Michigan"	"26"	"2010"	"2010"	"Not Reported"	"100"	0
	"Michigan"	"26"	"2011"	"2011"	"Doctor of Medicine(MD)"	"1"	86207
	"Michigan"	"26"	"2011"	"2011"	"Doctor of Osteopathy(DO)"	"2"	19892
	"Michigan"	"26"	"2011"	"2011"	"Certified Nurse Midwife(CNM/CM)"	"3"	7156
	"Michigan"	"26"	"2011"	"2011"	"Other Midwife"	"4"	407
	"Michigan"	"26"	"2011"	"2011"	"Other"	"5"	339
	"Michigan"	"26"	"2011"	"2011"	"Not Reported"	"100"	0
	"Michigan"	"26"	"2012"	"2012"	"Doctor of Medicine(MD)"	"1"	84573
	"Michigan"	"26"	"2012"	"2012"	"Doctor of Osteopathy(DO)"	"2"	20389
	"Michigan"	"26"	"2012"	"2012"	"Certified Nurse Midwife(CNM/CM)"	"3"	7275
	"Michigan"	"26"	"2012"	"2012"	"Other Midwife"	"4"	499
	"Michigan"	"26"	"2012"	"2012"	"Other"	"5"	350
	"Michigan"	"26"	"2012"	"2012"	"Not Reported"	"100"	0
	"Michigan"	"26"	"2013"	"2013"	"Doctor of Medicine(MD)"	"1"	84034
	"Michigan"	"26"	"2013"	"2013"	"Doctor of Osteopathy(DO)"	"2"	21033
	"Michigan"	"26"	"2013"	"2013"	"Certified Nurse Midwife(CNM/CM)"	"3"	7411
	"Michigan"	"26"	"2013"	"2013"	"Other Midwife"	"4"	571
	"Michigan"	"26"	"2013"	"2013"	"Other"	"5"	440
	"Michigan"	"26"	"2013"	"2013"	"Unknown or not stated"	"9"	0
	"Michigan"	"26"	"2013"	"2013"	"Not Reported"	"100"	0
	"Michigan"	"26"	"2014"	"2014"	"Doctor of Medicine(MD)"	"1"	83077
	"Michigan"	"26"	"2014"	"2014"	"Doctor of Osteopathy(DO)"	"2"	22282
	"Michigan"	"26"	"2014"	"2014"	"Certified Nurse Midwife(CNM/CM)"	"3"	7759
	"Michigan"	"26"	"2014"	"2014"	"Other Midwife"	"4"	795
	"Michigan"	"26"	"2014"	"2014"	"Other"	"5"	458
	"Michigan"	"26"	"2014"	"2014"	"Not Reported"	"100"	0
	"Michigan"	"26"	"2015"	"2015"	"Doctor of Medicine(MD)"	"1"	81934
	"Michigan"	"26"	"2015"	"2015"	"Doctor of Osteopathy(DO)"	"2"	22198
	"Michigan"	"26"	"2015"	"2015"	"Certified Nurse Midwife(CNM/CM)"	"3"	7772
	"Michigan"	"26"	"2015"	"2015"	"Other Midwife"	"4"	825
	"Michigan"	"26"	"2015"	"2015"	"Other"	"5"	577
	"Michigan"	"26"	"2015"	"2015"	"Not Reported"	"100"	0
	"Michigan"	"26"	"2016"	"2016"	"Doctor of Medicine(MD)"	"1"	81472
	"Michigan"	"26"	"2016"	"2016"	"Doctor of Osteopathy(DO)"	"2"	22011
	"Michigan"	"26"	"2016"	"2016"	"Certified Nurse Midwife(CNM/CM)"	"3"	8264
	"Michigan"	"26"	"2016"	"2016"	"Other Midwife"	"4"	971
	"Michigan"	"26"	"2016"	"2016"	"Other"	"5"	588
	"Michigan"	"26"	"2016"	"2016"	"Not Reported"	"100"	0
	"Michigan"	"26"	"2017"	"2017"	"Doctor of Medicine(MD)"	"1"	78823
	"Michigan"	"26"	"2017"	"2017"	"Doctor of Osteopathy(DO)"	"2"	22089
	"Michigan"	"26"	"2017"	"2017"	"Certified Nurse Midwife(CNM/CM)"	"3"	8841
	"Michigan"	"26"	"2017"	"2017"	"Other Midwife"	"4"	1012
	"Michigan"	"26"	"2017"	"2017"	"Other"	"5"	644
	"Michigan"	"26"	"2017"	"2017"	"Unknown or not stated"	"9"	17
	"Michigan"	"26"	"2017"	"2017"	"Not Reported"	"100"	0
	"Michigan"	"26"	"2018"	"2018"	"Doctor of Medicine(MD)"	"1"	77025
	"Michigan"	"26"	"2018"	"2018"	"Doctor of Osteopathy(DO)"	"2"	22201
	"Michigan"	"26"	"2018"	"2018"	"Certified Nurse Midwife(CNM/CM)"	"3"	9115
	"Michigan"	"26"	"2018"	"2018"	"Other Midwife"	"4"	995
	"Michigan"	"26"	"2018"	"2018"	"Other"	"5"	689
	"Michigan"	"26"	"2018"	"2018"	"Not Reported"	"100"	0
	"Michigan"	"26"	"2019"	"2019"	"Doctor of Medicine(MD)"	"1"	75160
	"Michigan"	"26"	"2019"	"2019"	"Doctor of Osteopathy(DO)"	"2"	21627
	"Michigan"	"26"	"2019"	"2019"	"Certified Nurse Midwife(CNM/CM)"	"3"	9525
	"Michigan"	"26"	"2019"	"2019"	"Other Midwife"	"4"	804
	"Michigan"	"26"	"2019"	"2019"	"Other"	"5"	760
	"Michigan"	"26"	"2019"	"2019"	"Unknown or not stated"	"9"	10
	"Michigan"	"26"	"2019"	"2019"	"Not Reported"	"100"	0
	"Michigan"	"26"	"2020"	"2020"	"Doctor of Medicine(MD)"	"1"	71041
	"Michigan"	"26"	"2020"	"2020"	"Doctor of Osteopathy(DO)"	"2"	21833
	"Michigan"	"26"	"2020"	"2020"	"Certified Nurse Midwife(CNM/CM)"	"3"	10150
	"Michigan"	"26"	"2020"	"2020"	"Other Midwife"	"4"	383
	"Michigan"	"26"	"2020"	"2020"	"Other"	"5"	636
	"Michigan"	"26"	"2020"	"2020"	"Unknown or not stated"	"9"	31
	"Michigan"	"26"	"2020"	"2020"	"Not Reported"	"100"	0
	"Michigan"	"26"	"2021"	"2021"	"Doctor of Medicine(MD)"	"1"	69560
	"Michigan"	"26"	"2021"	"2021"	"Doctor of Osteopathy(DO)"	"2"	22536
	"Michigan"	"26"	"2021"	"2021"	"Certified Nurse Midwife(CNM/CM)"	"3"	10336
	"Michigan"	"26"	"2021"	"2021"	"Other Midwife"	"4"	1720
	"Michigan"	"26"	"2021"	"2021"	"Other"	"5"	813
	"Michigan"	"26"	"2021"	"2021"	"Unknown or not stated"	"9"	15
	"Michigan"	"26"	"2021"	"2021"	"Not Reported"	"100"	0
	"Michigan"	"26"	"2022"	"2022"	"Doctor of Medicine(MD)"	"1"	67118
	"Michigan"	"26"	"2022"	"2022"	"Doctor of Osteopathy(DO)"	"2"	21739
	"Michigan"	"26"	"2022"	"2022"	"Certified Nurse Midwife(CNM/CM)"	"3"	10842
	"Michigan"	"26"	"2022"	"2022"	"Other Midwife"	"4"	1903
	"Michigan"	"26"	"2022"	"2022"	"Other"	"5"	698
	"Michigan"	"26"	"2022"	"2022"	"Unknown or not stated"	"9"	21
	"Michigan"	"26"	"2022"	"2022"	"Not Reported"	"100"	0
	"Michigan"	"26"	"2023"	"2023"	"Doctor of Medicine(MD)"	"1"	63032
	"Michigan"	"26"	"2023"	"2023"	"Doctor of Osteopathy(DO)"	"2"	22227
	"Michigan"	"26"	"2023"	"2023"	"Certified Nurse Midwife(CNM/CM)"	"3"	11245
	"Michigan"	"26"	"2023"	"2023"	"Other Midwife"	"4"	1893
	"Michigan"	"26"	"2023"	"2023"	"Other"	"5"	706
	"Michigan"	"26"	"2023"	"2023"	"Unknown or not stated"	"9"	21
	"Michigan"	"26"	"2023"	"2023"	"Not Reported"	"100"	0
	"Missouri"	"29"	"2010"	"2010"	"Doctor of Medicine(MD)"	"1"	63232
	"Missouri"	"29"	"2010"	"2010"	"Doctor of Osteopathy(DO)"	"2"	10134
	"Missouri"	"29"	"2010"	"2010"	"Certified Nurse Midwife(CNM/CM)"	"3"	2557
	"Missouri"	"29"	"2010"	"2010"	"Other Midwife"	"4"	429
	"Missouri"	"29"	"2010"	"2010"	"Other"	"5"	407
	"Missouri"	"29"	"2010"	"2010"	"Unknown or not stated"	"9"	0
	"Missouri"	"29"	"2010"	"2010"	"Not Reported"	"100"	0
	"Missouri"	"29"	"2011"	"2011"	"Doctor of Medicine(MD)"	"1"	62552
	"Missouri"	"29"	"2011"	"2011"	"Doctor of Osteopathy(DO)"	"2"	10120
	"Missouri"	"29"	"2011"	"2011"	"Certified Nurse Midwife(CNM/CM)"	"3"	2472
	"Missouri"	"29"	"2011"	"2011"	"Other Midwife"	"4"	577
	"Missouri"	"29"	"2011"	"2011"	"Other"	"5"	396
	"Missouri"	"29"	"2011"	"2011"	"Unknown or not stated"	"9"	0
	"Missouri"	"29"	"2011"	"2011"	"Not Reported"	"100"	0
	"Missouri"	"29"	"2012"	"2012"	"Doctor of Medicine(MD)"	"1"	61589
	"Missouri"	"29"	"2012"	"2012"	"Doctor of Osteopathy(DO)"	"2"	10286
	"Missouri"	"29"	"2012"	"2012"	"Certified Nurse Midwife(CNM/CM)"	"3"	2329
	"Missouri"	"29"	"2012"	"2012"	"Other Midwife"	"4"	835
	"Missouri"	"29"	"2012"	"2012"	"Other"	"5"	406
	"Missouri"	"29"	"2012"	"2012"	"Not Reported"	"100"	0
	"Missouri"	"29"	"2013"	"2013"	"Doctor of Medicine(MD)"	"1"	61283
	"Missouri"	"29"	"2013"	"2013"	"Doctor of Osteopathy(DO)"	"2"	10361
	"Missouri"	"29"	"2013"	"2013"	"Certified Nurse Midwife(CNM/CM)"	"3"	2489
	"Missouri"	"29"	"2013"	"2013"	"Other Midwife"	"4"	776
	"Missouri"	"29"	"2013"	"2013"	"Other"	"5"	387
	"Missouri"	"29"	"2013"	"2013"	"Unknown or not stated"	"9"	0
	"Missouri"	"29"	"2013"	"2013"	"Not Reported"	"100"	0
	"Missouri"	"29"	"2014"	"2014"	"Doctor of Medicine(MD)"	"1"	60281
	"Missouri"	"29"	"2014"	"2014"	"Doctor of Osteopathy(DO)"	"2"	11242
	"Missouri"	"29"	"2014"	"2014"	"Certified Nurse Midwife(CNM/CM)"	"3"	2552
	"Missouri"	"29"	"2014"	"2014"	"Other Midwife"	"4"	781
	"Missouri"	"29"	"2014"	"2014"	"Other"	"5"	502
	"Missouri"	"29"	"2014"	"2014"	"Not Reported"	"100"	0
	"Missouri"	"29"	"2015"	"2015"	"Doctor of Medicine(MD)"	"1"	59583
	"Missouri"	"29"	"2015"	"2015"	"Doctor of Osteopathy(DO)"	"2"	11540
	"Missouri"	"29"	"2015"	"2015"	"Certified Nurse Midwife(CNM/CM)"	"3"	2519
	"Missouri"	"29"	"2015"	"2015"	"Other Midwife"	"4"	805
	"Missouri"	"29"	"2015"	"2015"	"Other"	"5"	613
	"Missouri"	"29"	"2015"	"2015"	"Not Reported"	"100"	0
	"Missouri"	"29"	"2016"	"2016"	"Doctor of Medicine(MD)"	"1"	58931
	"Missouri"	"29"	"2016"	"2016"	"Doctor of Osteopathy(DO)"	"2"	11414
	"Missouri"	"29"	"2016"	"2016"	"Certified Nurse Midwife(CNM/CM)"	"3"	2956
	"Missouri"	"29"	"2016"	"2016"	"Other Midwife"	"4"	889
	"Missouri"	"29"	"2016"	"2016"	"Other"	"5"	514
	"Missouri"	"29"	"2016"	"2016"	"Not Reported"	"100"	0
	"Missouri"	"29"	"2017"	"2017"	"Doctor of Medicine(MD)"	"1"	56683
	"Missouri"	"29"	"2017"	"2017"	"Doctor of Osteopathy(DO)"	"2"	11838
	"Missouri"	"29"	"2017"	"2017"	"Certified Nurse Midwife(CNM/CM)"	"3"	3231
	"Missouri"	"29"	"2017"	"2017"	"Other Midwife"	"4"	858
	"Missouri"	"29"	"2017"	"2017"	"Other"	"5"	422
	"Missouri"	"29"	"2017"	"2017"	"Not Reported"	"100"	0
	"Missouri"	"29"	"2018"	"2018"	"Doctor of Medicine(MD)"	"1"	56484
	"Missouri"	"29"	"2018"	"2018"	"Doctor of Osteopathy(DO)"	"2"	12033
	"Missouri"	"29"	"2018"	"2018"	"Certified Nurse Midwife(CNM/CM)"	"3"	3456
	"Missouri"	"29"	"2018"	"2018"	"Other Midwife"	"4"	935
	"Missouri"	"29"	"2018"	"2018"	"Other"	"5"	360
	"Missouri"	"29"	"2018"	"2018"	"Not Reported"	"100"	0
	"Missouri"	"29"	"2019"	"2019"	"Doctor of Medicine(MD)"	"1"	55077
	"Missouri"	"29"	"2019"	"2019"	"Doctor of Osteopathy(DO)"	"2"	12165
	"Missouri"	"29"	"2019"	"2019"	"Certified Nurse Midwife(CNM/CM)"	"3"	3675
	"Missouri"	"29"	"2019"	"2019"	"Other Midwife"	"4"	923
	"Missouri"	"29"	"2019"	"2019"	"Other"	"5"	282
	"Missouri"	"29"	"2019"	"2019"	"Not Reported"	"100"	0
	"Missouri"	"29"	"2020"	"2020"	"Doctor of Medicine(MD)"	"1"	51816
	"Missouri"	"29"	"2020"	"2020"	"Doctor of Osteopathy(DO)"	"2"	12039
	"Missouri"	"29"	"2020"	"2020"	"Certified Nurse Midwife(CNM/CM)"	"3"	3918
	"Missouri"	"29"	"2020"	"2020"	"Other Midwife"	"4"	1190
	"Missouri"	"29"	"2020"	"2020"	"Other"	"5"	321
	"Missouri"	"29"	"2020"	"2020"	"Not Reported"	"100"	0
	"Missouri"	"29"	"2021"	"2021"	"Doctor of Medicine(MD)"	"1"	51088
	"Missouri"	"29"	"2021"	"2021"	"Doctor of Osteopathy(DO)"	"2"	12926
	"Missouri"	"29"	"2021"	"2021"	"Certified Nurse Midwife(CNM/CM)"	"3"	3718
	"Missouri"	"29"	"2021"	"2021"	"Other Midwife"	"4"	1241
	"Missouri"	"29"	"2021"	"2021"	"Other"	"5"	478
	"Missouri"	"29"	"2021"	"2021"	"Not Reported"	"100"	0
	"Missouri"	"29"	"2022"	"2022"	"Doctor of Medicine(MD)"	"1"	50154
	"Missouri"	"29"	"2022"	"2022"	"Doctor of Osteopathy(DO)"	"2"	13049
	"Missouri"	"29"	"2022"	"2022"	"Certified Nurse Midwife(CNM/CM)"	"3"	4056
	"Missouri"	"29"	"2022"	"2022"	"Other Midwife"	"4"	1247
	"Missouri"	"29"	"2022"	"2022"	"Other"	"5"	479
	"Missouri"	"29"	"2022"	"2022"	"Unknown or not stated"	"9"	0
	"Missouri"	"29"	"2022"	"2022"	"Not Reported"	"100"	0
	"Missouri"	"29"	"2023"	"2023"	"Doctor of Medicine(MD)"	"1"	48355
	"Missouri"	"29"	"2023"	"2023"	"Doctor of Osteopathy(DO)"	"2"	12622
	"Missouri"	"29"	"2023"	"2023"	"Certified Nurse Midwife(CNM/CM)"	"3"	4271
	"Missouri"	"29"	"2023"	"2023"	"Other Midwife"	"4"	1447
	"Missouri"	"29"	"2023"	"2023"	"Other"	"5"	424
	"Missouri"	"29"	"2023"	"2023"	"Not Reported"	"100"	0
	"New Jersey"	"34"	"2010"	"2010"	"Doctor of Medicine(MD)"	"1"	88753
	"New Jersey"	"34"	"2010"	"2010"	"Doctor of Osteopathy(DO)"	"2"	9857
	"New Jersey"	"34"	"2010"	"2010"	"Certified Nurse Midwife(CNM/CM)"	"3"	7952
	"New Jersey"	"34"	"2010"	"2010"	"Other Midwife"	"4"	117
	"New Jersey"	"34"	"2010"	"2010"	"Other"	"5"	231
	"New Jersey"	"34"	"2010"	"2010"	"Unknown or not stated"	"9"	12
	"New Jersey"	"34"	"2010"	"2010"	"Not Reported"	"100"	0
	"New Jersey"	"34"	"2011"	"2011"	"Doctor of Medicine(MD)"	"1"	87664
	"New Jersey"	"34"	"2011"	"2011"	"Doctor of Osteopathy(DO)"	"2"	10281
	"New Jersey"	"34"	"2011"	"2011"	"Certified Nurse Midwife(CNM/CM)"	"3"	7564
	"New Jersey"	"34"	"2011"	"2011"	"Other Midwife"	"4"	149
	"New Jersey"	"34"	"2011"	"2011"	"Other"	"5"	217
	"New Jersey"	"34"	"2011"	"2011"	"Not Reported"	"100"	0
	"New Jersey"	"34"	"2012"	"2012"	"Doctor of Medicine(MD)"	"1"	86793
	"New Jersey"	"34"	"2012"	"2012"	"Doctor of Osteopathy(DO)"	"2"	9811
	"New Jersey"	"34"	"2012"	"2012"	"Certified Nurse Midwife(CNM/CM)"	"3"	7191
	"New Jersey"	"34"	"2012"	"2012"	"Other Midwife"	"4"	189
	"New Jersey"	"34"	"2012"	"2012"	"Other"	"5"	238
	"New Jersey"	"34"	"2012"	"2012"	"Not Reported"	"100"	0
	"New Jersey"	"34"	"2013"	"2013"	"Doctor of Medicine(MD)"	"1"	85315
	"New Jersey"	"34"	"2013"	"2013"	"Doctor of Osteopathy(DO)"	"2"	9429
	"New Jersey"	"34"	"2013"	"2013"	"Certified Nurse Midwife(CNM/CM)"	"3"	7437
	"New Jersey"	"34"	"2013"	"2013"	"Other Midwife"	"4"	156
	"New Jersey"	"34"	"2013"	"2013"	"Other"	"5"	226
	"New Jersey"	"34"	"2013"	"2013"	"Unknown or not stated"	"9"	12
	"New Jersey"	"34"	"2013"	"2013"	"Not Reported"	"100"	0
	"New Jersey"	"34"	"2014"	"2014"	"Doctor of Medicine(MD)"	"1"	84741
	"New Jersey"	"34"	"2014"	"2014"	"Doctor of Osteopathy(DO)"	"2"	10873
	"New Jersey"	"34"	"2014"	"2014"	"Certified Nurse Midwife(CNM/CM)"	"3"	7032
	"New Jersey"	"34"	"2014"	"2014"	"Other Midwife"	"4"	264
	"New Jersey"	"34"	"2014"	"2014"	"Other"	"5"	388
	"New Jersey"	"34"	"2014"	"2014"	"Not Reported"	"100"	0
	"New Jersey"	"34"	"2015"	"2015"	"Doctor of Medicine(MD)"	"1"	83636
	"New Jersey"	"34"	"2015"	"2015"	"Doctor of Osteopathy(DO)"	"2"	11567
	"New Jersey"	"34"	"2015"	"2015"	"Certified Nurse Midwife(CNM/CM)"	"3"	6919
	"New Jersey"	"34"	"2015"	"2015"	"Other Midwife"	"4"	173
	"New Jersey"	"34"	"2015"	"2015"	"Other"	"5"	805
	"New Jersey"	"34"	"2015"	"2015"	"Unknown or not stated"	"9"	27
	"New Jersey"	"34"	"2015"	"2015"	"Not Reported"	"100"	0
	"New Jersey"	"34"	"2016"	"2016"	"Doctor of Medicine(MD)"	"1"	82608
	"New Jersey"	"34"	"2016"	"2016"	"Doctor of Osteopathy(DO)"	"2"	11260
	"New Jersey"	"34"	"2016"	"2016"	"Certified Nurse Midwife(CNM/CM)"	"3"	7593
	"New Jersey"	"34"	"2016"	"2016"	"Other Midwife"	"4"	110
	"New Jersey"	"34"	"2016"	"2016"	"Other"	"5"	977
	"New Jersey"	"34"	"2016"	"2016"	"Unknown or not stated"	"9"	99
	"New Jersey"	"34"	"2016"	"2016"	"Not Reported"	"100"	0
	"New Jersey"	"34"	"2017"	"2017"	"Doctor of Medicine(MD)"	"1"	80608
	"New Jersey"	"34"	"2017"	"2017"	"Doctor of Osteopathy(DO)"	"2"	11712
	"New Jersey"	"34"	"2017"	"2017"	"Certified Nurse Midwife(CNM/CM)"	"3"	7928
	"New Jersey"	"34"	"2017"	"2017"	"Other Midwife"	"4"	82
	"New Jersey"	"34"	"2017"	"2017"	"Other"	"5"	895
	"New Jersey"	"34"	"2017"	"2017"	"Unknown or not stated"	"9"	25
	"New Jersey"	"34"	"2017"	"2017"	"Not Reported"	"100"	0
	"New Jersey"	"34"	"2018"	"2018"	"Doctor of Medicine(MD)"	"1"	79650
	"New Jersey"	"34"	"2018"	"2018"	"Doctor of Osteopathy(DO)"	"2"	12085
	"New Jersey"	"34"	"2018"	"2018"	"Certified Nurse Midwife(CNM/CM)"	"3"	8538
	"New Jersey"	"34"	"2018"	"2018"	"Other Midwife"	"4"	114
	"New Jersey"	"34"	"2018"	"2018"	"Other"	"5"	806
	"New Jersey"	"34"	"2018"	"2018"	"Unknown or not stated"	"9"	30
	"New Jersey"	"34"	"2018"	"2018"	"Not Reported"	"100"	0
	"New Jersey"	"34"	"2019"	"2019"	"Doctor of Medicine(MD)"	"1"	77904
	"New Jersey"	"34"	"2019"	"2019"	"Doctor of Osteopathy(DO)"	"2"	11880
	"New Jersey"	"34"	"2019"	"2019"	"Certified Nurse Midwife(CNM/CM)"	"3"	8916
	"New Jersey"	"34"	"2019"	"2019"	"Other Midwife"	"4"	132
	"New Jersey"	"34"	"2019"	"2019"	"Other"	"5"	728
	"New Jersey"	"34"	"2019"	"2019"	"Unknown or not stated"	"9"	25
	"New Jersey"	"34"	"2019"	"2019"	"Not Reported"	"100"	0
